areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00089400,64.5,0.9,34.6
E00137250,62.3,1.8,35.9
E00137251,48.8,2,49.2
E00137252,52.2,2.6,45.2
E00137256,61.9,0,38.1
E00137257,65.8,1.8,32.4
E00137260,39.6,1.4,59
E00137261,71,3,26
E00137262,63.5,3,33.5
E00137263,54.5,3.7,41.7
E00137264,65.7,4.6,29.6
E00137270,42.3,2.6,55.1
E00137271,46.4,0,53.6
E00137272,51,1.5,47.5
E00137273,38.8,1,60.3
E00137274,52.8,1.6,45.6
E00137275,47.7,2.1,50.2
E00137276,47.3,3.9,48.8
E00137277,37.8,2.2,60
E00137278,43.8,3.8,52.5
E00137279,63.1,3.1,33.8
E00137280,63.9,4.1,32
E00137281,42.9,2.5,54.7
E00137282,60.3,5.7,34
E00137283,47.4,3.2,49.4
E00137284,52.4,1.1,46.5
E00137285,57.3,3.1,39.6
E00137286,59.3,3.7,37
E00137287,59.2,2,38.8
E00137288,55.7,0.9,43.4
E00137289,56.7,1.4,41.9
E00137336,56.3,1.2,42.6
E00137337,61.4,2.9,35.7
E00137338,56.7,0.7,42.5
E00137339,55.5,2.4,42.1
E00137340,60.3,1,38.8
E00137341,57.9,0.7,41.4
E00137354,71,2.4,26.6
E00137355,59.5,3.2,37.3
E00137356,62.6,1.5,35.8
E00137357,51.6,0,48.4
E00137358,66.4,3,30.7
E00137359,64.7,2.5,32.8
E00137360,72.1,2.3,25.6
E00137361,67.2,4.7,28.1
E00137362,72.2,2.6,25.2
E00137363,62.2,4.5,33.3
E00137364,64.6,3.1,32.3
E00137365,54.5,1.6,44
E00137366,65.6,0.8,33.6
E00137367,51.4,1.6,46.9
E00137368,62.3,1.1,36.6
E00137369,54.1,3.4,42.5
E00137370,62.5,5.4,32
E00137371,66.7,1.6,31.7
E00137372,58,2.8,39.2
E00137373,60.5,4.2,35.3
E00137375,58.9,0.9,40.3
E00137376,52.2,3.6,44.2
E00137377,54.7,1.1,44.2
E00137378,55.6,0.8,43.6
E00137383,41.3,3,55.7
E00137384,61.9,2.8,35.2
E00137385,56.7,1.7,41.7
E00137386,59.8,5.7,34.5
E00137388,56.3,3.3,40.4
E00137389,54,4.9,41.2
E00137390,52.5,4.7,42.8
E00137391,62.7,4.4,32.9
E00137392,55,3.5,41.5
E00137393,61.6,8.1,30.3
E00137394,65.8,3.8,30.4
E00137444,54.8,3.6,41.6
E00137445,59.9,5.4,34.7
E00137446,60.1,1.8,38.2
E00137447,63.7,3.3,33
E00137448,65.6,4.2,30.2
E00137449,64.2,4.6,31.2
E00137450,62.4,3.6,34
E00137451,62.6,1.5,35.9
E00137452,66.9,2.9,30.2
E00137453,65.1,3.1,31.9
E00137454,40.9,2.8,56.3
E00137467,60.1,1.9,38
