areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00089400,18.9,62.2,18.9
E00137250,9.5,71.4,19
E00137251,9.3,75.2,15.5
E00137252,16.5,60.6,22.9
E00137256,9.5,75.8,14.7
E00137257,18.1,58.7,23.2
E00137260,5.3,69.5,25.2
E00137261,21.4,57.1,21.4
E00137262,17.5,51.5,30.9
E00137263,13.9,59.3,26.9
E00137264,19.8,54.2,26
E00137270,14,66.2,19.7
E00137271,4.2,84.2,11.7
E00137272,2,87.8,10.2
E00137273,5.3,79.4,15.3
E00137274,10.9,68.9,20.2
E00137275,8,76.8,15.2
E00137276,9.6,71.2,19.2
E00137277,5.8,76,18.1
E00137278,10.3,72.1,17.6
E00137279,15.1,54.8,30.1
E00137280,18.7,59.3,22
E00137281,7.8,75.9,16.4
E00137282,21,47.1,31.9
E00137283,6.8,82.6,10.6
E00137284,8.9,69.8,21.2
E00137285,13.9,75.9,10.2
E00137286,12.5,78.6,8.9
E00137287,13.2,75.5,11.3
E00137288,5.3,74.7,20
E00137289,12.1,74.7,13.2
E00137336,8.1,74.8,17.1
E00137337,9.3,67.8,22.9
E00137338,9.3,78,12.7
E00137339,11.5,69,19.5
E00137340,8.4,81.9,9.6
E00137341,8.7,70.9,20.5
E00137354,14.4,63.9,21.6
E00137355,15.8,54.5,29.7
E00137356,11.8,70.1,18.1
E00137357,1.1,79.1,19.8
E00137358,20.2,46.5,33.3
E00137359,12.2,72.2,15.6
E00137360,9.8,62.3,27.9
E00137361,23.5,50,26.5
E00137362,14.3,66.7,19
E00137363,11.8,63.4,24.7
E00137364,21.3,55,23.8
E00137365,7.6,73.9,18.5
E00137366,11.2,73,15.7
E00137367,9.2,79,11.8
E00137368,8.9,79.2,11.9
E00137369,13,55.6,31.5
E00137370,20.6,60.8,18.6
E00137371,6,61.9,32.1
E00137372,11,70.8,18.2
E00137373,15.1,64,20.9
E00137375,3.1,77.1,19.8
E00137376,11.9,78,10.2
E00137377,6.6,76.9,16.5
E00137378,12.3,79.5,8.2
E00137383,11.9,75.6,12.6
E00137384,18.3,71,10.8
E00137385,8.6,65.7,25.7
E00137386,16.1,60.9,23
E00137388,10.5,62.4,27.1
E00137389,11.5,52.9,35.6
E00137390,18.2,61.8,20
E00137391,16.3,58.8,25
E00137392,20.6,52.9,26.5
E00137393,10.5,63.2,26.3
E00137394,13.5,55.1,31.5
E00137444,10.1,74.2,15.7
E00137445,6.1,86.4,7.6
E00137446,6.6,80.2,13.2
E00137447,11.6,75,13.4
E00137448,11.8,65.7,22.5
E00137449,17.2,62.1,20.7
E00137450,7.6,80.2,12.2
E00137451,8.1,80.8,11.1
E00137452,16.7,71.6,11.8
E00137453,11,63.4,25.6
E00137454,9.4,81.1,9.4
E00137467,18.6,72.1,9.3
E00137468,12.9,71,16.1
E00137469,7,81,12
E00137470,16.7,52,31.4
E00137471,13.8,64.9,21.3
E00137472,12.3,74.5,13.2
E00137473,9.9,69.2,20.9
E00137474,25.3,50.6,24.1
E00137475,14.1,71.8,14.1
E00137476,31.1,45.9,23
E00137477,14.4,76.3,9.3
E00138671,12.2,75.7,12.2
E00138672,13.3,76.2,10.5
E00138673,8.3,75,16.7
E00138674,29,58.1,12.9
E00138675,14.3,62.9,22.9
E00138676,27.3,45.5,27.3
E00138677,17.3,64.2,18.5
E00138678,19.1,66,14.9
E00138680,12.5,62.5,25
E00138681,5.8,76,18.2
E00138683,10.7,77,12.3
E00138684,13.8,75,11.3
E00138685,16.9,74.2,8.9
E00138826,10.3,79.3,10.3
E00138841,10.4,73.9,15.7
E00138842,14,75.7,10.3
E00138843,12.2,65.3,22.4
E00138844,16.1,60.2,23.7
E00138845,9.5,77.9,12.6
E00138846,10.6,64.7,24.7
E00138847,11.2,67.3,21.5
E00138848,10.6,59.6,29.8
E00138849,9.5,77.1,13.3
E00138850,7.1,74.7,18.2
E00138851,19.8,66.3,14
E00138852,9.8,72.8,17.4
E00138865,13.7,80.1,6.2
E00138866,15,77.5,7.5
E00138867,13.4,72.3,14.3
E00138868,14.9,68.8,16.2
E00138904,16.7,67.6,15.7
E00138905,11.5,70.7,17.8
E00138906,7.5,72,20.6
E00138907,5.5,68.7,25.8
E00138908,6.2,76.1,17.7
E00138909,14.2,75.5,10.4
E00138910,12.7,65.7,21.6
E00138911,17.6,71.2,11.2
E00138912,8.9,77.7,13.4
E00138913,15.3,61,23.7
E00138914,10.9,69.6,19.6
E00138916,11.8,74,14.2
E00138917,8.9,80.8,10.3
E00138918,15.6,68.9,15.6
E00138919,11.9,72.2,15.9
E00144851,28.9,50,21.1
E00144852,17.7,61.3,21
E00144853,21.5,60,18.5
E00144854,12.8,66.7,20.5
E00144855,12.4,74.2,13.4
E00144856,12.3,63.1,24.6
E00144868,21.4,57.1,21.4
E00144876,13.1,25.3,61.6
E00144877,5.8,77.2,17
E00144878,14,61.6,24.4
E00144879,13.7,71.2,15.1
E00144880,11.8,73.5,14.7
E00144881,13.9,58.3,27.8
E00144882,8.5,71.9,19.6
E00144883,10.4,77,12.6
E00144884,11.6,76,12.4
E00144885,9.7,75.2,15
E00144886,7.7,84.6,7.7
E00144887,11.7,79.3,9
E00144894,17.9,55.2,26.9
E00144895,14,69.9,16.1
E00144896,20.4,49,30.6
E00144897,16.4,63.9,19.7
E00144899,13.7,56.1,30.2
E00144901,14.4,58.9,26.7
E00144902,18.9,67.9,13.2
E00144903,31.9,46.8,21.3
E00144904,13.6,69.3,17
E00144905,14.7,52,33.3
E00144906,18.5,43.5,38
E00144907,19.4,64.5,16.1
E00144908,26.7,38.3,35
E00144909,31.1,48.6,20.3
E00144910,22.9,62.9,14.3
E00144911,31.7,54,14.3
E00144912,24.5,40.8,34.7
E00144913,21.9,59.4,18.8
E00144914,17.2,53.5,29.3
E00144915,44.4,51.9,3.7
E00144916,28,52,20
E00144917,14.8,68.5,16.7
E00144918,23.3,41.1,35.6
E00144920,24.6,60.7,14.8
E00144921,8.5,80.1,11.3
E00144922,15.5,58.6,25.9
E00144923,7.8,69.9,22.2
E00144924,26.1,44.6,29.3
E00144925,31.1,44.3,24.6
E00144927,9.7,65.6,24.7
E00144928,12.4,68,19.6
E00144929,16,64.2,19.8
E00144930,32.8,51.7,15.5
E00144931,9,69.2,21.8
E00144932,13,67.5,19.5
E00144933,9.2,75.5,15.3
E00144934,22.2,58.7,19
E00144936,17.5,63.2,19.3
E00144937,15.1,65.8,19.2
E00144938,14.7,66.2,19.1
E00144940,10.8,64.5,24.7
E00144941,17.6,58.1,24.3
E00144942,15.6,59.7,24.7
E00144943,11.7,66,22.3
E00144944,9.7,64.5,25.8
E00144945,14.5,55.4,30.1
E00144946,34.9,57.1,7.9
E00144947,22.1,54.4,23.5
E00144948,19.1,42.7,38.2
E00144949,10.8,57.7,31.5
E00144950,17.9,47.6,34.5
E00144951,18.3,50,31.7
E00144952,6.3,56.3,37.5
E00144953,18.1,52.1,29.8
E00144954,14.9,55.4,29.7
E00144955,21,49.4,29.6
E00144956,7.8,72.8,19.4
E00144957,5.6,60,34.4
E00144958,14.8,74.2,10.9
E00144959,23.1,61.5,15.4
E00144960,21.1,53.3,25.6
E00144961,24.8,43.4,31.9
E00144962,15.9,59.8,24.3
E00144963,16,58.5,25.5
E00144964,16.3,51.1,32.6
E00144965,13,53.6,33.3
E00144966,10,45,45
E00144967,21,51.9,27.2
E00144968,19.4,53.7,26.9
E00144969,18.5,56.5,25
E00144970,17.8,55.9,26.3
E00144971,11.1,59.6,29.3
E00144972,14.3,71.4,14.3
E00144973,25,44.3,30.7
E00144974,14.4,64.4,21.2
E00144975,21.4,56.1,22.4
E00144976,20.9,64.8,14.3
E00144977,13.2,55.3,31.6
E00144978,19.3,38.6,42.1
E00144979,19.8,43.8,36.5
E00144980,10.5,51.4,38.1
E00144981,11.9,56.9,31.2
E00144982,15.6,49,35.4
E00144983,9.8,67,23.2
E00144984,17.1,47.9,35
E00144985,10.6,60.6,28.7
E00144986,20,53.6,26.4
E00144987,12.7,53.2,34.2
E00144988,24.2,49.2,26.6
E00144989,14.5,55.5,30
E00144990,15.7,57,27.3
E00145111,9.8,81.2,9
E00145112,12,75.2,12.8
E00145113,13.2,76,10.7
E00145114,11.1,77.8,11.1
E00145115,14,73.1,12.9
E00145116,10,76.7,13.3
E00145117,16.5,76.9,6.6
E00145118,12.2,74.3,13.5
E00145119,10.9,75,14.1
E00145120,9.7,80.7,9.7
E00145219,18.8,64.3,17
E00145242,14.3,76.2,9.5
E00145243,13.9,71.3,14.8
E00145247,10.7,74.4,14.9
E00158864,9.2,76.1,14.7
E00159022,11.3,72.5,16.3
E00159023,11.7,75.2,13.1
E00159040,15.5,82.8,1.7
E00159041,13.3,75.9,10.8
E00159042,19.4,67.2,13.4
E00159043,16.7,62.5,20.8
E00159044,7.1,82.1,10.7
E00159045,13.9,80.2,5.9
E00159046,9.6,71.1,19.3
E00159047,17.8,68.5,13.7
E00159048,14.2,76.4,9.4
E00159049,21.7,52.2,26.1
E00159164,16,74.5,9.6
E00159166,12.9,60.5,26.6
E00159167,5.3,77.3,17.4
E00159168,4.5,85.6,9.9
E00159169,17.2,60.3,22.4
E00159170,14.2,75,10.8
E00159172,6.1,76.5,17.4
E00159173,23,59.5,17.6
E00159174,10.4,74,15.6
E00159176,9,67.7,23.3
E00159177,10.8,81.1,8.1
E00159178,13.6,63.2,23.2
E00159179,17,68.1,14.9
E00159180,11.3,72.2,16.5
E00159181,12.4,63.9,23.7
E00159182,13,63,24.1
E00159183,6.3,82.3,11.4
E00159184,9.3,69.4,21.3
E00159185,21.6,73.2,5.2
E00159186,9.2,76.5,14.3
E00159187,12.4,74.4,13.2
E00159188,9.5,78.1,12.4
E00169007,9.2,56,34.9
E00169008,29.4,43.1,27.5
E00169009,18,55.5,26.6
E00169010,32.7,50,17.3
E00169011,28.2,53.8,17.9
E00169012,20.8,47.2,32.1
E00169013,18.4,61.8,19.7
E00169014,11.4,65.8,22.8
E00169015,25.7,52.9,21.4
E00169016,16.4,50.9,32.7
E00169017,18.1,63.9,18.1
E00169018,16.3,53.1,30.6
E00169020,19.2,43.6,37.2
E00169021,21.6,52.9,25.5
E00169022,21.1,52.1,26.8
E00169024,8.3,70.4,21.3
E00169198,22.2,50,27.8
E00169199,27.2,54.3,18.5
E00169200,22.5,51.7,25.8
E00185904,50,42.9,7.1
E00185917,11.1,59,29.9
E00185921,24.1,41.4,34.5
E00185922,17,58,25
E00185954,17,66,17
E00185966,7.3,70.7,22
E00185972,10.5,84.2,5.3
E00185980,20.8,54.2,25
E00185983,37,38.9,24.1
E00185985,24,64,12
E00186001,17.9,57.1,25
E00186014,42.9,42.9,14.3
E00186018,13.3,54.7,32
E00186027,37.9,51.5,10.6
E00186028,19,54.8,26.2
