geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00087370,86.8,13.2
E00087371,87.6,12.4
E00087372,84.5,15.5
E00087373,89.9,10.1
E00087374,90.4,9.6
E00087375,89,11
E00087376,83.5,16.5
E00087377,86.4,13.6
E00087378,88.1,11.9
E00087379,91,9
E00087380,91.3,8.7
E00087381,94.4,5.6
E00087382,93.9,6.1
E00087383,90.2,9.8
E00087384,95.2,4.8
E00087385,90.2,9.8
E00087387,94.1,5.9
E00087388,94.4,5.6
E00087389,93.4,6.6
E00087390,92.2,7.8
E00087391,93.7,6.3
E00087392,91.1,8.9
E00087393,93.2,6.8
E00087394,81,19
E00087395,85.7,14.3
E00087396,90.4,9.6
E00087397,90.3,9.7
E00087398,80.4,19.6
E00087399,87.9,12.1
E00087400,92.5,7.5
E00087401,96.2,3.8
E00087402,93.5,6.5
E00087403,98.2,1.8
E00087404,93.8,6.2
E00087405,97.1,2.9
E00087406,96.2,3.8
E00087408,95.6,4.4
E00087409,95.7,4.3
E00087410,91.8,8.2
E00087411,95.8,4.2
E00087412,95.1,4.9
E00087413,93.6,6.4
E00087414,96.6,3.4
E00087415,96,4
E00087416,95.7,4.3
E00087417,95.2,4.8
E00087418,93.2,6.8
E00087419,91,9
E00087420,94.6,5.4
E00087449,94.2,5.8
E00087450,95.4,4.6
E00087452,98.9,1.1
E00087453,97,3
E00087454,92.6,7.4
E00087455,94.4,5.6
E00087512,98.4,1.6
E00087513,97.2,2.8
E00087514,94.9,5.1
E00087515,97,3
E00087516,95.6,4.4
E00087517,99,1
E00087518,92.7,7.3
E00087520,94.1,5.9
E00087522,98.6,1.4
E00087523,97.2,2.8
E00087524,95,5
E00115614,96.1,3.9
E00115778,95.8,4.2
E00115780,95.6,4.4
E00115781,97.6,2.4
E00115827,91.6,8.4
E00115828,94.3,5.7
E00115829,94.8,5.2
E00115831,94.9,5.1
E00116868,93.8,6.3
E00116898,93.9,6.1
E00116900,94.6,5.4
E00116933,93.8,6.2
E00116934,97.7,2.3
E00116935,95,5
E00116936,91.4,8.6
E00116937,88.4,11.6
E00116938,96.4,3.6
E00116939,95.4,4.6
E00116940,94.5,5.5
E00116941,95.5,4.5
E00116942,94.4,5.6
E00116943,95.5,4.5
E00116944,97.4,2.6
E00116945,93.8,6.2
E00116946,96.7,3.3
E00116947,96.9,3.1
E00116948,91.5,8.5
E00116949,94.4,5.6
E00116950,97.1,2.9
E00116951,94.6,5.4
E00116952,93.3,6.7
E00117005,96.6,3.4
E00117006,95,5
E00117007,95.8,4.2
E00117008,93.9,6.1
E00117015,95,5
E00117016,93.1,6.9
E00117017,97.2,2.8
E00117018,95.3,4.7
E00117019,94.4,5.6
E00117020,98.3,1.7
E00117021,96.9,3.1
E00117022,96.1,3.9
E00117023,91.5,8.5
E00117024,96.9,3.1
E00117025,95.4,4.6
E00117026,92.8,7.2
E00117027,98.4,1.6
E00117028,95.5,4.5
E00117029,99,1
E00117030,94.9,5.1
E00117031,97.8,2.2
E00117032,98.5,1.5
E00117033,95.8,4.2
E00117034,98,2
E00117035,98,2
E00172707,91.7,8.3
E00172708,90.6,9.4
E00172710,95.1,4.9
E00172711,94.1,5.9
E00180407,93.8,6.2
E00180416,97.5,2.5
E00180417,90.1,9.9
E00180424,93.7,6.3
E00180425,94.2,5.8
E00180427,97.1,2.9
E00180431,96.2,3.8
E00180436,95.1,4.9
E00180440,87.6,12.4
