geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00155636,93.6,1.7,4.8
E00155637,95.4,0.5,4.1
E00155677,95.4,0.7,4
E00155678,97.6,1.4,1
E00155679,96.1,0,3.9
E00155680,92.3,2.3,5.4
E00155681,97,0.8,2.3
E00155682,93,1.3,5.7
E00155683,97.3,0,2.7
E00155684,91.5,5,3.6
E00155685,93.7,1.8,4.5
E00155686,96.2,2,1.8
E00155687,92,2.5,5.5
E00155688,96.3,1.3,2.3
E00155689,98.6,1.1,0.4
E00155690,96.7,2.7,0.6
E00155691,96.8,0.7,2.5
E00155692,98.4,0,1.6
E00155693,97.8,0.7,1.5
E00155694,96.2,0.8,3
E00155695,94.9,2.8,2.4
E00155696,94.1,1.7,4.2
E00155697,97.2,0.7,2.1
E00155698,96.3,0.4,3.3
E00155699,92.8,1.5,5.7
E00155700,93.5,1.6,4.9
E00155706,92,3.4,4.6
E00155707,93.3,1.9,4.9
E00155708,92.2,2.4,5.4
E00155710,92.3,3.5,4.2
E00155721,89,2.5,8.6
E00155722,93.6,2.7,3.6
E00155723,87.7,3.3,9
E00155724,89.6,3,7.4
E00155725,84.2,2.9,12.9
E00155726,80.9,3.7,15.4
E00155727,93.2,1.3,5.5
E00155728,94.6,0.3,5
E00155729,86.7,1.7,11.7
E00155730,88,2.5,9.5
E00155731,89.8,1.1,9.1
E00155732,93.9,3.3,2.7
E00155733,86.1,4.5,9.4
E00155734,92,1.4,6.5
E00155735,93,1.3,5.7
E00155736,88.2,4,7.7
E00155737,87.3,2.1,10.6
E00155738,96.3,2.8,0.9
E00155739,92,2.6,5.4
E00155740,90.3,2.7,7
E00155741,79.1,2.6,18.3
E00155742,81.1,3.7,15.2
E00155743,89,2.7,8.3
E00155744,88.4,2.9,8.7
E00155745,86.6,1.7,11.7
E00155746,94.1,0.6,5.3
E00155747,94.3,1.2,4.5
E00155748,93.1,0.8,6
E00155749,92.2,2.1,5.7
E00155750,88.4,3.6,7.9
E00155751,90.9,3.7,5.4
E00155752,82.4,3.1,14.4
E00155753,92,3.8,4.2
E00155754,91.1,2.7,6.2
E00155755,86.9,4.5,8.6
E00155756,94,2.4,3.7
E00155758,95.1,0.3,4.6
E00155766,93.7,0.9,5.4
E00155781,92.8,1.6,5.5
E00155782,95.8,1.8,2.5
E00155783,92.9,0.9,6.2
E00155784,88.3,3,8.7
E00155785,97.7,0.4,1.9
E00155786,91.6,1.7,6.6
E00155787,94.8,1.5,3.7
E00155788,90.7,0.4,8.9
E00155789,95.5,1.4,3.2
E00155790,93.5,3.6,2.9
E00155791,92.4,1.1,6.5
E00155792,91.4,0.4,8.2
E00155793,87.5,0.3,12.2
E00155794,90.9,1.1,8
E00155795,96,0.7,3.3
E00155796,93.6,0.5,5.9
E00155797,95.6,1.6,2.7
E00155798,96.9,0.4,2.7
E00155799,93.1,2.5,4.4
E00155800,91.3,0.6,8.1
E00155801,95,1.6,3.4
E00155824,94.5,2.6,2.9
E00155830,95.3,0.8,3.9
E00155832,91.8,2.8,5.4
E00155833,91.8,3.3,4.8
E00155845,94.4,2,3.6
E00155846,90,3.2,6.9
E00155847,92.5,3.1,4.4
E00155848,89.2,4.2,6.6
E00155849,90.9,2.3,6.8
E00155850,78.9,2.1,18.9
E00155984,97.2,1.3,1.5
E00155996,95.1,2.1,2.7
E00155998,91.3,0.9,7.8
E00156002,91,1.1,7.9
E00156012,92.4,1.2,6.3
E00156013,95,2.7,2.4
E00156014,97.2,1.1,1.7
E00156015,95.4,1.1,3.5
E00156016,93.5,1.2,5.2
E00156017,94.9,1.9,3.3
E00156025,86.4,4.1,9.4
E00156026,90.8,2.8,6.4
E00156027,89,3.9,7
E00156028,95.2,1.7,3.1
E00156030,94,0.8,5.2
E00156031,93.1,1.7,5.2
E00156032,89.7,4.7,5.6
E00156033,89.8,5.2,5
E00156034,94.4,0.3,5.3
E00156035,89.1,3.3,7.6
E00156037,91.9,2.4,5.7
E00156038,90,5.1,4.9
E00156039,96.1,0.8,3.1
E00156040,86.5,4.4,9.1
E00156041,92.7,1.4,5.9
E00156042,93.6,2.1,4.2
E00156043,93.1,1.7,5.2
E00156044,90.9,2.2,6.9
E00156045,95.8,2.1,2.1
E00156046,97.4,0.7,2
E00156047,91.7,1.8,6.5
E00156048,93.5,0.6,5.9
E00156049,94.8,1.2,4
E00156050,92.1,3.2,4.7
E00156136,92,1.9,6.2
E00156137,91.6,0.6,7.8
E00156139,95.1,2,2.9
E00156141,81.5,4.3,14.2
E00156142,85,4.6,10.4
E00156151,96,1.6,2.4
E00156153,93,2.4,4.5
E00156156,87.1,1.8,11
E00156158,95.7,1,3.3
E00156159,87.1,8,4.9
E00156160,93.7,1.3,4.9
E00156161,88.2,2.9,8.8
E00156162,72.5,4.9,22.6
E00156163,94.8,1.4,3.8
E00156164,96.3,0.8,3
E00156165,92.1,1.8,6.2
E00156166,89.4,3.6,6.9
E00156167,90.9,2.3,6.7
E00156168,89.7,2.7,7.7
E00156169,79,3.6,17.4
E00156170,90.2,2.8,7
E00156171,95.1,0.3,4.6
E00156172,87.6,2.3,10
E00156173,93.8,2,4.2
E00156174,84.6,1,14.4
E00156175,86,3.4,10.6
E00156177,89,4.7,6.3
E00156178,79.7,2,18.3
E00156179,89.5,2,8.5
E00156180,84.9,3.4,11.8
E00156181,85.4,4,10.6
E00156182,81.9,2.6,15.4
E00156184,97.2,2.1,0.7
E00156185,94,1.4,4.6
E00156186,79.9,2.9,17.2
E00156187,91.2,1.8,7
E00156188,91.6,3.4,5
E00156189,89.2,2.6,8.2
E00156190,97.3,0.5,2.2
E00156191,95,0.6,4.4
E00156192,78,2.3,19.7
E00156193,89.9,4,6.1
E00156194,82.6,2.4,15
E00156195,73.9,4.3,21.8
E00156196,91.1,1.5,7.4
E00156197,83.4,4.2,12.5
E00156198,87.8,3.3,8.9
E00156199,92.1,1.7,6.2
E00156202,95.9,1.2,2.9
E00156205,93.7,1.8,4.5
E00156209,93,2.2,4.8
E00156210,91,3.3,5.7
E00156211,93.4,0.8,5.8
E00156212,86.8,4.9,8.3
E00156213,95.8,1,3.2
E00156214,92.8,1.6,5.6
E00156215,97,1.6,1.3
E00156216,84.2,2.3,13.5
E00156217,90.8,2.9,6.2
E00156218,94.3,0.9,4.8
E00156219,91.7,0,8.3
E00156220,97.3,0,2.7
E00156221,92.8,2.4,4.8
E00156222,91.8,0.3,7.9
E00156223,94.2,0.9,4.9
E00156224,97.2,0,2.8
E00156225,91.9,1.9,6.2
E00156226,92.2,1.4,6.5
E00156227,97.2,0,2.8
E00156228,95.8,1.3,2.9
E00156229,92.6,2.2,5.1
E00156230,97.4,0.3,2.3
E00156231,95.3,0.3,4.4
E00156232,91.2,1.5,7.3
E00156233,93.8,0.6,5.6
E00156238,93.2,1.2,5.6
E00156239,96.4,0,3.6
E00156240,90.3,2.3,7.4
E00156241,96.1,1.6,2.3
E00156242,88.1,2.6,9.3
E00156243,92.9,3.4,3.7
E00156244,93.6,1.5,4.8
E00156245,92.1,5.4,2.5
