areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00107167,51,25.2,1.9,21.9
E00107169,53.1,26.5,1.2,19.1
E00107170,51,23.1,5.4,20.4
E00107171,33.8,25.9,33.1,7.2
E00107172,48.8,38.1,7.1,6
E00107173,39.3,30.3,18.6,11.7
E00107175,44.8,33.3,2.1,19.8
E00107177,39,31,3,27
E00107199,51.9,32.7,0,15.4
E00107200,36.5,31.2,18.5,13.8
E00107201,57.2,24.2,6.7,11.9
E00107253,36.7,27.3,28,8
E00107254,55.3,27.9,2.2,14.5
E00107255,63,24.7,1.9,10.5
E00107256,57.1,27,0,16
E00107257,26.2,13.1,55.4,5.4
E00107258,67.4,20.9,1.6,10.1
E00107259,56,22.4,16.4,5.2
E00107260,56.3,20.4,9.9,13.4
E00107261,65.3,28.6,2,4.1
E00107262,51,32.9,8.6,7.6
E00107263,62.6,25.7,1.5,10.2
E00107264,44.4,26.7,24.4,4.4
E00107265,17.8,13.1,61.7,7.5
E00107266,50,16,2,32
E00107267,47.6,34.5,2.4,15.5
E00107351,33.1,27.9,18.8,20.1
E00107352,47.3,44.5,0.9,7.3
E00107353,43.6,41.8,1.8,12.7
E00107354,32.5,44.2,5.5,17.8
E00107355,42.5,43.3,1.6,12.6
E00107356,22.6,25.2,52.2,0
E00107357,58.6,35.3,0.9,5.2
E00107358,57.5,29.9,6.3,6.3
E00107359,34.6,36.8,20.3,8.3
E00107360,42.9,37.4,2,17.7
E00107361,42.6,27,4.9,25.4
E00107362,13.5,23,57.1,6.3
E00107363,46.9,30.6,6.1,16.3
E00107364,66.4,26.6,0,7
E00107383,37.5,43.8,8.1,10.6
E00107384,54.1,31.5,0,14.4
E00107385,50.4,33.6,8.4,7.6
E00107386,51.1,37.8,1.5,9.6
E00107387,49,28.5,0,22.5
E00107388,11,23.5,60.3,5.1
E00107389,30.8,34.1,32.4,2.7
E00107390,49.6,30.9,0.7,18.7
E00107391,60.8,26.5,4.2,8.4
E00107392,48.9,31.9,0.7,18.5
E00107393,51.7,37.1,1.3,9.9
E00107394,48.9,32.8,4.6,13.7
E00107395,36.1,48.4,6.5,9
E00107839,43.2,51.5,0,5.3
E00121748,50,32.3,13.1,4.6
E00121749,87,5.6,0.9,6.5
E00121750,44.3,38.9,0,16.8
E00121751,57.5,26,2.7,13.7
E00121752,48.3,37.7,1.3,12.6
E00121753,41,30.9,16.5,11.5
E00121754,12.3,31,47.7,9
E00121755,46.6,39.1,3.8,10.5
E00121836,57.8,29.7,0.8,11.7
E00121837,62.3,21.4,0,16.4
E00121889,48.4,26.4,6.6,18.7
E00121890,48.1,20.4,6.5,25
E00121891,36.3,16.3,36.3,11.1
E00121892,59,22.5,0,18.5
