areacd,sex-001,sex-002
E00107167,49,51
E00107169,51.5,48.5
E00107170,54.2,45.8
E00107171,51.4,48.6
E00107172,51.8,48.2
E00107173,51.6,48.4
E00107175,47.8,52.2
E00107177,52.1,47.9
E00107199,48.6,51.4
E00107200,52.3,47.7
E00107201,51.5,48.5
E00107253,49.7,50.3
E00107254,52.6,47.4
E00107255,48.7,51.3
E00107256,48.7,51.3
E00107257,51,49
E00107258,51.4,48.6
E00107259,55.1,44.9
E00107260,50.7,49.3
E00107261,51.4,48.6
E00107262,53.7,46.3
E00107263,48.3,51.7
E00107264,56,44
E00107265,56.2,43.8
E00107266,46.3,53.7
E00107267,53.7,46.3
E00107351,51.4,48.6
E00107352,49.2,50.8
E00107353,53.5,46.5
E00107354,48.1,51.9
E00107355,50.6,49.4
E00107356,48.3,51.7
E00107357,50.5,49.5
E00107358,50.3,49.7
E00107359,50.1,49.9
E00107360,48.1,51.9
E00107361,53.7,46.3
E00107362,51.7,48.3
E00107363,51.2,48.8
E00107364,51,49
E00107383,49,51
E00107384,49.2,50.8
E00107385,52.3,47.7
E00107386,55.1,44.9
E00107387,56.4,43.6
E00107388,51.5,48.5
E00107389,51.6,48.4
E00107390,53.5,46.5
E00107391,54.2,45.8
E00107392,48.6,51.4
E00107393,49.7,50.3
E00107394,49.2,50.8
E00107395,50.3,49.7
E00107839,50.5,49.5
E00121748,52,48
E00121749,52.6,47.4
E00121750,50.1,49.9
E00121751,47.8,52.2
E00121752,49.2,50.8
E00121753,52.9,47.1
E00121754,52.3,47.7
E00121755,55.3,44.7
E00121836,51.8,48.2
E00121837,51.6,48.4
E00121889,49.6,50.4
E00121890,54.4,45.6
E00121891,51.4,48.6
E00121892,52.1,47.9
E00121893,52.6,47.4
E00121894,53.8,46.3
E00121895,56.4,43.6
E00121896,52,48
E00121897,53,47
E00121898,52.9,47.1
E00121899,51.2,48.8
E00121900,50.3,49.7
E00121901,51.1,48.9
E00121902,50.2,49.8
E00121903,50.2,49.8
E00121904,50.2,49.8
E00121905,55.8,44.2
E00121906,54.6,45.4
E00121967,56.8,43.2
E00121968,57.8,42.2
E00121969,51,49
E00121970,55.6,44.4
E00121971,51.7,48.3
E00121972,57.1,42.9
E00121973,53.4,46.6
E00121974,50.8,49.2
E00121976,51.6,48.4
E00121977,55.6,44.4
E00121980,55.7,44.3
E00121981,68.9,31.1
E00121982,55.8,44.2
E00122017,50.8,49.2
E00122019,44.9,55.1
E00122020,57,43
E00122035,51.1,48.9
E00122036,51.2,48.8
E00122038,53.9,46.1
E00123683,54.1,45.9
E00123684,52.6,47.4
E00123685,50.2,49.8
E00123686,53.1,46.9
E00123687,51.9,48.1
E00123689,53,47
E00123690,53.3,46.7
E00123691,50.7,49.3
E00123692,54.2,45.8
E00123693,55.7,44.3
E00123752,51.6,48.4
E00123753,51.1,48.9
E00123755,53.4,46.6
E00123756,48.9,51.1
E00123757,51.1,48.9
E00123758,49,51
E00123759,48.8,51.2
E00123760,51.9,48.1
E00123894,50.3,49.7
E00123895,51.8,48.2
E00123896,52.7,47.3
E00123897,49.5,50.5
E00123898,49.5,50.5
E00123899,53.9,46.1
E00123900,48.8,51.2
E00123901,58,42
E00123902,48.9,51.1
E00123903,49.4,50.6
E00123904,54.8,45.2
E00123905,52.1,47.9
E00123906,55.2,44.8
E00123907,50.9,49.1
E00123908,49.3,50.7
E00123909,51.4,48.6
E00123910,53,47
E00123911,49.8,50.2
E00125811,49.2,50.8
E00125812,48.4,51.6
E00125813,49.7,50.3
E00125814,50.7,49.3
E00125816,53.4,46.6
E00125817,47.2,52.8
E00125818,52.4,47.6
E00125819,50,50
E00125820,55,45
E00125821,53.8,46.2
E00125822,47.9,52.1
E00125823,50,50
E00125824,53.3,46.7
E00125825,50,50
E00125826,49.4,50.6
E00125827,49.8,50.2
E00125828,51.7,48.3
E00125829,55.4,44.6
E00125830,48.8,51.2
E00125831,55.4,44.6
E00125832,51.4,48.6
E00125833,57.5,42.5
E00125834,52.5,47.5
E00125835,54.3,45.7
E00125836,53,47
E00125837,50.7,49.3
E00125838,49.1,50.9
E00125839,50.5,49.5
E00125840,52,48
E00125841,50,50
E00125842,50.5,49.5
E00125843,48.3,51.7
E00125844,48.8,51.2
E00125845,46.7,53.3
E00125846,51.6,48.4
E00125847,55.7,44.3
E00125848,52.4,47.6
