areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00107167,57.3,1.3,41.5
E00107169,47.9,0.5,51.5
E00107170,46.4,2.4,51.2
E00107171,50.2,2.8,47
E00107172,54.4,2.2,43.4
E00107173,56.6,2.3,41.1
E00107175,67.2,1,31.9
E00107177,62.9,2.1,35
E00107199,52,2.5,45.5
E00107200,55.3,1.7,43
E00107201,53.6,0.8,45.6
E00107253,47.5,2.7,49.8
E00107254,46.9,1.2,51.9
E00107255,50.8,3,46.2
E00107256,42.5,2.3,55.2
E00107257,46.1,2.4,51.6
E00107258,41.9,1.3,56.8
E00107259,43,1.4,55.6
E00107260,46.7,4.1,49.2
E00107261,39,2.4,58.6
E00107262,47.1,2,51
E00107263,46.1,1.7,52.3
E00107264,52.1,2.5,45.4
E00107265,49.2,5.9,44.9
E00107266,50.8,0,49.2
E00107267,56.1,2.2,41.7
E00107351,62.7,0,37.3
E00107352,62.4,2.9,34.8
E00107353,63.2,3.5,33.3
E00107354,65.9,2.3,31.8
E00107355,55.8,0.7,43.5
E00107356,48.4,1.9,49.8
E00107357,49.4,3.4,47.3
E00107358,30.2,1.4,68.5
E00107359,56.8,2.9,40.3
E00107360,59.9,2.3,37.8
E00107361,56.9,2.5,40.6
E00107362,57.8,3.4,38.8
E00107363,51.4,3.5,45.2
E00107364,53.8,0.4,45.8
E00107383,62.9,4.1,32.9
E00107384,51.9,1.9,46.3
E00107385,54.8,2.4,42.9
E00107386,55,1.6,43.4
E00107387,46.5,2.7,50.8
E00107388,47.4,4.3,48.3
E00107389,55.4,3.8,40.9
E00107390,59.2,1.4,39.4
E00107391,39,0.7,60.3
E00107392,58.4,3.9,37.7
E00107393,58,2.6,39.4
E00107394,63.9,2.2,33.9
E00107395,66.6,3.5,29.9
E00107839,61.4,2.1,36.5
E00121748,60.2,2,37.8
E00121749,25.1,3.1,71.7
E00121750,58.3,2.7,39
E00121751,62.5,1.3,36.2
E00121752,59.7,0.3,39.9
E00121753,55.9,2.7,41.4
E00121754,61.4,1.3,37.3
E00121755,54.8,2.8,42.4
E00121836,49.4,2,48.6
E00121837,50,2.2,47.8
E00121889,55.4,3.6,41
E00121890,48.7,2,49.2
E00121891,43.8,3.2,53
E00121892,52.9,0.8,46.3
E00121893,51,1.3,47.7
E00121894,60.5,2.4,37.1
E00121895,63.3,4.4,32.2
E00121896,36.5,1.7,61.8
E00121897,56.6,2.2,41.2
E00121898,67.5,1.6,30.9
E00121899,53.3,3.7,43
E00121900,39.5,0.3,60.1
E00121901,49.1,2.6,48.3
E00121902,52.2,3.2,44.7
E00121903,57.6,4.1,38.3
E00121904,59.2,0.8,40
E00121905,54.4,0.5,45.2
E00121906,58.6,0.8,40.6
E00121967,42.1,2.3,55.7
E00121968,41,3.8,55.2
E00121969,51.9,1.6,46.5
E00121970,43.9,0.4,55.7
E00121971,36.9,1.2,61.8
E00121972,47.7,3,49.4
E00121973,44.4,2.7,52.9
E00121974,50.8,5.4,43.8
E00121976,46,6,47.9
E00121977,30.4,2.3,67.3
E00121980,55,4.2,40.8
E00121981,18.7,2.2,79.1
E00121982,46.5,1.2,52.3
E00122017,40.3,2.3,57.4
E00122019,54.5,5.5,40
E00122020,42.2,2.4,55.3
E00122035,56,1.5,42.5
E00122036,58.1,2.2,39.7
E00122038,54.3,0,45.7
E00123683,56.3,2.1,41.6
E00123684,58.7,2.8,38.5
E00123685,59.3,3.4,37.3
E00123686,58.7,2.1,39.2
E00123687,60,3.7,36.3
E00123689,43.4,4.2,52.4
E00123690,43.4,0,56.6
E00123691,60.9,2.9,36.2
E00123692,46.9,1.6,51.6
E00123693,40.4,1.7,57.9
E00123752,54.1,2.1,43.8
E00123753,60.7,2.7,36.6
E00123755,55.4,1.1,43.5
E00123756,64.1,2.5,33.4
E00123757,56.8,2.5,40.7
E00123758,67.8,1.7,30.4
E00123759,63.8,3.7,32.4
E00123760,55.8,3.5,40.7
E00123894,65.1,3.2,31.7
E00123895,66.2,1.4,32.4
E00123896,57.1,2.2,40.8
E00123897,67.2,5.7,27.1
E00123898,60.3,3.1,36.6
E00123899,64.9,1.4,33.7
E00123900,64.4,3.3,32.2
E00123901,64.5,0,35.5
E00123902,58.5,2,39.5
E00123903,57.9,2.1,40
E00123904,51,2.8,46.2
E00123905,72.5,1.5,25.9
E00123906,52.7,2.1,45.1
E00123907,63.1,2.1,34.7
E00123908,54.6,2.8,42.6
E00123909,54.1,2.7,43.2
E00123910,56.5,2,41.5
E00123911,59.4,1.9,38.7
E00125811,58.8,1.9,39.3
E00125812,49.6,3.2,47.2
E00125813,50.3,2,47.6
E00125814,56.6,2.7,40.7
E00125816,52.8,3.4,43.8
E00125817,57.4,0.5,42.2
E00125818,57.7,1.3,41.1
E00125819,57.7,2.1,40.2
E00125820,56.2,1.9,41.9
E00125821,53.5,1.9,44.6
E00125822,47.5,5,47.5
E00125823,52.2,0,47.8
E00125824,47.1,2.9,50
E00125825,60.2,3,36.8
E00125826,76.2,2.4,21.4
E00125827,60.4,0.6,39
E00125828,53,3,44.1
E00125829,52,2.6,45.4
E00125830,38.3,0.7,61
E00125831,42.6,0.4,57
E00125832,57.6,3.3,39
E00125833,41.2,3.4,55.4
E00125834,52.3,2.6,45.1
E00125835,56.9,2.3,40.7
E00125836,70.2,1.5,28.3
E00125837,50.8,1.6,47.6
E00125838,60.2,0.3,39.4
E00125839,58,2.5,39.5
E00125840,59.1,1.7,39.2
E00125841,54.9,3.1,42
E00125842,70.1,3.9,26
E00125843,58,2.3,39.7
E00125844,59.9,1,39.2
E00125845,60.9,2.3,36.7
E00125846,55.5,3.3,41.2
E00125847,56.7,1.1,42.2
E00125848,54.9,0.8,44.3
E00125869,66.8,2.3,30.9
E00125896,56.8,2.4,40.8
E00125897,58.9,2.7,38.4
E00125898,44.4,1.2,54.3
E00125899,53.4,1.4,45.2
E00125900,58.5,0.9,40.6
E00125901,50.7,0.5,48.8
E00125902,65.3,0.4,34.3
E00125903,46.4,0.4,53.2
E00125904,60.6,4.7,34.7
E00125905,60.8,1.8,37.4
E00125906,57.4,4.2,38.4
E00125907,63.2,1.8,35
E00125908,58.4,1.6,40
E00125909,58,1,41
E00125910,57,1.2,41.7
E00125911,66.4,1.1,32.5
E00125912,50.7,4.4,44.9
E00125913,58.4,1.8,39.8
E00125914,64.9,2.7,32.4
E00125915,56.3,5.1,38.6
E00125916,59.7,2.2,38.1
E00125917,59.1,1.9,39.1
E00125918,61,2.6,36.3
E00125919,51.4,4,44.6
E00125920,58.5,1,40.6
E00125921,56.6,2.3,41.1
E00125922,62.5,0,37.5
E00125923,66,1.5,32.5
E00125924,48.5,2.5,49.1
E00125925,66.5,1.4,32.1
E00125926,58.8,2.7,38.5
E00125927,51.9,1.8,46.3
E00125928,43.8,3.6,52.6
E00125929,64.9,3,32.1
E00125930,54.3,2.3,43.4
E00125931,55.2,3.3,41.4
E00125932,50.4,0.4,49.2
E00125933,53.7,1,45.4
E00125934,65.8,2,32.2
E00125935,56.8,2.5,40.7
E00125937,44.6,2,53.5
E00125938,51.9,1.2,46.9
E00125941,58.2,1.2,40.6
E00125942,59,2.5,38.5
E00125943,58.7,0.4,40.9
E00125944,52.7,1.3,46
E00125945,49.8,2.9,47.3
E00125946,64.8,3.3,31.8
E00125950,60.5,1.9,37.6
E00125951,59.3,2,38.7
E00125952,67.8,2,30.2
E00125953,63.4,2.5,34.2
E00125958,61.1,6.6,32.3
E00125959,50.9,2.6,46.5
E00125960,58.9,0.4,40.7
E00125961,41.2,4.4,54.4
E00172113,51.2,3.1,45.7
E00172114,32.7,2,65.4
E00186682,58.5,1.5,40
E00186739,47.9,3.5,48.6
E00186750,73,5.3,21.7
E00186777,42,2.5,55.6
E00186779,69.3,1.5,29.2
E00186825,60.1,0,39.9
E00186837,68.9,3.1,28
