areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00099213,19.7,34.2,32,14
E00099214,20.3,24.2,40.6,14.8
E00099215,13.9,33.6,34.4,18
E00099216,17.8,27.8,39.6,14.8
E00099217,12.8,35.1,34,18.1
E00099219,7.5,37.6,40.9,14
E00149527,33.8,25.2,20.9,20.1
E00149528,36,33.7,17.4,12.8
E00149529,49.3,22.9,11.4,16.4
E00149530,23.8,30.7,23.8,21.7
E00149531,29.7,32.6,22.3,15.4
E00149532,31.6,32.1,18.7,17.6
E00149533,30.8,30.8,19.2,19.2
E00149534,32.4,26.5,25.7,15.4
E00149535,29.5,33,21.4,16.1
E00149536,36.3,29.9,10.8,22.9
E00149537,41.9,22.3,16.9,18.9
E00149538,25.5,36.6,19.3,18.6
E00149539,41,30.8,7.9,20.3
E00149540,27.4,30.8,19.2,22.6
E00149541,26.9,34.8,22.2,16.1
E00149542,29.7,34.9,16.6,18.9
E00149543,41.2,31.3,7.6,19.8
E00149544,38.4,33.6,9.6,18.5
E00149545,38.9,34.3,7.4,19.4
E00149546,32.8,36.2,10.3,20.7
E00149547,39.6,30.5,11.6,18.3
E00149549,40.9,20.9,12.7,25.5
E00149550,40.4,28.9,9.6,21.1
E00149551,47.8,23.3,11.9,17
E00149552,43.1,22.6,12.4,21.9
E00149553,44.9,28.1,10.8,16.2
E00149554,39.3,22.6,15.5,22.6
E00149555,49.5,16.5,16.5,17.5
E00149556,40.4,25,11.7,22.9
E00149557,59.1,17,11.4,12.5
E00149558,39.3,20,13.1,27.6
E00149559,47.2,23.9,8.5,20.4
E00149560,45.9,28.1,11.9,14.1
E00149561,43.6,19.2,17.9,19.2
E00149563,42.9,27.2,12.9,17
E00149565,38.7,28.6,17.6,15.1
E00149568,56.1,19.3,8.8,15.8
E00149569,45.4,25.4,10.8,18.5
E00149570,41,30.6,10.4,17.9
E00149571,39.2,26.6,22.2,12
E00149572,44.4,15.3,13.9,26.4
E00149573,45,22,9.2,23.9
E00149574,39.7,27.2,14.6,18.5
E00149575,39.8,25.4,12.7,22
E00149576,44.9,23.5,12.2,19.4
E00149577,58.1,20.9,6.1,14.9
E00149578,33.1,24.4,18.1,24.4
E00149579,48.8,21.3,8.8,21.3
E00149580,45.6,18.8,14.1,21.5
E00149581,38.4,21.2,17.2,23.2
E00149582,40.8,21.5,12.3,25.4
E00149583,41.4,24.3,10.5,23.7
E00149584,39.4,25.6,15,20
E00149585,39.6,27.4,9.4,23.6
E00149586,36.2,29.1,10.2,24.4
E00149587,43.5,24.2,17.7,14.5
E00149588,39.6,26,14.2,20.1
E00149589,41.1,22.6,17.8,18.5
E00149590,41.2,26.6,16.1,16.1
E00149591,41.6,26.4,14.4,17.6
E00149592,41.8,22.4,22.4,13.3
E00149593,34.6,24.4,17.3,23.6
E00149594,36.3,23.5,16.7,23.5
E00149595,39.7,26.7,10.3,23.3
E00149623,32.3,24.5,21.2,21.9
E00149637,34.3,26.7,16.3,22.7
E00149643,20.7,24.1,36.2,19
E00149644,21.8,35.8,24.2,18.2
E00149645,24,41.5,12.9,21.6
E00149646,27.1,34.7,22.2,16
E00149647,28.9,31.1,24.4,15.6
