areacd,sex-001,sex-002
E00099213,47.3,52.7
E00099214,50.4,49.6
E00099215,49,51
E00099216,52.7,47.3
E00099217,51.3,48.7
E00099219,53.1,46.9
E00149527,53,47
E00149528,51.7,48.3
E00149529,46.1,53.9
E00149530,47.1,52.9
E00149531,53.8,46.2
E00149532,50.1,49.9
E00149533,51.5,48.5
E00149534,51.1,48.9
E00149535,48.4,51.6
E00149536,50.3,49.7
E00149537,51.6,48.4
E00149538,50.3,49.7
E00149539,51.4,48.6
E00149540,54,46
E00149541,49.5,50.5
E00149542,47.3,52.7
E00149543,58.1,41.9
E00149544,49.8,50.2
E00149545,53.5,46.5
E00149546,58.6,41.4
E00149547,54.6,45.4
E00149549,53.9,46.1
E00149550,54.4,45.6
E00149551,49.3,50.7
E00149552,51.9,48.1
E00149553,55,45
E00149554,54,46
E00149555,57.4,42.6
E00149556,49.1,50.9
E00149557,48.3,51.7
E00149558,51.1,48.9
E00149559,48,52
E00149560,50.8,49.2
E00149561,53.6,46.4
E00149563,48,52
E00149565,51.5,48.5
E00149568,50,50
E00149569,50.1,49.9
E00149570,50.9,49.1
E00149571,51.7,48.3
E00149572,50.5,49.5
E00149573,54.1,45.9
E00149574,51.8,48.2
E00149575,52,48
E00149576,51.4,48.6
E00149577,52.3,47.8
E00149578,50.2,49.8
E00149579,47.9,52.1
E00149580,49.2,50.8
E00149581,52.1,47.9
E00149582,50,50
E00149583,50.6,49.4
E00149584,49.7,50.3
E00149585,52.4,47.6
E00149586,50.4,49.6
E00149587,49.3,50.7
E00149588,47.7,52.3
E00149589,53.4,46.6
E00149590,57.5,42.5
E00149591,49.8,50.2
E00149592,53.6,46.4
E00149593,51.6,48.4
E00149594,52.7,47.3
E00149595,50.2,49.8
E00149623,50,50
E00149637,49.7,50.3
E00149643,48.3,51.7
E00149644,51.2,48.8
E00149645,52.5,47.5
E00149646,50.5,49.5
E00149647,51.7,48.3
E00149648,50.2,49.8
E00149649,54,46
E00149650,53.4,46.6
E00149651,49.1,50.9
E00149652,52.9,47.1
E00149653,51.6,48.4
E00149654,47.3,52.7
E00149655,48.2,51.8
E00149656,48.5,51.5
E00149657,49.2,50.8
E00149658,49.7,50.3
E00149659,53.3,46.7
E00149660,50.8,49.2
E00149661,52.1,47.9
E00149662,49.3,50.7
E00149663,49.2,50.8
E00149665,53.1,46.9
E00149667,48.7,51.3
E00149668,50.9,49.1
E00149669,48.6,51.4
E00149670,48,52
E00149671,47.8,52.2
E00149672,56,44
E00149674,54,46
E00149679,51.3,48.7
E00149680,54.2,45.8
E00149694,50.7,49.3
E00149699,50,50
E00149700,49.5,50.5
E00149712,49.6,50.4
E00149713,50.6,49.4
E00149714,53.3,46.7
E00149715,49,51
E00149716,47.5,52.5
E00149719,50.1,49.9
E00149722,50.7,49.3
E00149723,47,53
E00149724,49,51
E00149725,50.6,49.4
E00149726,50,50
E00149727,46.9,53.1
E00149728,54,46
E00149729,50.3,49.7
E00149730,48.8,51.2
E00149731,51.7,48.3
E00149732,53.6,46.4
E00149733,48.8,51.2
E00149734,49.6,50.4
E00149735,54,46
E00149737,50.3,49.7
E00149738,51.8,48.2
E00149739,51.2,48.8
E00149740,50.6,49.4
E00149741,51.5,48.5
E00149742,52.2,47.8
E00149743,50.3,49.7
E00149744,49.3,50.7
E00149745,46.1,53.9
E00149746,53.5,46.5
E00149747,52,48
E00149748,50,50
E00149749,54.7,45.3
E00149750,48.3,51.7
E00149751,52.7,47.3
E00149752,49,51
E00149753,49.3,50.7
E00149754,48.3,51.7
E00149755,50.5,49.5
E00149756,48.3,51.7
E00149757,52.7,47.3
E00149758,49.7,50.3
E00149759,53,47
E00149760,53,47
E00149762,50.6,49.4
E00149763,50.3,49.7
E00149764,50.4,49.6
E00149765,50.3,49.7
E00149766,51.1,48.9
E00149788,52.8,47.2
E00149789,48.9,51.1
E00149790,52.2,47.8
E00149792,49.1,50.9
E00149793,50.9,49.1
E00149794,51.2,48.8
E00149795,51.7,48.3
E00149796,52.2,47.8
E00149797,54.6,45.4
E00149798,47.6,52.4
E00149799,44.8,55.2
E00149801,51.1,48.9
E00149802,50.4,49.6
E00149803,50,50
E00149804,52,48
E00149805,50.9,49.1
E00149806,50,50
E00149807,59.4,40.6
E00149808,56.7,43.3
E00149809,50.7,49.3
E00149810,53.2,46.8
E00149811,56.1,43.9
E00149812,53.7,46.3
E00149813,53.2,46.8
E00149814,49.6,50.4
E00149815,44.3,55.7
E00149816,49.1,50.9
E00149817,52.3,47.7
E00149818,43.2,56.8
E00149819,48.9,51.1
E00149820,54.8,45.2
E00149821,49,51
E00149822,51,49
E00149823,50.6,49.4
E00149824,53.8,46.2
E00149831,49.2,50.8
E00149832,50.4,49.6
E00149833,52.1,47.9
E00149852,49.5,50.5
E00149853,50.4,49.6
E00149854,54.2,45.8
E00149855,47.4,52.6
E00149856,50.7,49.3
E00149857,49.4,50.6
E00149858,50,50
E00149859,50.1,49.9
E00149918,50.9,49.1
E00149919,52.2,47.8
E00149920,50.6,49.4
E00149923,49.4,50.6
E00149924,51.4,48.6
E00149925,51.4,48.6
E00149945,50.7,49.3
E00149946,51,49
E00149948,50.2,49.8
E00149949,51.2,48.8
E00149950,48.8,51.2
E00149951,51,49
E00149952,63.1,36.9
E00149953,48.8,51.2
E00149954,49.7,50.3
E00149955,43.6,56.4
E00149956,47.6,52.4
E00149957,48.1,51.9
E00149958,48.9,51.1
E00149959,55,45
E00149960,48.7,51.3
E00149961,53.6,46.4
E00149962,52.6,47.4
E00149963,48.1,51.9
E00149964,49.3,50.7
E00150093,48.6,51.4
E00150094,49.1,50.9
E00150095,50,50
E00150096,52,48
E00150097,52.5,47.5
E00150098,49.3,50.7
E00150101,53.8,46.2
E00150102,49.8,50.2
E00150103,51.3,48.7
E00150104,48.7,51.3
E00150105,50.4,49.6
E00150106,50.8,49.2
E00150107,50.1,49.9
E00150108,56.7,43.3
E00150109,50,50
E00150110,52.9,47.1
E00150111,50.3,49.7
E00150112,53.7,46.3
E00150165,57.1,42.9
E00150166,49.5,50.5
E00150167,51.4,48.6
E00150168,48.1,51.9
E00150169,58.6,41.4
E00150170,51.9,48.1
E00150171,51.3,48.7
E00150172,56.2,43.8
E00150184,50.4,49.6
E00150190,46.5,53.5
E00150195,50.8,49.2
E00150196,50.4,49.6
E00150199,51.2,48.8
E00150200,49,51
E00150201,52.4,47.6
E00150202,48.3,51.7
E00150203,54.3,45.7
E00150205,49.1,50.9
E00150206,49.5,50.5
E00150207,49.8,50.2
E00150208,49.1,50.9
E00150209,48.9,51.1
E00150210,50.4,49.6
E00150211,51.1,48.9
E00150212,50.1,49.9
E00150213,49.1,50.9
E00150214,50.9,49.1
E00150215,51.8,48.2
E00150298,49.6,50.4
E00150299,52,48
E00150300,50.1,49.9
E00150301,51.7,48.3
E00150302,48.4,51.6
E00150304,50.2,49.8
E00150310,49.3,50.7
E00150311,48.7,51.3
E00150312,54.7,45.3
E00150313,56.9,43.1
E00150314,49.8,50.2
E00150315,50.7,49.3
E00150357,47.5,52.5
E00150358,51.6,48.4
E00150359,48.1,51.9
E00150360,48.2,51.8
E00150361,55.9,44.1
E00150362,51,49
E00150363,54.1,45.9
E00150387,48.2,51.8
E00150388,55.1,44.9
E00150389,53.8,46.2
E00150390,51.5,48.5
E00150391,51.2,48.8
E00150392,50.1,49.9
E00150442,51.8,48.2
E00151053,50.5,49.5
E00151054,51.1,48.9
E00151055,50.5,49.5
E00151057,49.6,50.4
E00151058,52.8,47.2
E00151060,49.2,50.8
E00151062,51.6,48.4
E00151063,50,50
E00151064,49,51
E00151095,48.5,51.5
E00151096,48.6,51.4
E00151097,51.3,48.7
E00151098,49.2,50.8
E00151102,47.6,52.4
E00151103,53.1,46.9
E00151105,57.3,42.7
E00151106,48.1,51.9
E00151107,47.9,52.1
E00151108,52.4,47.6
E00151109,50.5,49.5
E00151111,52.5,47.5
E00151112,49,51
E00151113,49.2,50.8
E00151115,56,44
E00151116,49.6,50.4
E00151121,52.5,47.5
E00151250,51.2,48.8
E00151251,51.6,48.4
E00151252,50.6,49.4
E00151253,49.3,50.7
E00151254,52.1,47.9
E00151255,53.1,46.9
E00151256,56.7,43.3
E00151257,51.6,48.4
E00151258,54.6,45.4
E00151259,48.8,51.2
E00151260,50.3,49.7
E00151262,54.3,45.7
E00151263,55.6,44.4
E00151264,48.8,51.2
E00151265,48.9,51.1
E00151266,49.3,50.7
E00151267,51.8,48.2
E00151268,50.1,49.9
E00151279,49.6,50.4
E00151281,50.7,49.3
E00151282,49.5,50.5
E00151283,51.1,48.9
E00151284,52,48
E00151294,52.9,47.1
E00151295,54.7,45.3
E00151298,53.1,46.9
E00151301,49.7,50.3
E00151302,52.6,47.4
E00151304,53.3,46.7
E00151328,50.5,49.5
E00151330,52.7,47.3
E00151332,51.7,48.3
E00151335,49.4,50.6
E00151338,54.7,45.3
E00151339,52.1,47.9
E00151381,54.9,45.1
E00151382,51.4,48.6
