areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00095939,11.5,42.7,31.3,14.5
E00095940,9.3,54.9,29.6,6.2
E00095941,16.4,51.7,25,6.9
E00095942,21.4,56.3,17,5.4
E00095943,12.4,45.3,25.5,16.8
E00095944,19.8,44,25,11.2
E00095945,31.3,46.6,17.6,4.6
E00095946,18.9,49.7,25.4,5.9
E00095947,42.1,45,10.7,2.1
E00095948,11.1,42.9,32.5,13.5
E00095949,1.6,51.2,34.6,12.6
E00095950,7.8,36.2,28.4,27.6
E00095951,19.1,48.8,22.8,9.3
E00095952,11.4,48.1,29.2,11.4
E00095953,30.8,40.8,25,3.3
E00095954,15.1,56.3,24.6,4
E00095955,5.6,43.7,39.7,11.1
E00096026,2.2,38.3,37.8,21.7
E00096028,18.1,43.1,30.2,8.6
E00096029,4.7,48.8,31.8,14.7
E00096032,15.3,42.9,26.5,15.3
E00096033,7.5,43.5,39.2,9.7
E00096034,15.2,48.6,26.7,9.5
E00096400,58.1,24.3,13.5,4.1
E00096401,27.8,44.4,16.7,11.1
E00096402,16,43.2,32.8,8
E00096403,39.3,37.5,15.2,8
E00096404,36.5,45.2,13,5.2
E00096405,50.4,38.9,9.2,1.5
E00096406,31.3,46.3,19,3.4
E00096407,55.7,36.8,5.7,1.9
E00096408,77,16.2,5.4,1.4
