areacd,disability_3a-001,disability_3a-002
E00095939,20.1,79.9
E00095940,24,76
E00095941,27.3,72.7
E00095942,25.1,74.9
E00095943,17.1,82.9
E00095944,21,79
E00095945,22.9,77.1
E00095946,23.7,76.3
E00095947,36.1,63.9
E00095948,25.7,74.3
E00095949,16.7,83.3
E00095950,19,81
E00095951,19,81
E00095952,26.1,73.9
E00095953,31.9,68.1
E00095954,30.9,69.1
E00095955,20.4,79.6
E00096026,17.9,82.1
E00096028,23.3,76.7
E00096029,18.6,81.4
E00096032,19.7,80.3
E00096033,18.8,81.2
E00096034,24.9,75.1
E00096400,16,84
E00096401,13.3,86.7
E00096402,16.3,83.7
E00096403,15.8,84.2
E00096404,11.9,88.1
E00096405,15.8,84.2
E00096406,11.7,88.3
E00096407,16.1,83.9
E00096408,12.5,87.5
