areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00006185,63.2,12.3,5.8,18.7
E00006186,54,25,1.6,19.4
E00006187,78.5,8.7,2.7,10.1
E00006188,78,8.1,1.6,12.2
E00006219,53.2,14.4,3.6,28.8
E00006224,72.5,13.8,0,13.8
E00006225,48.3,26.5,4,21.2
E00006820,81,10.3,0,8.7
E00006822,81.9,3.9,1.6,12.6
E00006823,81,7.1,1.8,10.1
E00006824,73.4,12.5,2.3,11.7
E00006827,79.6,7.3,2.9,10.2
E00006828,85.8,9.9,1.2,3.1
E00006829,75,6.5,6.5,12
E00006830,80.3,6.8,0.9,12
E00006831,82,9,1.6,7.4
E00006833,82.6,6.1,1.7,9.6
E00006834,80.1,11,1.5,7.4
E00006835,84.8,6.4,0,8.8
E00006836,78.7,12,0.9,8.3
E00006838,78,14.7,2.8,4.6
E00006839,82.5,3.5,2.8,11.2
E00006840,86.7,8.8,0.9,3.5
E00006841,83.1,8.9,1.6,6.5
E00006842,85.2,7.8,1.6,5.5
E00006843,79.4,7.8,1,11.8
E00006846,81.7,6.3,2.4,9.5
E00006851,72.4,13.8,1.1,12.6
E00006852,83.7,6.5,0.8,8.9
E00006853,84.4,8.3,2.8,4.6
E00006861,46.4,9,2.7,41.9
E00006862,68.8,10.1,2.9,18.1
E00006863,70,10,2.9,17.1
E00006864,66,4.1,3.1,26.8
E00006866,81.9,11.2,1.7,5.2
E00009227,71.7,9.9,3.3,15.1
E00009230,73.7,13.2,1.2,12
E00009233,76,9.7,3.2,11
E00009235,70.7,7.1,3,19.2
E00009236,63.8,11.7,2.1,22.3
E00009238,54.2,13.7,3.1,29
E00009240,72,14,3,11
E00009242,80.4,7.8,1,10.8
E00009247,72.7,10.8,1.4,15.1
E00009248,64.7,5.3,2.1,27.8
E00009253,66.4,7.8,3.9,21.9
E00009254,71.3,7.9,1.8,18.9
E00009255,68.2,14.6,2.6,14.6
E00009257,70.1,7.7,3.4,18.8
E00009262,75.8,7.3,3.2,13.7
E00009264,74.1,8.3,0.9,16.7
E00009265,55.1,9.2,3.1,32.7
E00009266,70,13.6,5.5,10.9
E00009267,71.3,3.2,0.6,24.8
E00009269,76.7,11.6,2.3,9.3
E00009271,70.1,8.5,6.8,14.5
E00009272,84.3,2.2,3.4,10.1
E00009273,72.1,15.4,1.5,11
E00009274,77.8,7.7,0,14.5
E00009275,71.3,12.8,2.4,13.4
E00009276,61.7,12.8,4.3,21.3
E00009277,63,9.4,4.7,22.8
E00009278,77.1,8.4,1.8,12.7
E00009279,69.6,12.8,0,17.6
E00009280,80.4,8,0,11.6
E00009281,64.8,15.6,4.9,14.8
E00009282,71.1,16.2,2.8,9.9
E00009283,81.3,7.3,3.1,8.3
E00009284,80.4,10.3,0,9.3
E00009285,76.5,8.7,0,14.8
E00009286,88.2,6.3,1.6,3.9
E00009287,78.8,10.6,1.5,9.1
E00009288,77.2,4.1,3.4,15.2
E00009289,86.7,5.3,0.9,7.1
E00009291,82,7.4,3.3,7.4
E00009292,73.9,8.7,5.1,12.3
E00009293,79.3,7.4,2.5,10.7
E00009294,77.3,9.4,0.8,12.5
E00009295,78.5,7.3,1.7,12.4
E00009296,57.7,11.7,2.5,28.2
E00009297,73,10.9,2.9,13.2
E00009298,79.9,8.7,0.7,10.7
E00009299,83.8,6.1,0,10.1
E00009300,68,12.4,4.1,15.5
E00009301,76.9,8.2,2.2,12.7
E00009302,78.3,10.4,3.5,7.8
E00009303,76.5,12.9,0,10.6
E00009304,75.3,9.2,2.3,13.2
E00009305,87.8,10.2,1,1
E00009306,65.9,11.6,3.1,19.4
E00009307,80.8,9.6,0,9.6
E00009308,67.8,11,0.8,20.3
E00009309,78.3,8.3,1.7,11.7
E00009310,81.1,9.9,4.5,4.5
E00009311,75.2,12.4,5,7.4
E00009312,73.7,15.8,3.5,7
E00009313,63.6,11.3,1.3,23.8
E00009314,74.2,13.3,5.8,6.7
E00009334,80.6,6.5,4,8.9
E00009341,82.9,6.6,6.6,3.9
E00009424,76.5,10.4,2.6,10.4
E00009429,76,19.2,1,3.8
E00009430,74.1,19,0,6.9
