areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00006185,68.6,25,6.4,0
E00006186,57.1,33.3,9.5,0
E00006187,61.7,33.6,4.7,0
E00006188,41.5,49.6,7.3,1.6
E00006219,48.2,31.2,15.6,5
E00006224,34.3,55.5,8,2.2
E00006225,54.3,36.4,6.6,2.6
E00006820,30.2,54,11.9,4
E00006822,49.2,38.3,7,5.5
E00006823,48.8,41.1,10.1,0
E00006824,45.5,47,6.1,1.5
E00006827,42.3,47.4,8.8,1.5
E00006828,23.8,61.9,10.6,3.8
E00006829,28.4,61.5,9.2,0.9
E00006830,53.4,41.4,4.3,0.9
E00006831,43.4,46.7,9.8,0
E00006833,15,64.6,20.4,0
E00006834,32.4,54.4,13.2,0
E00006835,29.4,57.1,13.5,0
E00006836,18.5,58.3,19.4,3.7
E00006838,27.8,63,8.3,0.9
E00006839,40.3,53.5,5.6,0.7
E00006840,17,58.9,21.4,2.7
E00006841,33.1,53.2,12.1,1.6
E00006842,19.5,57,20.3,3.1
E00006843,28,57,13,2
E00006846,25.8,48.4,22.6,3.2
E00006851,29.9,51.7,13.8,4.6
E00006852,44.3,38.5,13.1,4.1
E00006853,18.3,49.5,23.9,8.3
E00006861,69.5,25.9,4.1,0.5
E00006862,48.9,38.7,11.7,0.7
E00006863,47.6,43.5,7.6,1.2
E00006864,62.9,35.1,2.1,0
E00006866,24.3,58.3,15.7,1.7
E00009227,68.2,29.8,2,0
E00009230,52.1,38.9,6.6,2.4
E00009233,47.4,40.9,9.7,1.9
E00009235,68.7,26.3,5.1,0
E00009236,60.4,36.3,3.3,0
E00009238,82.4,17.6,0,0
E00009240,42.6,40.6,14.9,2
E00009242,58.1,33.3,4.8,3.8
E00009247,65,31.4,3.6,0
E00009248,68.8,26.9,3.8,0.5
E00009253,58.1,41.9,0,0
E00009254,56.7,36,5.5,1.8
E00009255,66.2,31.1,2.6,0
E00009257,47.5,35.6,15.3,1.7
E00009262,79.8,20.2,0,0
E00009264,76.9,22.2,0.9,0
E00009265,76.3,22.7,1,0
E00009266,59.6,33,6.4,0.9
E00009267,81.5,18.5,0,0
E00009269,51.6,36.7,9.4,2.3
E00009271,73.5,23.1,3.4,0
E00009272,33.7,48.8,17.4,0
E00009273,64.4,30.3,3.8,1.5
E00009274,54.8,36.5,7,1.7
E00009275,55.8,38,5.5,0.6
E00009276,64.5,31.2,2.8,1.4
E00009277,61.4,34.6,3.1,0.8
E00009278,63,30.2,6.2,0.6
E00009279,60.8,35.2,4,0
E00009280,57.5,33.6,8,0.9
E00009281,68.9,27,3.3,0.8
E00009282,63.6,30.8,3.5,2.1
E00009283,38.5,41.7,17.7,2.1
E00009284,64.9,29.9,5.2,0
E00009285,47.8,42.6,7,2.6
E00009286,38.9,51.6,7.9,1.6
E00009287,50,43.1,5.4,1.5
