geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00045326,58.2,4.5,37.3
E00045327,53.6,3.2,43.2
E00045328,51.1,3.9,45
E00045329,50.6,4.9,44.5
E00045330,50.4,3.3,46.3
E00045331,54.7,2.2,43.1
E00045332,56.7,5.2,38.1
E00045333,51.3,4.2,44.5
E00045334,63.6,3.2,33.2
E00045335,51.8,6.9,41.3
E00045336,57.7,4.1,38.2
E00045337,46.9,7.1,46
E00045338,56,4.8,39.2
E00045339,32.9,5,62.1
E00045340,50.2,7.2,42.6
E00045341,55.2,4.1,40.7
E00045342,67.3,4.2,28.5
E00045343,61.6,4.4,34.1
E00045344,41.3,10.9,47.8
E00045345,46.7,5,48.3
E00045346,56.5,7.8,35.7
E00045347,54.7,7.2,38.1
E00045348,60.4,4.4,35.2
E00045349,51.5,4.2,44.4
E00045350,61.5,4.5,34
E00045351,47.6,4.1,48.3
E00045352,58.1,4.2,37.7
E00045353,47.4,5.5,47.1
E00045354,59.8,5.2,35.1
E00045355,61.3,2.9,35.8
E00045356,52.8,3.7,43.6
E00045357,58.6,6.3,35.1
E00045358,58.2,1.6,40.1
E00045359,62.5,3.1,34.4
E00045360,66.3,1.6,32.1
E00045361,63.3,2.2,34.5
E00045362,43.3,6.7,50
E00045363,58.4,6.2,35.4
E00045364,62.8,3.6,33.6
E00045365,67.5,4,28.6
E00045366,58.8,2.2,38.9
E00045367,42.6,2.8,54.5
E00045368,71.8,1.4,26.8
E00045369,60.2,1.9,37.9
E00045370,55.5,5.1,39.3
E00045371,53.3,4.2,42.5
E00045372,61.9,1.9,36.2
E00045373,55.9,2,42.1
E00045381,48.3,4.5,47.2
E00045382,59.6,0.9,39.6
E00045383,56.4,4,39.6
E00045384,43.8,7.5,48.7
E00045385,38.9,6.7,54.3
E00045386,57.5,4.5,38
E00045387,50.7,2.9,46.4
E00045388,47.4,4.8,47.8
E00045389,25.1,13.5,61.4
E00045390,59.6,3,37.4
E00045391,51.8,3.6,44.6
E00045392,37.1,7.7,55.2
E00045393,41.9,7.6,50.5
E00045394,47.3,7.5,45.2
E00045395,56.2,3.9,39.9
E00045396,46.2,10.1,43.7
E00045397,50,6,44
E00045398,40.5,7.5,52
E00045399,49,6.2,44.8
E00045400,52.2,4.8,43
E00045401,54.5,5.5,40
E00045402,50.5,4.6,44.8
E00045403,53.6,3.8,42.7
E00045404,15.9,8.4,75.7
E00045405,46.2,6.5,47.3
E00045406,51.1,3.2,45.8
E00045407,54.6,3.1,42.4
E00045408,46.9,8.2,44.9
E00045409,56.1,2.5,41.4
E00045410,54,5.4,40.6
E00045411,55.5,3,41.4
E00045412,48.1,9.5,42.4
E00045416,54.8,3.2,42.1
E00045420,65.7,7,27.3
E00045422,77.8,4.6,17.6
E00045427,63.1,3.4,33.6
E00045428,57.5,6.3,36.2
E00045429,69.7,4.8,25.5
E00045431,64.7,3.9,31.4
E00045434,50.5,8.3,41.1
E00045439,67.5,4.9,27.6
E00045441,60.6,1.6,37.8
E00045443,65.4,1.8,32.7
E00045445,66.7,4.8,28.6
E00045448,46.2,10.1,43.7
E00045464,63.8,5,31.2
E00045471,58.6,3.4,37.9
E00045473,65.6,4.3,30.1
E00045475,69.9,3.5,26.6
E00045478,75,1.7,23.3
E00045480,65.3,2.7,32
E00045481,73.6,3.3,23
E00045483,60.8,5.7,33.6
E00045484,59.2,2.6,38.2
E00045486,63.3,2.5,34.2
E00045488,67.7,5.8,26.5
E00045491,57.3,5.8,36.9
E00045492,74.6,6,19.4
E00045493,63,2.6,34.4
E00045494,65.8,1.5,32.7
E00045496,46.1,5.3,48.6
E00045498,62.5,2.9,34.6
E00045499,56.4,2.1,41.5
E00045500,64,2.9,33.1
E00045501,54.5,5.9,39.5
E00045502,39.9,5.2,54.9
E00045503,46.4,4.3,49.3
E00045504,45.6,3.2,51.2
E00045505,42.7,12.3,45
E00045506,50.6,1.5,47.9
E00045507,44,5.4,50.6
E00045508,56.7,3,40.3
E00045509,18.6,12.7,68.6
E00045510,45.8,9,45.1
E00045511,42.5,5.8,51.7
E00045512,39.6,10.2,50.3
E00045513,28.3,15.9,55.9
E00045514,37.1,10.5,52.4
E00045515,35.9,5.6,58.5
E00045516,41.1,8.9,50
E00045517,40.6,4,55.4
E00045518,44.3,5.3,50.4
E00045519,42.4,15.7,41.9
E00045522,53.6,4.3,42.1
E00045523,53.3,3,43.7
E00045524,55.2,1.2,43.6
E00045525,56.6,2,41.4
E00045526,47.7,4.1,48.2
E00045527,50.4,5,44.6
E00045528,51.1,13,35.9
E00045529,48.5,0.4,51
E00045530,49.8,8,42.3
E00045531,56,2.4,41.5
