geography_code,in_full_time_education-001,in_full_time_education-002
E00045326,24.7,75.3
E00045327,18.5,81.5
E00045328,19.9,80.1
E00045329,27.2,72.8
E00045330,26.8,73.2
E00045331,19.3,80.7
E00045332,21.2,78.8
E00045333,18.8,81.2
E00045334,15.2,84.8
E00045335,27,73
E00045336,23.6,76.4
E00045337,29.8,70.2
E00045338,26.1,73.9
E00045339,29.4,70.6
E00045340,23.1,76.9
E00045341,25,75
E00045342,20.2,79.8
E00045343,20.2,79.8
E00045344,38,62
E00045345,24.4,75.6
E00045346,23.9,76.1
E00045347,18.2,81.8
E00045348,28.3,71.7
E00045349,17.6,82.4
E00045350,24.2,75.8
E00045351,16.3,83.7
E00045352,25.9,74.1
E00045353,20.1,79.9
E00045354,17.1,82.9
E00045355,26,74
E00045356,21.1,78.9
E00045357,24.6,75.4
E00045358,21.6,78.4
E00045359,20.5,79.5
E00045360,17.3,82.7
E00045361,10.8,89.2
E00045362,21.9,78.1
E00045363,21.2,78.8
E00045364,22.8,77.2
E00045365,20.9,79.1
E00045366,17.1,82.9
E00045367,13.8,86.2
E00045368,11.5,88.5
E00045369,14,86
E00045370,15.9,84.1
E00045371,17.1,82.9
E00045372,14.7,85.3
E00045373,17.2,82.8
E00045381,24.9,75.1
E00045382,20.7,79.3
E00045383,25.7,74.3
E00045384,32.6,67.4
E00045385,21.2,78.8
E00045386,19.2,80.8
E00045387,14.8,85.2
E00045388,34.8,65.2
E00045389,18.6,81.4
E00045390,24.4,75.6
E00045391,20.7,79.3
E00045392,23.3,76.7
E00045393,22.8,77.2
E00045394,25.8,74.2
E00045395,28.3,71.7
E00045396,35.3,64.7
E00045397,32.2,67.8
E00045398,27.3,72.7
E00045399,29.4,70.6
E00045400,33.3,66.7
E00045401,34.4,65.6
E00045402,27.3,72.7
E00045403,26.7,73.3
E00045404,8,92
E00045405,26.2,73.8
E00045406,23.5,76.5
E00045407,20.7,79.3
E00045408,30,70
E00045409,28.4,71.6
E00045410,29.3,70.7
E00045411,20.5,79.5
E00045412,29.3,70.7
E00045416,15.2,84.8
E00045420,17.2,82.8
E00045422,22.6,77.4
E00045427,23.8,76.2
E00045428,23.1,76.9
E00045429,16.3,83.7
E00045431,26.4,73.6
E00045434,26,74
E00045439,11.6,88.4
E00045441,16.7,83.3
E00045443,14.6,85.4
E00045445,20.4,79.6
E00045448,10.2,89.8
E00045464,10.2,89.8
E00045471,20.3,79.7
E00045473,19.2,80.8
E00045475,12.6,87.4
E00045478,14,86
E00045480,13.2,86.8
E00045481,15.7,84.3
E00045483,18.8,81.2
E00045484,11.7,88.3
E00045486,18.5,81.5
E00045488,18.3,81.7
E00045491,31.6,68.4
E00045492,12.4,87.6
E00045493,24.5,75.5
E00045494,26.6,73.4
E00045496,29.1,70.9
E00045498,22.7,77.3
E00045499,19.7,80.3
E00045500,25.3,74.7
E00045501,19.2,80.8
E00045502,32,68
E00045503,26.7,73.3
E00045504,14.2,85.8
E00045505,33.2,66.8
E00045506,17.8,82.2
E00045507,23.7,76.3
E00045508,17.5,82.5
E00045509,17.8,82.2
E00045510,37.4,62.6
E00045511,21.5,78.5
E00045512,23.3,76.7
E00045513,32,68
E00045514,21.9,78.1
E00045515,19,81
E00045516,29.5,70.5
E00045517,27.9,72.1
E00045518,37,63
E00045519,31.5,68.5
E00045522,18.2,81.8
E00045523,26.1,73.9
E00045524,16.3,83.7
E00045525,21.9,78.1
E00045526,25.5,74.5
E00045527,31.1,68.9
E00045528,27.2,72.8
E00045529,22,78
E00045530,16.3,83.7
E00045531,21.3,78.7
E00045532,21.5,78.5
E00045533,32.4,67.6
E00045534,28.4,71.6
E00045535,10.8,89.2
E00045536,21.2,78.8
E00045537,24.3,75.7
E00045538,28.5,71.5
E00045539,20.2,79.8
E00045540,14.6,85.4
E00045541,20.9,79.1
E00045542,15.5,84.5
E00045543,27.2,72.8
E00045544,20.8,79.2
E00045545,27.5,72.5
E00045546,17.9,82.1
E00045547,16,84
E00045548,15.5,84.5
E00045549,13.8,86.2
E00045550,24.8,75.2
E00045551,18.5,81.5
E00045552,22.2,77.8
E00045553,25.1,74.9
E00045554,24.1,75.9
E00045555,21.9,78.1
E00045556,17.5,82.5
E00045557,28.7,71.3
E00045558,16.7,83.3
E00045559,29.2,70.8
E00045560,14.9,85.1
E00045561,24,76
E00045562,20.9,79.1
E00045563,13.7,86.3
E00045564,21.6,78.4
E00045566,19.1,80.9
E00045568,14.6,85.4
E00045569,17.6,82.4
E00045570,17.1,82.9
E00045571,13.9,86.1
E00045572,19.1,80.9
E00045573,20.9,79.1
E00045574,17.6,82.4
E00045575,18.9,81.1
E00045576,17.6,82.4
E00045577,13.8,86.2
E00045578,6,94
E00045579,32.3,67.7
E00045580,24.4,75.6
E00045581,23.4,76.6
E00045582,14.4,85.6
E00045823,7.4,92.6
E00045826,28.5,71.5
E00045828,27.6,72.4
E00045832,24.5,75.5
E00045834,17.9,82.1
E00045836,26.4,73.6
E00045838,29.5,70.5
E00045839,25.5,74.5
E00045840,21.9,78.1
E00045869,25.9,74.1
E00045878,26,74
E00045881,26.3,73.7
E00045885,19.1,80.9
E00045890,24.9,75.1
E00045891,18.6,81.4
E00045894,19.8,80.2
E00045896,21.6,78.4
E00045899,25.6,74.4
E00046202,31.9,68.1
E00046203,20.2,79.8
E00046206,21.9,78.1
E00046212,27.3,72.7
E00046217,25.3,74.7
E00046220,28.4,71.6
E00046223,15.5,84.5
E00046227,21.3,78.7
E00046228,14.6,85.4
E00046230,16.5,83.5
E00046232,20.1,79.9
E00046235,21.6,78.4
E00046238,17.4,82.6
E00046240,11.2,88.8
E00046244,20.1,79.9
E00046245,17.3,82.7
E00046246,37,63
E00046248,40.9,59.1
E00046249,12.3,87.7
E00046250,35,65
E00046251,36,64
E00046253,26.9,73.1
E00046254,26.9,73.1
E00046255,9.6,90.4
E00046256,32.8,67.2
E00046257,25.8,74.2
E00046550,17.5,82.5
E00051506,19.4,80.6
E00051644,14.8,85.2
E00051646,11.4,88.6
E00051648,19.7,80.3
E00051651,22.2,77.8
E00051652,13.9,86.1
E00051653,13.7,86.3
E00051655,14.3,85.7
E00051656,17.1,82.9
E00051657,12.9,87.1
E00051670,16.1,83.9
E00051672,16.5,83.5
E00051673,15.2,84.8
E00051676,16.9,83.1
E00051677,14.4,85.6
E00051678,12,88
E00051679,13.2,86.8
E00051681,14.8,85.2
E00163902,17.3,82.7
E00163903,19.2,80.8
E00163904,12.5,87.5
E00163905,17.6,82.4
E00163906,22,78
E00163907,19.4,80.6
E00163908,16.3,83.7
E00163909,17.7,82.3
E00163910,15.9,84.1
E00163911,12.9,87.1
E00163912,16.5,83.5
E00163913,13.5,86.5
E00163914,19,81
E00163915,15.4,84.6
E00163916,27.3,72.7
E00163917,9.6,90.4
E00163918,7.9,92.1
E00163960,14.8,85.2
E00163961,14.9,85.1
E00163962,13.2,86.8
E00163963,18.8,81.3
E00163964,15.2,84.8
E00163965,17.6,82.4
E00163966,19,81
E00163967,18.3,81.7
E00163968,16.6,83.4
E00163969,20.4,79.6
E00163970,17.6,82.4
E00163971,11.6,88.4
E00163972,21,79
E00163973,15,85
E00164120,13.8,86.2
E00164125,19.1,80.9
E00164126,17.9,82.1
E00175680,24.6,75.4
E00175690,16.2,83.8
E00175691,15.9,84.1
E00175692,22.3,77.7
E00175693,25.1,74.9
E00175694,28.8,71.2
E00175695,27.2,72.8
E00175696,16.8,83.2
E00175803,22.8,77.2
E00181357,23,77
E00181367,23.8,76.2
E00185060,15.9,84.1
E00185064,22.1,77.9
E00185124,25.9,74.1
E00185126,21.4,78.6
