geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00070652,21.6,20.7,43.2,14.4
E00070653,12.5,31.3,40.6,15.6
E00070657,29.6,23.7,25.7,21.1
E00070658,29.8,23.1,33.7,13.5
E00070659,16.9,29.7,37.3,16.1
E00070660,16.9,25,37.9,20.2
E00071184,31.8,19.9,24.5,23.8
E00071185,17.9,25.6,34.3,22.2
E00071186,16.3,30.4,37,16.3
E00071191,19,27.9,36.3,16.8
E00071194,11.9,36.5,39.7,11.9
E00146896,14.6,33.1,27.7,24.6
E00146899,11.1,32.1,35.9,20.9
E00146978,9.1,38.2,40.9,11.8
E00146979,10.8,28.7,43.9,16.6
E00147649,23.5,30.1,29.4,17
E00147650,14.2,31.3,35.1,19.4
E00147651,19.6,24.2,36.6,19.6
E00147652,15.3,23.9,48.8,12
E00147653,5.2,38.5,35.4,20.8
E00147658,6,34.3,47.8,11.9
E00147659,19.1,25.5,34.8,20.6
E00147660,37.4,26.8,13.8,22
E00147661,30.3,34.1,21.6,14.1
E00147662,44,26.7,6,23.3
E00147663,16.2,22.1,49.3,12.5
E00147664,28.8,19.2,35.2,16.8
E00147665,21.7,25.2,42,11.2
E00147666,17.3,26.4,40.9,15.4
E00147686,23.8,23,32,21.3
E00147689,29.8,21.3,18.1,30.9
E00147690,19.8,28.1,33.9,18.2
E00147691,10.5,17.9,53.7,17.9
E00147692,12.6,26.9,37,23.5
E00147693,14.1,34.3,39,12.7
E00147694,17.2,19.4,44.1,19.4
E00147695,17.2,47.3,20.5,15.1
E00147697,19.8,33.5,24.6,22.2
E00147698,29.1,37.9,9.7,23.3
E00147699,19.5,36.4,25.3,18.8
E00147700,21.5,36,23.8,18.7
E00147701,16.4,39.8,29.4,14.4
E00147703,8.8,30.4,50,10.8
E00147713,30.4,21.7,37,10.9
E00147714,23.4,25.9,35.4,15.2
E00147715,24.6,19.9,38.6,17
E00147720,40,27.1,12.9,20
E00147721,41.7,32.4,9.3,16.7
E00147722,38,41.3,5.8,14.9
E00147723,43.9,26.8,7.3,22
E00147724,40.3,26.6,7.2,25.9
E00147725,42.5,26.2,19.3,12
E00147726,38,38,8.5,15.5
E00147727,41.7,27,17.4,13.9
E00147728,31.6,24.2,29.5,14.7
E00147729,38.5,22.1,25.4,13.9
E00147730,20.3,18.8,48.4,12.5
E00147731,22.5,36.6,29.6,11.3
E00147732,31.1,23.5,27.3,18.2
E00147733,14.8,50,27.8,7.4
E00147734,16.5,24.2,42.9,16.5
E00147735,22.7,24.8,42.6,9.9
E00147736,40,31.3,12.5,16.3
E00147737,29.7,32.8,28.1,9.4
E00147738,37.4,35.5,17.8,9.3
E00147739,25.2,32.4,28.8,13.5
E00147740,43.8,28.6,17.9,9.8
E00147741,44.5,26.8,12.2,16.5
E00147742,39,25.5,13.5,22
E00147743,36.5,24.6,14.4,24.6
E00147744,41,26.7,8.1,24.2
E00147745,38.2,27,15.7,19.1
E00147747,40.6,25,14.7,19.7
E00147748,32.1,27.5,15.6,24.8
E00147749,35.5,18,26.1,20.4
E00147750,33.9,25.6,19,21.5
E00147751,38.8,24.6,20.9,15.7
E00147752,41,27,14,18
E00147753,41.5,26.1,9.2,23.2
E00147754,35.4,26.5,19.5,18.6
E00147763,27.9,23.1,36.1,12.9
E00147764,5.5,38.2,46.4,10
E00147765,9.2,30.3,46.1,14.5
E00147766,18.4,30.1,38,13.5
E00147767,12.4,30.3,40,17.2
E00164205,10.3,34.2,40.2,15.4
E00164206,13.2,38.4,26.5,21.9
E00164208,10.7,30.6,45.1,13.6
E00164309,7.9,32.5,41.2,18.4
E00164310,7.7,30.8,44.9,16.7
E00164316,10.7,33.9,42.9,12.5
E00164317,9.3,28,42.1,20.6
E00164319,18.7,23.1,47.8,10.4
E00164320,44.2,23.1,13.5,19.2
E00164321,28.6,34.4,20.8,16.2
E00164322,8,34.4,40.8,16.8
E00164323,32,33,18,17
E00164324,38.2,29.1,14.5,18.2
E00164325,43,28,11,18
E00164326,28.4,27.2,26.6,17.8
E00164327,32.2,34.5,16.1,17.2
E00164328,33.3,27.2,13.6,25.9
E00164329,43.6,29.5,7.7,19.2
E00174582,15.9,28,41.5,14.6
E00174583,41.6,16.8,10.6,31
E00174584,26.7,26.7,29.1,17.4
E00174586,21.9,33.8,17.9,26.5
E00187161,18,40.4,27.3,14.3
E00187327,18.3,51.7,15,15
