geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00070652,67,33
E00070653,58.4,41.6
E00070657,56,44
E00070658,65.2,34.8
E00070659,59.1,40.9
E00070660,64.9,35.1
E00071184,58.2,41.8
E00071185,61.5,38.5
E00071186,50.7,49.3
E00071191,58.6,41.4
E00071194,54.7,45.3
E00146896,47.6,52.4
E00146899,55.6,44.4
E00146978,61.2,38.8
E00146979,55.9,44.1
E00147649,57.1,42.9
E00147650,65.8,34.2
E00147651,53,47
E00147652,61.1,38.9
E00147653,44.5,55.5
E00147658,61.4,38.6
E00147659,61.3,38.7
E00147660,52.8,47.2
E00147661,56.3,43.7
E00147662,45.2,54.8
E00147663,60.1,39.9
E00147664,59.6,40.4
E00147665,63.5,36.5
E00147666,58.6,41.4
E00147686,58.1,41.9
E00147689,42,58
E00147690,53.1,46.9
E00147691,63.2,36.8
E00147692,65.9,34.1
E00147693,58.2,41.8
E00147694,61.7,38.3
E00147695,45.4,54.6
E00147697,56.7,43.3
E00147698,37.1,62.9
E00147699,55.8,44.2
E00147700,41.1,58.9
E00147701,54.4,45.6
E00147703,66.8,33.2
E00147713,56.3,43.7
E00147714,57.4,42.6
E00147715,54.5,45.5
E00147720,38.8,61.2
E00147721,47.6,52.4
E00147722,25.3,74.7
E00147723,37.5,62.5
E00147724,32.6,67.4
E00147725,55.8,44.2
E00147726,39.4,60.6
E00147727,54.8,45.2
E00147728,52.6,47.4
E00147729,49.4,50.6
E00147730,51.9,48.1
E00147731,45.7,54.3
E00147732,43.7,56.3
E00147733,48.1,51.9
E00147734,46.6,53.4
E00147735,38.6,61.4
E00147736,21.1,78.9
E00147737,45.5,54.5
E00147738,58,42
E00147739,61.1,38.9
E00147740,60.6,39.4
E00147741,37,63
E00147742,61.4,38.6
E00147743,38.5,61.5
E00147744,33.7,66.3
E00147745,35,65
E00147747,41.6,58.4
E00147748,49.4,50.6
E00147749,49.2,50.8
E00147750,46.5,53.5
E00147751,49.6,50.4
E00147752,57,43
E00147753,33.5,66.5
E00147754,44.7,55.3
E00147763,54.2,45.8
E00147764,62.1,37.9
E00147765,63.6,36.4
E00147766,57.7,42.3
E00147767,61.5,38.5
E00164205,61.6,38.4
E00164206,58,42
E00164208,59.1,40.9
E00164309,57.3,42.7
E00164310,58.8,41.2
E00164316,56.9,43.1
E00164317,63.8,36.2
E00164319,63.7,36.3
E00164320,44.7,55.3
E00164321,62.2,37.8
E00164322,52.8,47.2
E00164323,27.7,72.3
E00164324,40.6,59.4
E00164325,42.4,57.6
E00164326,54.3,45.7
E00164327,54.2,45.8
E00164328,36.3,63.7
E00164329,40.3,59.7
E00174582,54.6,45.4
E00174583,40.1,59.9
E00174584,53.6,46.4
E00174586,60.4,39.6
E00187161,61.5,38.5
E00187327,48.6,51.4
