geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00024188,23.8,22.3,48.5,5.4
E00024190,26.3,39.5,19.7,14.5
E00024191,38.2,26.4,23.6,11.8
E00024192,32.3,26.2,29.4,12.1
E00024193,27.9,24.8,32.1,15.2
E00024194,27.8,25.7,28.5,18.1
E00024195,30.2,15.9,29.4,24.6
E00024196,28.9,26.6,32,12.5
E00024197,36.9,19.9,22,21.3
E00024198,34.6,20.8,27.7,16.9
E00024200,34.8,24.5,23.2,17.4
E00024201,27.5,31.5,27.5,13.4
E00024202,22.5,29.4,29.4,18.8
E00024203,31.7,28.8,29.5,10.1
E00024204,36.6,24.1,22.3,17
E00024205,28.9,24.6,24.6,21.8
E00024206,36.3,21.6,21.6,20.6
E00024207,48,21.1,17.1,13.7
E00024208,35.7,23.8,28.2,12.3
E00024210,48.7,15.8,21.7,13.8
E00024211,40,17.9,26.2,15.9
E00024212,37.4,25.9,26.5,10.2
E00024213,40.8,23.3,16.5,19.4
E00024215,42.5,19.8,18.6,19.2
E00024216,45.6,15.6,18.9,20
E00024217,45.8,14.2,17.4,22.6
E00024218,47.5,20.6,17.7,14.2
E00024219,31.8,21.1,36.7,10.4
E00024220,52.6,13.7,23.2,10.5
E00024221,38.8,19,20.7,21.6
E00024222,38.5,23.1,32.5,6
E00024223,43.5,21.1,23.6,11.8
E00024224,42.5,18,22.8,16.8
E00024225,37.5,17.4,32.6,12.5
E00024226,34.6,26.2,23.8,15.4
E00024227,41.5,13.6,26.5,18.4
E00024228,29.6,20.8,30.2,19.5
E00024229,47.4,12.3,19.3,21.1
E00024452,46.4,9.3,22.1,22.1
E00024465,46.8,15.8,24.5,12.9
E00024469,40.3,16.4,18.9,24.5
E00024475,47.8,15.6,23.7,12.9
E00024478,43.2,17.4,25.2,14.2
E00024479,35.8,18.9,23.6,21.7
E00024481,27,23,43.8,6.2
E00024482,32.7,15.7,45.1,6.5
E00024483,38.8,16.4,41.8,3
E00024484,53.6,15,13.7,17.6
E00024485,50,20.4,13,16.7
E00024488,35.7,17,37.5,9.8
E00024489,30.6,25.8,38.7,4.8
E00024490,34.7,21.1,35.8,8.4
E00024491,29.7,24.5,40.6,5.2
E00024492,37.5,15.6,26,20.8
E00024493,50.7,12.1,21.4,15.7
E00024494,45.4,21.6,22.7,10.3
E00024495,36.6,20.3,26,17.1
E00024496,42.9,16.5,26.4,14.3
E00024497,38.1,15.9,37.2,8.8
E00024498,30.4,15.8,34.5,19.3
E00024499,44.2,16.3,16.3,23.1
E00024500,34.8,28.4,25.5,11.3
E00024501,35.7,12.2,35.7,16.3
E00024502,47.5,12.1,16.3,24.1
E00024503,40.1,18.3,32,9.6
E00024505,47.5,23,15.7,13.7
E00024506,59.2,20.4,6.6,13.8
E00024507,34.4,16,38.7,11
E00024508,46.3,16.7,21.3,15.7
E00024509,62.2,14.9,9.5,13.5
E00024510,30.6,16.6,40.8,12.1
E00024511,42.9,17,16.1,24.1
E00024512,38,13,21,28
E00024513,45,13.3,19.2,22.5
E00024514,50.5,17.2,12.9,19.4
E00024515,43.9,19.5,22,14.6
E00024516,43.2,20.8,14.4,21.6
E00024517,40.8,23.1,18.5,17.7
E00024518,26.9,25.6,41.9,5.6
E00024519,42.6,18.2,24.3,14.9
E00024520,43.5,14.1,21.8,20.6
E00024521,39.6,18.9,35.1,6.3
E00024522,45.4,19.1,21.3,14.2
E00024523,31.9,13.8,44.9,9.4
E00024524,30.7,16.7,43,9.6
E00024525,42.2,15.5,34.5,7.8
E00024526,45.5,21.2,26.3,7.1
E00024527,27.5,20.4,45.5,6.6
E00024528,26.6,22.1,42.2,9.1
E00024529,35.9,18.3,40.5,5.2
E00024530,35.9,19.9,36.5,7.7
E00024531,29.7,23,38.2,9.1
E00024532,26.2,16.7,48.4,8.7
E00024533,32.2,21.2,39,7.5
E00024536,27.2,18.4,49,5.4
E00024705,23.3,22.2,34.4,20
E00024706,42.2,17.5,28.6,11.7
E00024708,32.7,18.2,36.4,12.7
E00024709,30,22.1,30.7,17.1
E00024710,33.7,20.4,31.6,14.3
E00024711,41.8,15.2,29.7,13.3
E00024712,50.4,14.9,19.1,15.6
E00024713,51.4,10,21.4,17.1
E00024714,50.3,15.2,18.6,15.9
E00024715,42.1,18.6,25,14.3
E00024716,41.5,17.1,28,13.4
E00024717,55.8,11.5,15.4,17.3
E00024718,33.3,15.6,38.5,12.6
E00024719,53.1,10.4,27.1,9.4
E00024720,38.7,20.2,26.9,14.3
E00024721,38.1,21.9,34.3,5.7
E00024722,38.4,19.2,34.9,7.5
E00024723,24.4,25.2,40.3,10.1
E00024724,27.6,16,40.3,16
E00024725,33.8,15.4,36.2,14.6
E00024726,32.7,27.4,31.5,8.3
E00024727,40,20,24,16
E00024728,46.5,23.3,11.6,18.6
E00024729,47.4,20.8,17.3,14.5
E00024730,53.5,14.9,12.3,19.3
E00024731,43.7,15.6,20.7,20
E00024732,38.3,18.8,20.8,22.1
E00024733,34.6,19,32.7,13.7
E00024734,48,20.8,22.4,8.8
E00024735,38.7,20.7,26.1,14.4
E00024736,33.1,21,29,16.9
E00024737,31.6,13.2,42.1,13.2
E00024738,37.3,25.4,21.8,15.5
E00024739,32.5,27.8,24.6,15.1
E00024740,38.2,22.9,27.5,11.5
E00024741,29,18,39.2,13.8
E00024742,35.5,12.5,28.9,23
E00024743,55.1,6.1,20.4,18.4
E00024744,38.9,21.5,23.6,16
E00024745,30.2,24.3,34.9,10.7
E00024746,35,20.7,35,9.3
E00024747,40,16.7,33.3,10
E00024748,52.9,16.9,13.2,16.9
E00024749,36,16.9,36,11.2
E00024750,34.1,13.4,36.6,15.9
E00024751,32,18,34.9,15.1
E00024752,35.8,20.1,31.3,12.7
E00024753,42.3,16.8,22.6,18.2
E00024754,45.9,24.7,22.4,7.1
E00024755,35.9,24.4,25,14.7
E00024756,27.3,20.3,42.4,9.9
E00024757,36.3,15.8,38.6,9.4
E00024758,42.6,16.8,20.8,19.8
E00024759,35.9,23.5,26.7,13.8
E00024761,27.9,16.4,42.6,13.1
E00024762,38.5,17,24.4,20
E00024763,29.5,26.2,31.1,13.1
E00024764,33.3,15.6,29.2,21.9
E00024765,34.5,19.5,29,17
E00024766,32.6,20.3,33.7,13.4
E00024767,35.7,20.2,32.1,11.9
E00024768,31.6,18.7,32.5,17.2
E00024769,34.5,15.1,34.5,16
E00024770,29.8,15.5,34.5,20.2
E00024771,30,21.8,31.8,16.4
E00024774,42.5,19.2,25.8,12.5
E00024775,41.3,21,28.7,9.1
E00024776,38.8,18.6,31.8,10.9
E00024777,34.8,15.8,36.7,12.7
E00024778,29.7,18.1,30.4,21.7
E00024779,33.1,28.1,26.4,12.4
E00024780,40.9,16.5,29.1,13.4
E00024781,49.4,16.9,14.9,18.8
E00024782,37.6,19.1,30.5,12.8
E00024783,32.9,25.5,31.9,9.7
E00024784,37.8,17.3,30.8,14.1
E00024785,35.6,23.3,25.4,15.7
E00024786,37.7,34.4,16.4,11.5
E00024787,34.3,17.8,34.3,13.5
E00024788,27.2,14.7,39.7,18.4
E00024789,41.1,23.2,23.2,12.6
E00024790,48.9,14.6,16.8,19.7
E00024791,34.6,21.8,27.1,16.5
E00024792,39.6,12.3,21.7,26.4
E00024793,39.6,16.5,32.4,11.5
E00024794,29.1,15.4,39.6,15.9
E00024796,37.1,24.5,24.5,13.9
E00024797,33,17.8,36.8,12.4
E00024798,39.2,22.5,26.5,11.8
E00024799,40,18.3,28.3,13.3
E00024800,48.4,15.9,22.2,13.5
E00024801,36.3,21.6,28.7,13.5
E00024802,37.1,18.9,28.7,15.4
E00024803,48.5,11.8,25,14.7
E00024804,33.5,20.5,28.6,17.4
E00024805,30.5,16.9,23.5,29.1
E00024806,41.8,18,23,17.2
E00024807,41.7,25,19.4,13.9
E00024808,41.9,15.5,27.7,14.8
E00024809,43.1,15.7,23,18.1
E00024810,42.4,16,29.2,12.5
E00024895,44.8,17.9,29.9,7.5
E00024902,28.2,17.5,43.2,11.1
E00024907,37.5,18.4,34.6,9.6
E00024910,47.3,13.7,21.4,17.6
E00024913,31.7,21.8,35.9,10.6
E00024915,45.8,15,21.7,17.5
E00024917,48.6,11.1,23.6,16.7
E00024920,37.9,20.5,23.5,18.2
E00024921,45.5,15.4,18.9,20.3
E00024922,37.9,15.7,31.4,15
E00024923,30.3,17.4,40.9,11.4
E00024924,41.7,15.3,27.1,16
E00024927,41.8,11.6,31.5,15.1
E00024969,42.8,13.2,22,22
E00024970,35.9,22,22.7,19.3
E00024980,45.2,14.8,23,17
E00024981,39.2,19.3,26.5,15.1
E00024982,40.2,20.7,25,14
E00024983,38.6,15,26.8,19.7
E00024984,38.2,18.1,28.1,15.6
E00024986,44,10.7,33.3,12
E00024987,45.5,14.4,26.3,13.8
E00024988,40,19.4,25,15.6
E00024989,54.9,13.3,11.5,20.4
E00024990,45.1,15.7,29.4,9.8
E00024991,38.8,13.8,24.1,23.3
E00024992,41.7,15.2,25.2,17.9
E00024993,37.6,19.5,24.1,18.8
E00024994,51.2,12.8,22.1,14
E00024995,46,21.9,16.8,15.3
E00031572,25.9,20.6,44.1,9.4
E00031573,41.4,16.4,17.2,25
