geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00131967,98.6,1.4
E00131968,93.8,6.2
E00131969,94,6
E00131970,96,4
E00131971,95.4,4.6
E00131972,91.9,8.1
E00131973,96.2,3.8
E00131975,95.8,4.2
E00131976,94.9,5.1
E00131977,92.3,7.7
E00131978,95.2,4.8
E00131993,96.7,3.3
E00131996,91.4,8.6
E00131997,81.9,18.1
E00131998,90.7,9.3
E00131999,90.4,9.6
E00132000,81.8,18.2
E00132001,67.1,32.9
E00132003,65.5,34.5
E00132004,87.3,12.7
E00132007,86.2,13.8
E00132008,88.4,11.6
E00132050,94.3,5.7
E00132051,92.6,7.4
E00132052,89.3,10.7
E00132053,87.2,12.8
E00132054,95.3,4.7
E00132055,91.4,8.6
E00132056,95,5
E00132057,86,14
E00132058,95.5,4.5
E00132059,87.8,12.2
E00132060,95.5,4.5
E00132154,94.6,5.4
E00132155,96.3,3.7
E00132156,94.4,5.6
E00132157,98.1,1.9
E00132158,98.5,1.5
E00132159,87,13
E00132160,98,2
E00132161,96.2,3.8
E00132162,97.4,2.6
E00132163,96.6,3.4
E00132164,96.9,3.1
E00132165,98.7,1.3
E00132166,97.6,2.4
E00132167,96.9,3.1
E00132168,95,5
E00132176,96.6,3.4
E00132177,99.2,0.8
E00132178,98.4,1.6
E00132179,94.5,5.5
E00132180,96.4,3.6
E00132181,97.8,2.2
E00132182,97.4,2.6
E00132183,97.7,2.3
E00132184,97.9,2.1
E00132185,98.1,1.9
E00132186,98.8,1.2
E00132187,96.9,3.1
E00132188,97.3,2.7
E00132189,98.1,1.9
E00132190,98.7,1.3
E00132191,97,3
E00132192,97.7,2.3
E00132193,97.8,2.2
E00132194,95.5,4.5
E00132195,98.9,1.1
E00132196,98.3,1.7
E00132197,94.3,5.7
E00132198,96.8,3.2
E00132199,96.2,3.8
E00132200,97.7,2.3
E00132219,96.3,3.7
E00132220,95.7,4.3
E00132221,99.3,0.7
E00132222,96.8,3.2
E00132223,98.4,1.6
E00132224,98.3,1.7
E00132225,96.5,3.5
E00132226,97.4,2.6
E00132227,98.1,1.9
E00132242,97.1,2.9
E00132243,93.3,6.7
E00132245,97.7,2.3
E00132246,97.8,2.2
E00132247,95.8,4.2
E00132248,95.6,4.4
E00132284,94.3,5.7
E00132285,94.4,5.6
E00132286,94.9,5.1
E00132287,96.8,3.2
E00132289,96.5,3.5
E00132290,93.3,6.7
E00132292,95.9,4.1
E00132293,98.4,1.6
E00132294,97.3,2.7
E00132295,96.4,3.6
E00132296,97.9,2.1
E00132297,94.2,5.8
E00132298,99.2,0.8
E00132299,98,2
E00132300,92.7,7.3
E00132301,97,3
E00132302,79.2,20.8
E00132303,94,6
E00132401,97.8,2.2
E00132402,98.5,1.5
E00132404,96.7,3.3
E00132405,99.6,0.4
E00132408,94.2,5.8
E00132409,94.2,5.8
E00132410,95.3,4.7
E00132411,97.8,2.2
E00132412,96.7,3.3
E00132413,95.3,4.7
E00132414,97.3,2.7
E00132415,94.1,5.9
E00132416,91.7,8.3
E00132417,95.6,4.4
E00132418,96.6,3.4
E00132420,96.5,3.5
E00132453,86.2,13.8
E00132454,82.6,17.4
E00132455,94.5,5.5
E00132456,85.7,14.3
E00132457,96.1,3.9
E00132459,98.7,1.3
E00132460,83.5,16.5
E00132461,90.6,9.4
E00132462,88.2,11.8
E00132463,93.2,6.8
E00132464,96.6,3.4
E00132465,92.7,7.3
E00132466,90.5,9.5
E00132467,89.3,10.7
E00132468,94.8,5.2
E00132469,94.8,5.2
E00132470,85.7,14.3
E00132471,91,9
E00132472,95.7,4.3
E00132473,96.8,3.2
E00132474,91.6,8.4
E00132475,96.6,3.4
E00132476,95.4,4.6
E00132477,93.1,6.9
E00132478,94.5,5.5
E00132479,95.5,4.5
E00132480,93.5,6.5
E00132481,96.2,3.8
E00132482,94.8,5.2
E00132483,91.7,8.3
E00132484,96.6,3.4
E00132485,91.7,8.3
E00132486,93.7,6.3
E00132487,97.8,2.2
E00132488,96.2,3.8
E00132489,95.5,4.5
E00132490,97.6,2.4
E00132491,94.2,5.8
E00132492,97.6,2.4
E00132502,98.5,1.5
E00132503,96.8,3.2
E00132504,97.3,2.7
E00132506,97.3,2.7
E00132507,96.1,3.9
E00132508,89.6,10.4
E00132509,94.6,5.4
E00132510,96.4,3.6
E00132511,94.7,5.3
E00132512,95.7,4.3
E00132513,97.2,2.8
E00132514,97.1,2.9
E00132515,96.9,3.1
E00132516,97.6,2.4
E00132517,93.5,6.5
E00132518,98.3,1.7
E00132519,95.3,4.7
E00132520,97.6,2.4
E00132521,97.4,2.6
E00132522,95.9,4.1
E00132523,99.5,0.5
E00132524,97.4,2.6
E00132525,98,2
E00132526,98.7,1.3
E00132527,95.7,4.3
E00132528,98.7,1.3
E00132529,96.8,3.2
E00132530,97.6,2.4
E00132531,96.8,3.2
E00132535,96.8,3.2
E00132557,98.1,1.9
E00132563,97.6,2.4
E00132564,95.3,4.7
E00132565,98.1,1.9
E00132566,97.2,2.8
E00132567,96.9,3.1
E00132568,97.6,2.4
E00132569,97.6,2.4
E00132570,96.4,3.6
E00132571,98.4,1.6
E00132572,95.5,4.5
E00132573,98.8,1.2
E00132574,97.6,2.4
E00132575,99,1
E00132576,97.5,2.5
E00132577,95.5,4.5
E00132578,97.2,2.8
E00132579,97,3
E00132580,96.6,3.4
E00132581,86,14
E00132582,95.1,4.9
E00132583,98.6,1.4
E00132584,96.6,3.4
E00132585,96.6,3.4
E00132586,90.2,9.8
E00132587,92,8
E00132588,95.8,4.2
E00132589,96.7,3.3
E00132590,94.8,5.2
E00132591,96.8,3.2
E00132592,92.3,7.7
E00132593,95.3,4.7
E00132594,97.1,2.9
E00132595,93.2,6.8
E00132596,81.4,18.6
E00132597,95.6,4.4
E00132598,86.4,13.6
E00132599,88.2,11.8
E00132600,91.6,8.4
E00132601,96.9,3.1
E00132602,95.7,4.3
E00132603,97.6,2.4
E00132604,97.7,2.3
