geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00063395,64.7,26.7,7.8,0.9
E00063402,35.2,26.8,29.6,8.5
E00063403,21.4,18.6,39.3,20.7
E00063404,20.9,22.3,41,15.8
E00063405,15.5,19,44,21.6
E00063406,18.5,19.3,40.3,21.8
E00063407,26.8,20.3,39.8,13
E00063408,32.7,18.7,36.4,12.1
E00063409,2.2,34.4,42.2,21.1
E00063410,0,27.8,47.4,24.7
E00063411,1,21.2,44.4,33.3
E00063451,16.5,15.7,19.7,48
E00063462,8.3,7.4,71.3,13
E00063469,4.7,64.1,27.3,3.9
E00063470,4.9,75,16.7,3.5
E00063471,9.7,46.8,33.8,9.7
E00063472,5.9,22.9,44.1,27.1
E00063473,17.7,61.3,19.4,1.6
E00063474,7.5,32.1,53.7,6.7
E00063475,14.7,8.4,51.3,25.7
E00063476,1,13.7,76.5,8.8
E00063477,24.8,12.4,57.7,5.1
E00063478,9.3,51.4,32.7,6.5
E00063479,4,29.7,49.5,16.8
E00063480,34.6,27.1,36.1,2.3
E00063481,44.1,39.7,16.2,0
E00063482,1.4,59.7,33.1,5.8
E00063483,2.1,61.5,35.4,1
E00063490,9.8,26,62.6,1.6
E00063491,9.2,52.4,34,4.4
E00063492,4.5,40.1,47.8,7.6
E00063493,5.1,51,42.9,1
E00063494,3.1,57.4,36.4,3.1
E00063495,6.6,46.3,43.4,3.7
E00063496,1.1,56.8,33.7,8.4
E00063497,0,50.4,40.8,8.8
E00063499,0.9,36.7,52.3,10.1
E00063500,1.8,37.5,48.2,12.5
E00063501,68.9,24.3,6.8,0
E00063502,12.5,64.8,19.9,2.8
E00063503,2.5,46.3,44.8,6.5
E00063504,4.3,53,39.1,3.5
E00063505,0,19,70.1,10.9
E00063506,0.8,17.2,72.1,9.8
E00063507,3.9,57.8,32,6.3
E00063508,0,41.2,50.9,7.9
E00063509,10.9,23.4,64.1,1.6
E00063510,1.6,19.5,68.8,10.2
E00063511,30.7,9.2,54.6,5.5
E00063512,25.6,17.8,51.1,5.6
E00063513,0,10.5,41.4,48.1
E00063514,0.8,25.4,58.7,15.1
E00063515,3.1,25.4,56.2,15.4
E00063517,0,38.6,48.2,13.2
E00063518,0.8,60.5,37.8,0.8
E00063520,0,13,54.4,32.5
E00063521,6.7,44,38.8,10.4
E00063522,0.6,4.2,57.8,37.3
E00063523,1.6,35.7,43.4,19.4
E00063525,0.6,34.1,62.4,2.9
E00063526,0,2.9,27.3,69.8
E00063527,23.5,6.1,59.8,10.6
E00063528,21.3,34,38.1,6.6
E00063529,24.2,8.1,56.6,11.1
E00063530,4.5,25.2,55.9,14.4
E00063531,0,59.5,38.1,2.4
E00063532,3.3,59.6,36.4,0.7
E00063533,1.4,66.7,28.3,3.6
E00063534,31.2,39.4,24.8,4.6
E00063535,8.2,10.4,69.4,11.9
E00063536,5.7,13.5,56.8,24
E00063537,0,47.9,49.3,2.7
E00063538,13.7,20.5,58.1,7.7
E00063539,27.5,21.6,48,2.9
E00063540,6.3,35.7,49,9.1
E00063541,9.3,6.6,70.9,13.2
E00063542,0,9.3,65.9,24.8
E00063543,23.7,21.1,46.7,8.6
E00063545,2.8,37,41.2,19
E00063546,0.4,16,67.6,16
E00063565,1.9,5.1,54.8,38.2
E00063566,4.7,35.8,48.6,10.8
E00063567,4.3,41.9,38.5,15.4
E00063568,1.7,19,54.6,24.7
E00063570,0,11.2,69.4,19.4
E00063571,1.5,12.3,75.4,10.8
E00063572,28.3,19.5,30.1,22.1
E00063573,0,2.3,77.9,19.8
E00063574,2.4,27.6,62.6,7.3
E00063575,7,13.2,69,10.9
E00063576,0.8,27.7,59.7,11.8
E00063577,0.9,25,58.9,15.2
E00063578,1.6,15.8,53.2,29.5
E00063579,0,24.8,33.8,41.4
E00063580,0.8,16.8,68.1,14.3
E00063581,7.1,37.9,22.5,32.5
E00063582,0.8,24.2,56.3,18.8
E00063583,3.8,53.4,38.2,4.6
E00063584,0,19.7,67.2,13.1
E00063585,1.6,8.9,33.3,56.1
E00063586,1.2,25.6,36.6,36.6
E00063594,59.8,27,7.4,5.7
E00063599,48,40.8,8.8,2.4
E00063607,0.9,24.8,64.1,10.3
E00063608,2.6,8.5,73.9,15
E00063609,21.5,24.6,50,3.8
E00063610,0,26.4,68,5.6
E00063611,1.5,62.6,29.8,6.1
E00063612,2.8,53.5,40.8,2.8
E00063613,9.8,13.1,73.2,3.9
E00063614,18.6,19.9,56.4,5.1
E00063615,3.6,40.6,42.8,13
E00063616,2.3,6.2,79.1,12.4
E00063617,0,54.9,40.6,4.5
E00063618,5.8,42.3,47.4,4.4
E00063619,1.6,38.1,47.6,12.7
E00063620,0.8,23.6,48.8,26.8
E00063621,1.1,14.9,78.2,5.7
E00063622,3.5,21.6,48.5,26.3
E00063623,2.5,25.8,55.8,15.8
E00063624,35.4,8.7,52.8,3.1
E00063625,2.4,23,51.6,23
E00063626,8.2,65.1,20.5,6.2
E00063627,5.6,25.9,55.6,13
E00063628,8.5,35.9,51.6,3.9
E00063629,13.5,55.6,24.8,6
E00063630,81.6,9.6,5.3,3.5
E00063631,1.8,64,29.3,4.9
E00063632,24,38.5,33,4.5
E00063633,3.8,36.6,51.9,7.7
E00063634,24.3,33.6,34.3,7.9
E00063635,8.5,45.8,39.8,5.9
E00063636,0.8,82.2,15.5,1.6
E00063637,1.6,71.4,25.4,1.6
E00063638,2.3,32.1,63.4,2.3
E00063639,5.9,51.7,32.2,10.2
E00063641,4.5,51.1,42,2.3
E00063643,26.5,51.5,13.6,8.3
E00063644,8.7,42.5,41.7,7.1
E00063645,14.6,43.1,36.2,6.2
E00063646,33.8,40.7,19.3,6.2
E00063647,0,42.2,54.1,3.7
E00063648,24.6,36,32.5,7
E00063661,1.1,13.7,46.3,38.9
E00063662,2,36.7,42.9,18.4
E00063663,5.6,34.8,49.4,10.1
E00063664,2.2,37,46.7,14.1
E00063665,4.3,42.7,37.8,15.2
E00063666,28,37.9,33.3,0.8
E00063667,52.5,41.8,2.1,3.5
E00063668,5.1,33.5,32.4,29
E00063669,6.1,53.1,31.6,9.2
E00063671,23.7,36.8,30.5,8.9
E00063672,35.2,24.6,23.8,16.4
E00063673,1.5,32.8,41.6,24.1
E00063676,1.6,9.8,47.2,41.5
E00063677,10.2,56.5,25.9,7.4
E00063679,3.3,45.7,40.4,10.6
