areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00131967,10.2,19.4,70.4
E00131968,6.8,17.9,75.2
E00131969,4.3,16.5,79.1
E00131970,0.8,21.2,78
E00131971,5.9,18.5,75.6
E00131972,4.5,34.2,61.3
E00131973,6.7,39.5,53.8
E00131975,6.3,25.7,68.1
E00131976,2.4,33.7,63.9
E00131977,4.9,25.7,69.4
E00131978,6.3,28.9,64.8
E00131993,8.6,18.7,72.7
E00131996,4.5,29.1,66.4
E00131997,4.2,31.9,63.9
E00131998,9.9,20.9,69.2
E00131999,2.6,31,66.5
E00132000,3.1,40.3,56.6
E00132001,7.4,25.7,66.9
E00132003,9.5,27.9,62.6
E00132004,4.8,14.4,80.8
E00132007,2.5,24.8,72.6
E00132008,1.6,20.9,77.5
E00132050,5.3,16.9,77.8
E00132051,9.3,24,66.7
E00132052,6.7,27,66.3
E00132053,6.2,24.9,68.9
E00132054,2.9,34.3,62.8
E00132055,10.4,26.9,62.7
E00132056,4.2,20.8,75
E00132057,10,25.8,64.2
E00132058,5.7,23.8,70.5
E00132059,6.5,30.2,63.3
E00132060,5.4,23.9,70.7
E00132154,7,31.8,61.2
E00132155,0.8,35.2,64.1
E00132156,7.8,36.7,55.4
E00132157,5.1,27.9,66.9
E00132158,3.8,39.7,56.4
E00132159,6.8,40.9,52.3
E00132160,3.6,34.1,62.3
E00132161,2.2,29.8,68
E00132162,0.5,25.9,73.6
E00132163,2.4,36,61.6
E00132164,4.7,21.1,74.2
E00132165,2.8,24.8,72.5
E00132166,5,26.9,68.1
E00132167,6.5,22.9,70.6
E00132168,4.8,22.6,72.6
E00132176,6.3,20.4,73.3
E00132177,3.6,30.4,66.1
E00132178,3.4,37.3,59.3
E00132179,3,31.1,65.9
E00132180,0.9,25.9,73.2
E00132181,2.5,27.7,69.7
E00132182,1.7,33.3,65
E00132183,1.9,25.5,72.6
E00132184,2.7,25.5,71.8
E00132185,4,27.1,68.9
E00132186,4.4,41.6,54
E00132187,6.3,25.7,68.1
E00132188,5.1,34.3,60.6
E00132189,3.8,26.4,69.8
E00132190,2.9,41.2,55.9
E00132191,4,27.8,68.3
E00132192,4.6,29.2,66.2
E00132193,4.6,41.8,53.6
E00132194,3.7,33.6,62.7
E00132195,6.4,33.6,60
E00132196,3.7,35.1,61.2
E00132197,4.7,36,59.3
E00132198,5.6,23.6,70.8
E00132199,6.7,25.8,67.5
E00132200,4.2,40.5,55.4
E00132219,8.8,29.8,61.4
E00132220,2.9,20.6,76.5
E00132221,9,22.5,68.5
E00132222,10.7,18,71.3
E00132223,6.8,26.5,66.7
E00132224,6.7,26.1,67.2
E00132225,7.3,17.1,75.6
E00132226,4.5,15.7,79.8
E00132227,10,17.3,72.7
E00132242,1.9,28.2,69.9
E00132243,6.3,25.6,68.1
E00132245,5.1,24.3,70.6
E00132246,10.1,19,70.8
E00132247,4.7,29,66.4
E00132248,5,21.4,73.6
E00132284,7.9,28.6,63.5
E00132285,2.6,23.4,74
E00132286,2.9,31.1,66
E00132287,7.8,29.3,62.9
E00132289,4.5,21.4,74.1
E00132290,7.4,23.4,69.1
E00132292,4.5,22.4,73.1
E00132293,1.9,25.9,72.2
E00132294,3.5,27.1,69.4
E00132295,10.7,17.9,71.4
E00132296,8.7,32,59.3
E00132297,2.8,35,62.2
E00132298,2.1,33.3,64.6
E00132299,4.4,24.1,71.5
E00132300,7.6,31.4,61
E00132301,0,38.6,61.4
E00132302,5.8,41.7,52.5
E00132303,8.6,29,62.4
E00132401,2.7,35.7,61.6
E00132402,4.3,37.3,58.4
E00132404,5.9,37.8,56.3
E00132405,5.2,50,44.8
E00132408,9,30.3,60.7
E00132409,3.1,52.3,44.6
E00132410,7.6,35.9,56.5
E00132411,1.5,30.8,67.7
E00132412,0,33.9,66.1
E00132413,3,28.6,68.4
E00132414,4.5,24.3,71.2
E00132415,4.3,34.4,61.3
E00132416,5.8,25.3,68.8
E00132417,6.1,27.2,66.7
E00132418,2,41.8,56.1
E00132420,8.3,27.5,64.2
E00132453,3.2,58.4,38.3
E00132454,7.2,58,34.8
E00132455,3.1,54.3,42.6
E00132456,9.5,33.6,56.9
E00132457,5.4,33.9,60.7
E00132459,1.6,52.7,45.7
E00132460,14,47.3,38.7
E00132461,5.4,26.1,68.5
E00132462,10.7,38.4,50.9
E00132463,0.9,40,59.1
E00132464,5.2,42.2,52.6
E00132465,6.8,56.8,36.4
E00132466,10.4,40.3,49.3
E00132467,4.5,60.4,35.1
E00132468,7,32.3,60.8
E00132469,5.4,28.5,66.2
E00132470,5,59.3,35.7
E00132471,6.9,38.9,54.2
E00132472,4.2,39.6,56.3
E00132473,7.8,36.7,55.5
E00132474,0,58.5,41.5
E00132475,10.1,27.1,62.8
E00132476,1.6,21.3,77.2
E00132477,4.3,43.9,51.8
E00132478,3.4,14.3,82.4
E00132479,5.3,15.3,79.4
E00132480,8.5,27.1,64.3
E00132481,7.7,22.2,70.1
E00132482,3.8,26.7,69.5
E00132483,8.2,38.2,53.6
E00132484,2.4,43.1,54.5
E00132485,6,57.1,36.8
E00132486,4.2,22.5,73.3
E00132487,3.7,43,53.3
E00132488,2.4,19.5,78
E00132489,4.2,28,67.8
E00132490,3.4,21.3,75.3
E00132491,3.3,30.9,65.9
E00132492,4.1,24.4,71.5
E00132502,3.3,29.4,67.3
E00132503,2.1,50,47.9
E00132504,2.6,27.2,70.3
E00132506,1.5,34.5,64.1
E00132507,4,39.1,57
E00132508,6.8,44.1,49.1
E00132509,1.2,42.8,56.1
E00132510,8.4,29.9,61.7
E00132511,18.3,26.7,55
E00132512,8.8,21.9,69.3
E00132513,6.6,24.4,69
E00132514,7.2,21.6,71.2
E00132515,3.7,28.7,67.6
E00132516,7.8,23.4,68.8
E00132517,0,37.6,62.4
E00132518,8.6,34.6,56.8
E00132519,2.2,43.3,54.5
E00132520,8.3,28.7,63
E00132521,4.4,31.7,63.9
E00132522,2.8,47.8,49.4
E00132523,3.3,28.3,68.5
E00132524,3.3,26.3,70.4
E00132525,2.7,27.3,70
E00132526,4.7,23.4,71.9
E00132527,4.8,31,64.3
E00132528,0.9,21.9,77.2
E00132529,5.1,31.6,63.2
E00132530,5.2,24.7,70.1
E00132531,2.3,22.7,75
E00132535,5.1,26.6,68.4
E00132557,4.5,29,66.5
E00132563,5.1,35.3,59.6
E00132564,9.1,20,70.9
E00132565,5,30.7,64.3
E00132566,5.1,17.9,76.9
E00132567,10.3,22.1,67.6
E00132568,2.8,29.2,68.1
E00132569,6.4,40,53.6
E00132570,3.3,33.1,63.6
E00132571,7,26.7,66.3
E00132572,4.7,24.2,71.1
E00132573,6,29.9,64.2
E00132574,6.2,26.7,67.1
E00132575,10.1,20.1,69.8
E00132576,4.7,38,57.3
E00132577,0,33.8,66.2
E00132578,0,24,76
E00132579,5.2,27.1,67.6
E00132580,8.4,28.9,62.7
E00132581,7.4,16.7,75.9
E00132582,7,32,61
E00132583,5,25.6,69.4
E00132584,4.5,32.7,62.7
E00132585,2.9,49.6,47.4
E00132586,10,35.5,54.5
E00132587,10.2,29.9,59.9
E00132588,12.4,34.9,52.7
E00132589,5.1,16.2,78.8
E00132590,0,44.5,55.5
E00132591,5.3,30.9,63.8
E00132592,8.3,26.4,65.3
E00132593,0.8,36.7,62.5
E00132594,6.7,20.1,73.1
E00132595,5.4,24.3,70.3
E00132596,3.5,45.1,51.3
E00132597,7.9,26.2,65.9
E00132598,3.5,50.7,45.8
E00132599,6.1,37.2,56.8
E00132600,7.1,44.1,48.8
E00132601,6.8,29.6,63.6
E00132602,5.7,24.1,70.1
E00132603,8.2,28.8,63
E00132604,5.6,26.6,67.7
E00132606,6.4,21.5,72.1
E00132607,9.3,25.6,65.1
E00132608,2,25.5,72.4
E00132609,3.9,29.6,66.5
E00135398,2.8,39.4,57.7
E00135399,5.6,37.4,57
E00135400,1,39.6,59.4
E00135401,1.1,34,64.9
E00135402,3.9,32.5,63.6
E00135576,6,32.9,61.1
E00135577,1.3,32,66.7
E00135585,2.8,68.1,29.2
E00135586,3.7,21.1,75.2
E00135589,2.1,35.5,62.4
E00135599,2.8,27.8,69.4
E00135600,0.5,36.4,63
E00135601,2.8,44.1,53.1
E00135602,4.9,44.7,50.4
E00135603,2.5,36.7,60.8
E00135604,8.9,29.8,61.3
E00135605,1.4,66.9,31.7
E00135606,2.5,33.8,63.7
E00135607,2.9,40.8,56.3
E00135608,2.8,36.4,60.7
E00135609,0.8,47.1,52.1
E00135610,1.9,29.1,68.9
E00135611,3.4,32.6,64
E00135612,3.5,37.2,59.3
E00135613,1.8,32.1,66.1
E00135614,5.7,22.6,71.7
E00135615,7,47.7,45.3
E00135616,4.2,44.8,51
E00135617,2.3,55.7,42
E00135618,3.8,58.5,37.7
E00169327,5.9,21,73.1
E00169328,6.1,25.2,68.7
E00169329,6.3,15.2,78.6
E00169331,2.9,32,65
E00169332,5.4,17.9,76.8
E00169333,0,36.7,63.3
E00169337,3.2,22.3,74.5
E00169348,5,18.5,76.5
E00169868,6.3,33.3,60.4
E00184646,0,36.4,63.6
E00185263,6,39,55
E00185264,7.5,24.5,68
E00185265,3.6,38.2,58.2
E00185267,3.9,28.5,67.6
E00185268,6.8,27.3,65.9
