areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00131967,69,1.4,29.6
E00131968,77,4.9,18.1
E00131969,77.4,6.1,16.5
E00131970,71.7,1.7,26.6
E00131971,72.1,0.4,27.6
E00131972,62.8,8.5,28.7
E00131973,79.7,2.1,18.1
E00131975,77.2,3.5,19.3
E00131976,70,3.8,26.2
E00131977,71.1,3.7,25.2
E00131978,64.1,5.7,30.2
E00131993,76.7,1.2,22.1
E00131996,67.9,6.5,25.6
E00131997,51.8,18.5,29.7
E00131998,71.2,5.1,23.7
E00131999,65.7,8.9,25.4
E00132000,41.2,19.2,39.6
E00132001,53.7,33.7,12.7
E00132003,44.2,36.7,19.1
E00132004,78.1,7.8,14.2
E00132007,60.9,14.8,24.2
E00132008,74.7,7.5,17.8
E00132050,72.4,4.8,22.8
E00132051,70.2,5,24.8
E00132052,58.5,9.2,32.3
E00132053,57.7,13.4,28.9
E00132054,67.6,3.7,28.7
E00132055,63.4,8,28.7
E00132056,71.4,3.4,25.2
E00132057,64.7,11,24.3
E00132058,74.9,4.1,21
E00132059,55,8.5,36.5
E00132060,65.8,1.5,32.7
E00132154,73.9,0.4,25.7
E00132155,80.4,2.4,17.1
E00132156,71.6,2.8,25.6
E00132157,63.5,0.6,35.9
E00132158,76,0,24
E00132159,62.2,7.5,30.3
E00132160,70.6,0.7,28.8
E00132161,66.2,1.7,32.1
E00132162,64.1,1.2,34.7
E00132163,69.4,2.4,28.2
E00132164,55.3,2.8,41.9
E00132165,82.7,0,17.3
E00132166,69.8,2,28.2
E00132167,75.1,0.8,24.1
E00132168,65.8,2.3,32
E00132176,77,1.8,21.2
E00132177,83.8,0.4,15.8
E00132178,71.4,0.4,28.2
E00132179,74.7,2.2,23.1
E00132180,71.4,2.2,26.3
E00132181,74.8,0.9,24.3
E00132182,74.2,0.9,24.9
E00132183,81,1.2,17.8
E00132184,77.5,0.9,21.6
E00132185,68.3,0.6,31.1
E00132186,72.1,0.8,27
E00132187,73.2,0,26.8
E00132188,75.3,0.8,23.9
E00132189,67.7,0.2,32
E00132190,65.5,0.8,33.6
E00132191,59.6,1.5,38.9
E00132192,73.2,0.8,26
E00132193,65.2,2.2,32.6
E00132194,66,1.2,32.8
E00132195,73.3,0.4,26.3
E00132196,67.5,0.8,31.7
E00132197,63.9,2.9,33.2
E00132198,74.5,2.5,22.9
E00132199,64.5,1,34.5
E00132200,70.3,1,28.7
E00132219,82.4,0.7,16.9
E00132220,75.9,1,23.1
E00132221,71.6,0.4,28.1
E00132222,84.4,1,14.6
E00132223,73.3,1,25.7
E00132224,78.1,0,21.9
E00132225,75,0.5,24.5
E00132226,71.9,2.6,25.5
E00132227,75.7,0.3,24
E00132242,82.4,0.6,17
E00132243,76,3.2,20.8
E00132245,66.5,0.6,32.9
E00132246,67.7,0.4,31.9
E00132247,72.2,1.7,26.2
E00132248,67.7,3.5,28.7
E00132284,76.6,1.9,21.5
E00132285,75.3,3.1,21.6
E00132286,80.9,2.5,16.6
E00132287,76.3,1.6,22.1
E00132289,68.5,1.2,30.4
E00132290,80.8,5.2,14
E00132292,77.9,3.4,18.6
E00132293,74.2,0.8,25
E00132294,72.3,0.5,27.1
E00132295,77.4,0.7,21.9
E00132296,78.8,1.2,20
E00132297,64.3,2.4,33.3
E00132298,67.1,0.6,32.3
E00132299,59.7,1.1,39.1
E00132300,77.4,5.2,17.3
E00132301,68.7,0.6,30.7
E00132302,61.6,20.2,18.1
E00132303,72.1,1.9,26
E00132401,67.7,1.9,30.4
E00132402,65.3,0.7,33.9
E00132404,75.5,2.1,22.4
E00132405,57.3,0,42.7
E00132408,65.6,4.5,29.9
E00132409,61.5,1.9,36.5
E00132410,67.8,3.1,29
E00132411,72.5,2.2,25.4
E00132412,73.9,1.9,24.2
E00132413,62.7,3.2,34.1
E00132414,67.1,2.3,30.6
E00132415,75.9,2.5,21.6
E00132416,74.2,4.2,21.7
E00132417,59.9,2.7,37.4
E00132418,54.7,2.5,42.9
E00132420,49.8,1.2,49
E00132453,65.1,9.3,25.6
E00132454,57.4,16.3,26.4
E00132455,63.4,5.5,31.1
E00132456,69.8,12,18.2
E00132457,61.5,2.8,35.7
E00132459,65.1,0.9,34.1
E00132460,65.3,6.5,28.2
E00132461,56.6,9.7,33.7
E00132462,58.2,10.9,31
E00132463,71.2,3.9,24.9
E00132464,59.7,2.1,38.2
E00132465,59.2,7.3,33.5
E00132466,71.7,4.8,23.5
E00132467,54.2,7.6,38.2
E00132468,60.3,4.6,35.1
E00132469,67.1,6.1,26.8
E00132470,57.8,13.5,28.7
E00132471,70.1,5.8,24.1
E00132472,79.4,3.2,17.4
E00132473,68.3,2.4,29.4
E00132474,48,6.1,45.8
E00132475,80.1,1.2,18.7
E00132476,81.6,4.8,13.5
E00132477,68.3,3.4,28.2
E00132478,82.5,4.2,13.3
E00132479,91,0.6,8.4
E00132480,86,3.1,10.9
E00132481,83,0.3,16.7
E00132482,58.9,4.3,36.8
E00132483,59.9,6,34.1
E00132484,68.6,1.4,30
E00132485,54,6.3,39.7
E00132486,82.6,2.8,14.6
E00132487,70.5,0,29.5
E00132488,79.7,1,19.3
E00132489,73,2.6,24.4
E00132490,87.8,0,12.2
E00132491,77.8,2.3,19.8
E00132492,80.1,0.3,19.5
E00132502,66.7,1.5,31.8
E00132503,55.2,0.7,44.1
E00132504,61.4,1.3,37.3
E00132506,66.1,0.9,33
E00132507,67.2,1.8,31
E00132508,53.3,8.4,38.3
E00132509,77.6,2.4,20
E00132510,70,2,27.9
E00132511,70.4,4.6,25
E00132512,68.7,2,29.3
E00132513,73.9,0.7,25.4
E00132514,73.1,1.2,25.8
