areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00131967,33.3,66.7
E00131968,29.3,70.7
E00131969,34.3,65.7
E00131970,36.7,63.3
E00131971,31.3,68.8
E00131972,29.2,70.8
E00131973,28,72
E00131975,38.7,61.3
E00131976,39,61
E00131977,32.9,67.1
E00131978,38.5,61.5
E00131993,37.2,62.8
E00131996,28.1,71.9
E00131997,32.5,67.5
E00131998,38.3,61.7
E00131999,31.4,68.6
E00132000,42.5,57.5
E00132001,23.8,76.2
E00132003,25.6,74.4
E00132004,30.1,69.9
E00132007,30.9,69.1
E00132008,29,71
E00132050,28.4,71.6
E00132051,35.3,64.7
E00132052,34,66
E00132053,35,65
E00132054,32.7,67.3
E00132055,29.2,70.8
E00132056,33.6,66.4
E00132057,38.7,61.3
E00132058,27.5,72.5
E00132059,32.3,67.7
E00132060,45.7,54.3
E00132154,43.8,56.3
E00132155,27.4,72.6
E00132156,34.7,65.3
E00132157,37.2,62.8
E00132158,25,75
E00132159,36.6,63.4
E00132160,33.6,66.4
E00132161,34.7,65.3
E00132162,44.7,55.3
E00132163,30.1,69.9
E00132164,37.4,62.6
E00132165,25.3,74.7
E00132166,37.3,62.7
E00132167,35.4,64.6
E00132168,38.5,61.5
E00132176,39.7,60.3
E00132177,35.1,64.9
E00132178,40.6,59.4
E00132179,38,62
E00132180,37.5,62.5
E00132181,39.4,60.6
E00132182,39.2,60.8
E00132183,33.8,66.2
E00132184,32.6,67.4
E00132185,45.3,54.7
E00132186,29.9,70.1
E00132187,43.6,56.4
E00132188,34.3,65.7
E00132189,48.4,51.6
E00132190,36.2,63.8
E00132191,32.4,67.6
E00132192,24.1,75.9
E00132193,53.4,46.6
E00132194,47.4,52.6
E00132195,32.1,67.9
E00132196,40.4,59.6
E00132197,54.3,45.7
E00132198,41.4,58.6
E00132199,40,60
E00132200,29.1,70.9
E00132219,35.3,64.7
E00132220,44.4,55.6
E00132221,34.5,65.5
E00132222,36.3,63.8
E00132223,37,63
E00132224,38.5,61.5
E00132225,27.9,72.1
E00132226,44.4,55.6
E00132227,34,66
