areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00096489,75.4,13.4,11.2
E00096760,92.8,0,7.3
E00096761,84.1,0.3,15.5
E00096762,83.4,0.6,16
E00096763,76.6,2,21.5
E00096764,79.1,1.6,19.3
E00096765,82.1,0.6,17.3
E00096766,82.1,0.3,17.6
E00096767,84.4,0,15.6
E00096768,82.8,0.7,16.5
E00096769,85.6,0.8,13.6
E00096770,82.4,0,17.6
E00096778,83.9,1.9,14.3
E00096779,81.9,2.3,15.8
E00097328,81.1,0,18.9
E00097329,89.6,1.5,8.9
E00097330,81.9,0,18.1
E00097331,72.5,1.5,26
E00097333,87.9,1.1,11.1
E00097335,75.9,0.6,23.6
E00097336,87.5,0.7,11.8
E00097343,65.7,4.3,30
E00097344,83.2,1.1,15.7
E00097345,78.6,0.4,21
E00097346,83.2,2.6,14.2
E00097347,76.9,0.9,22.3
E00097366,82.6,0,17.4
E00097367,76.6,2.1,21.3
E00097368,59.7,2.1,38.2
E00097369,64.3,0,35.7
E00097372,58.1,2.2,39.8
E00097376,73.4,0.8,25.7
E00097377,72.9,0.7,26.4
E00097380,70.4,0.4,29.2
E00097381,79.1,0,20.9
E00097382,61.2,0,38.8
E00097383,73.4,1.9,24.7
E00097428,81.9,3.1,15
E00097430,88.4,0,11.6
E00097431,89.8,1.1,9
E00097432,87.1,0.3,12.6
E00097433,80.1,0.9,19
E00097434,54.8,3.8,41.3
E00097435,65.7,1.9,32.5
E00097436,81.8,0,18.2
E00097437,84.2,2.3,13.5
E00097438,77,1.4,21.5
E00097439,61,1.3,37.7
E00097440,69.8,0,30.2
E00097441,90.2,1,8.8
E00097442,83.1,0.7,16.2
E00097443,64.7,2.5,32.8
E00097444,82.5,1.9,15.5
E00097445,81.5,0.4,18.1
E00097462,80,1.7,18.3
E00097463,77,1.6,21.3
E00097464,72.1,0,27.9
E00097465,84.1,0.3,15.6
E00097466,67.1,1,32
E00097490,75.9,2.7,21.3
E00097491,77.4,0.4,22.2
E00097492,74.7,1.2,24.1
E00097493,82.9,1.1,16
E00097494,85.5,0.4,14.1
E00097495,73.2,0.3,26.5
E00097496,75.5,0.4,24.1
E00097497,79,0.6,20.4
E00097498,71.4,1.2,27.4
E00097508,78.2,0.4,21.4
E00097509,79.9,2,18.1
E00097510,79.9,2.2,17.9
E00097511,83.2,0.9,15.9
E00097512,75.9,0.5,23.6
E00097532,78.4,1.5,20.1
E00097533,80.8,0.8,18.4
E00097534,71.7,0.4,27.9
E00097535,74.2,0.6,25.2
E00097536,62.6,0.9,36.4
E00097537,76,3.9,20.1
E00097538,89.8,0.3,9.8
E00097539,72.1,1.7,26.2
E00097540,69,0,31
E00097541,54.5,2,43.5
E00097542,70.8,0.4,28.9
E00097543,83.3,0.4,16.3
E00097560,81.6,0.5,17.9
E00097561,77.6,2.7,19.7
E00097562,81.7,2.1,16.2
E00097563,84.8,1.4,13.7
E00097564,87.7,0.8,11.5
E00097565,81.3,2.3,16.4
E00097566,82.7,1.8,15.5
E00097567,75.8,4.7,19.5
E00097568,82.8,1.6,15.7
E00097569,85.7,0.7,13.6
E00097739,76.5,13.2,10.3
E00097740,76.6,8.2,15.2
E00097747,85.7,1,13.3
E00097748,81.1,4.2,14.7
E00097749,88.9,1.5,9.6
E00097750,89.2,0,10.8
E00097751,86.8,2.2,11
E00097752,69.6,0.8,29.7
E00097753,90.7,1.3,8
E00097754,91.3,0.4,8.3
E00097755,84.9,0.4,14.7
E00097762,80.5,5.4,14.2
