areacd,in_full_time_education-001,in_full_time_education-002
E00096489,12.2,87.8
E00096760,21.8,78.2
E00096761,13.7,86.3
E00096762,12.1,87.9
E00096763,11.2,88.8
E00096764,16.7,83.3
E00096765,12.9,87.1
E00096766,17.4,82.6
E00096767,10.6,89.4
E00096768,18.3,81.7
E00096769,12.5,87.5
E00096770,7.6,92.4
E00096778,16.5,83.5
E00096779,12.6,87.4
E00097328,8,92
E00097329,13.8,86.2
E00097330,11.6,88.4
E00097331,11.3,88.7
E00097333,16.5,83.5
E00097335,9.9,90.1
E00097336,9.6,90.4
E00097343,15.9,84.1
E00097344,13.6,86.4
E00097345,16.3,83.7
E00097346,14,86
E00097347,15.4,84.6
E00097366,14.2,85.8
E00097367,12.7,87.3
E00097368,26.2,73.8
E00097369,19,81
E00097372,14,86
E00097376,8.7,91.3
E00097377,18,82
E00097380,15.8,84.2
E00097381,15.3,84.7
E00097382,23,77
E00097383,15,85
E00097428,14.6,85.4
E00097430,13.7,86.3
E00097431,13,87
E00097432,12,88
E00097433,19.7,80.3
E00097434,13.1,86.9
E00097435,18.3,81.7
E00097436,19,81
E00097437,18.6,81.4
E00097438,14,86
E00097439,18.1,81.9
E00097440,12.3,87.7
E00097441,12.9,87.1
E00097442,10.9,89.1
E00097443,8.1,91.9
E00097444,15,85
E00097445,12.9,87.1
E00097462,6.4,93.6
E00097463,8.4,91.6
E00097464,12.5,87.5
E00097465,16.1,83.9
E00097466,9.5,90.5
E00097490,18.1,81.9
E00097491,19.4,80.6
E00097492,11.5,88.5
E00097493,18.8,81.2
E00097494,11.1,88.9
E00097495,17.2,82.8
E00097496,19.6,80.4
E00097497,11.9,88.1
E00097498,17.5,82.5
E00097508,12.6,87.4
E00097509,9.1,90.9
E00097510,11.6,88.4
E00097511,13.8,86.2
E00097512,15.3,84.7
E00097532,21.3,78.7
E00097533,14.4,85.6
E00097534,15.6,84.4
E00097535,16.2,83.8
E00097536,16.2,83.8
E00097537,14.6,85.4
E00097538,11.4,88.6
E00097539,10.3,89.7
E00097540,16.4,83.6
E00097541,14.7,85.3
E00097542,21.2,78.8
E00097543,8.3,91.7
E00097560,7.1,92.9
E00097561,9.9,90.1
E00097562,11.4,88.6
E00097563,9.8,90.2
E00097564,11.8,88.2
E00097565,16.7,83.3
E00097566,15.5,84.5
E00097567,13.3,86.7
E00097568,21.4,78.6
E00097569,11.6,88.4
E00097739,8.6,91.4
E00097740,14,86
E00097747,7.2,92.8
E00097748,15.7,84.3
E00097749,17,83
E00097750,11.8,88.2
E00097751,6.1,93.9
E00097752,9.1,90.9
E00097753,9.9,90.1
E00097754,14.2,85.8
E00097755,6.6,93.4
E00097762,17.3,82.7
E00097763,14.6,85.4
E00097764,11.4,88.6
E00097765,10.6,89.4
E00097766,17.8,82.2
E00097767,15.1,84.9
E00097768,13.9,86.1
E00097769,12.3,87.7
E00097777,8,92
E00097789,11.3,88.7
E00097790,18.4,81.6
E00097791,17.6,82.4
E00097792,13.2,86.8
E00097793,11.5,88.5
E00097794,7.9,92.1
E00097796,13.3,86.7
E00097797,12.2,87.8
E00097798,7.9,92.1
E00097799,20.1,79.9
E00097800,7.5,92.5
E00097801,6.3,93.8
E00097803,16.2,83.8
E00097804,16.1,83.9
E00097805,17.7,82.3
E00097806,8.6,91.4
E00097807,14,86
E00097808,10.5,89.5
E00097809,13.7,86.3
E00097818,7.8,92.2
E00097819,5.6,94.4
E00097820,9.4,90.6
E00097821,5.9,94.1
E00097822,5.8,94.2
E00097823,5.9,94.1
E00097824,4.3,95.7
E00097825,7,93
E00097826,7.7,92.3
E00097827,3,97
E00097828,4,96
E00097829,10.4,89.6
E00097830,9.2,90.8
E00097831,9,91
E00097832,19.1,80.9
E00097833,10.2,89.8
E00097834,11.5,88.5
E00097835,7.8,92.2
E00097836,8.5,91.5
E00097837,13,87
E00097838,9.9,90.1
E00097839,9.4,90.6
E00097840,12,88
E00097841,10.3,89.7
E00097842,16.1,83.9
E00097843,17.6,82.4
E00097844,13.7,86.3
E00097845,11.6,88.4
E00097948,47.4,52.6
E00097949,9.8,90.2
E00097950,5.4,94.6
E00097951,12.1,87.9
E00097952,6.8,93.2
E00097953,9,91
E00097954,11.8,88.2
E00097955,6.6,93.4
E00097956,10.9,89.1
E00097957,16.8,83.2
E00097958,33.3,66.7
E00097959,10,90
E00097960,14.9,85.1
E00097961,10.9,89.1
E00097962,11.7,88.3
E00097963,13.6,86.4
E00097964,8.7,91.3
E00097975,19.3,80.7
E00097976,14.1,85.9
E00097977,15.5,84.5
E00097978,10.9,89.1
E00097979,6.3,93.8
E00097984,11.4,88.6
E00097985,18.4,81.6
E00097986,12.4,87.6
E00097987,11.7,88.3
E00097988,3.6,96.4
E00097989,13.4,86.6
E00097990,12.8,87.2
E00097991,17.7,82.3
E00098018,8.4,91.6
E00098019,10.4,89.6
E00098020,11.4,88.6
E00098021,14.4,85.6
E00098022,8.8,91.2
E00098023,8.3,91.7
E00098024,10.1,89.9
E00098025,16,84
E00098026,13.3,86.7
E00098027,11,89
E00098028,17.9,82.1
E00098029,15.7,84.3
E00098030,15.7,84.3
E00098031,12.6,87.4
E00098032,11.6,88.4
E00098033,10.1,89.9
E00098034,15.5,84.5
E00098035,4.6,95.4
E00098036,17.5,82.5
E00098037,9.8,90.2
E00098038,18.3,81.7
E00098039,17.5,82.5
E00098040,16.5,83.5
E00098041,17.3,82.7
E00098042,20.6,79.4
E00098043,16.4,83.6
E00098044,11.3,88.7
E00098045,25.3,74.7
E00098046,17.7,82.3
E00098047,11.4,88.6
E00098048,14.7,85.3
E00098049,13.5,86.5
E00098050,12.8,87.2
E00098051,14,86
E00098052,16.5,83.5
E00098053,15.5,84.5
E00098054,15.7,84.3
E00098055,14.4,85.6
E00098056,12.3,87.7
E00098057,13.8,86.2
E00098058,15.6,84.4
E00098059,13.8,86.2
E00098060,14.2,85.8
E00098061,15,85
E00098062,9,91
E00098063,5.9,94.1
E00098064,15.5,84.5
E00098065,17.1,82.9
E00098066,10.5,89.5
E00098067,11.5,88.5
E00098068,11.6,88.4
E00098069,11.1,88.9
E00098070,10.3,89.7
E00098071,6.9,93.1
E00098072,9.1,90.9
E00098073,13.4,86.6
E00098083,7.1,92.9
E00098084,1.1,98.9
E00098085,12.6,87.4
E00098086,6.1,93.9
E00098087,13.9,86.1
E00098088,29.2,70.8
E00098089,17,83
E00098090,12.4,87.6
E00098091,12.5,87.5
E00098092,15.4,84.6
E00098093,15.3,84.7
E00098094,12,88
E00098095,21.1,78.9
E00098096,15.3,84.7
E00098097,10,90
E00098098,9.1,90.9
E00098099,12.5,87.5
E00098100,20.1,79.9
E00098101,11.8,88.2
E00098102,13.1,86.9
E00098103,7.2,92.8
E00098104,10.2,89.8
E00098105,17.7,82.3
E00098106,19.8,80.2
E00098107,21.5,78.5
E00098108,12.7,87.3
E00098109,10.2,89.8
E00098110,21.8,78.2
E00098111,12.6,87.4
E00127634,12.5,87.5
E00127636,12.6,87.4
E00127637,7.1,92.9
E00127638,16.3,83.7
E00127639,17.7,82.3
E00168547,9.6,90.4
