areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00096489,82.5,17.5
E00096760,98.5,1.5
E00096761,96.6,3.4
E00096762,99.1,0.9
E00096763,98,2
E00096764,97.1,2.9
E00096765,96.6,3.4
E00096766,99.4,0.6
E00096767,98.6,1.4
E00096768,96.6,3.4
E00096769,98.9,1.1
E00096770,98.1,1.9
E00096778,97,3
E00096779,97.4,2.6
E00097328,99.6,0.4
E00097329,97.8,2.2
E00097330,98.7,1.3
E00097331,97,3
E00097333,97.1,2.9
E00097335,97.2,2.8
E00097336,97.4,2.6
E00097343,93.7,6.3
E00097344,97,3
E00097345,98.5,1.5
E00097346,94.5,5.5
E00097347,98.7,1.3
E00097366,98.9,1.1
E00097367,95,5
E00097368,96.1,3.9
E00097369,99.3,0.7
E00097372,95.7,4.3
E00097376,98.3,1.7
E00097377,97.8,2.2
E00097380,98.1,1.9
E00097381,100,0
E00097382,99.6,0.4
E00097383,97.3,2.7
E00097428,94.6,5.4
E00097430,96.1,3.9
E00097431,97,3
E00097432,97.3,2.7
E00097433,97.8,2.2
E00097434,93.3,6.7
E00097435,95.9,4.1
E00097436,98.9,1.1
E00097437,97.3,2.7
E00097438,96.7,3.3
E00097439,97.3,2.7
E00097440,98.3,1.7
E00097441,97.5,2.5
E00097442,97.1,2.9
E00097443,97,3
E00097444,96.7,3.3
E00097445,97.1,2.9
E00097462,97,3
E00097463,97.5,2.5
E00097464,98.7,1.3
E00097465,98.1,1.9
E00097466,97.3,2.7
E00097490,96.9,3.1
E00097491,98.8,1.2
E00097492,97.6,2.4
E00097493,96.6,3.4
E00097494,98.4,1.6
E00097495,98.2,1.8
E00097496,97.2,2.8
E00097497,98.2,1.8
E00097498,97.5,2.5
E00097508,97.8,2.2
E00097509,97.3,2.7
E00097510,96,4
E00097511,95.6,4.4
E00097512,98.4,1.6
E00097532,97.4,2.6
E00097533,98.8,1.2
E00097534,98,2
E00097535,98.8,1.2
E00097536,94.5,5.5
E00097537,92.4,7.6
E00097538,99.4,0.6
E00097539,96,4
E00097540,99.3,0.7
E00097541,95.5,4.5
E00097542,99.3,0.7
E00097543,98.2,1.8
E00097560,99,1
E00097561,96.2,3.8
E00097562,94,6
E00097563,96.1,3.9
E00097564,98.8,1.2
E00097565,97.5,2.5
E00097566,97.5,2.5
E00097567,91.6,8.4
E00097568,95.6,4.4
E00097569,98.6,1.4
E00097739,81.7,18.3
E00097740,90.2,9.8
E00097747,95.9,4.1
E00097748,96.5,3.5
E00097749,96.7,3.3
E00097750,95.9,4.1
E00097751,95.6,4.4
E00097752,97.7,2.3
E00097753,96.8,3.2
E00097754,98.4,1.6
E00097755,97.8,2.2
E00097762,91.2,8.8
E00097763,95.8,4.2
E00097764,93.9,6.1
E00097765,95.3,4.7
E00097766,97.6,2.4
E00097767,95.8,4.2
E00097768,97.8,2.2
E00097769,99.6,0.4
E00097777,96.4,3.6
E00097789,93,7
E00097790,94.2,5.8
E00097791,96.7,3.3
E00097792,98.3,1.7
E00097793,96.7,3.3
E00097794,98.5,1.5
E00097796,98.9,1.1
E00097797,95.4,4.6
E00097798,95.6,4.4
E00097799,95.5,4.5
E00097800,96.8,3.2
E00097801,91.7,8.3
E00097803,99.2,0.8
E00097804,97.8,2.2
E00097805,97.8,2.2
E00097806,97.5,2.5
E00097807,94.5,5.5
E00097808,96.3,3.7
E00097809,97.4,2.6
E00097818,95.9,4.1
E00097819,88.9,11.1
E00097820,93.5,6.5
E00097821,94.9,5.1
E00097822,96.3,3.7
E00097823,97.3,2.7
E00097824,91.9,8.1
E00097825,94,6
E00097826,88.4,11.6
E00097827,93.2,6.8
E00097828,82.1,17.9
E00097829,96.2,3.8
E00097830,88.5,11.5
E00097831,94,6
E00097832,94.5,5.5
E00097833,95.2,4.8
E00097834,93.6,6.4
E00097835,98.7,1.3
E00097836,96.7,3.3
E00097837,97.7,2.3
E00097838,92.3,7.7
E00097839,93.9,6.1
E00097840,97.5,2.5
E00097841,98,2
E00097842,96.8,3.2
E00097843,98.1,1.9
E00097844,97.5,2.5
E00097845,96.5,3.5
E00097948,93.1,6.9
E00097949,91.8,8.2
E00097950,87.3,12.7
E00097951,90.2,9.8
E00097952,81.3,18.7
E00097953,92,8
E00097954,80.8,19.2
E00097955,89.5,10.5
E00097956,91.1,8.9
E00097957,87.7,12.3
E00097958,92.3,7.7
E00097959,89.5,10.5
E00097960,89.3,10.7
E00097961,87.5,12.5
E00097962,91.4,8.6
E00097963,88.1,11.9
E00097964,79.8,20.2
E00097975,97.1,2.9
E00097976,96.6,3.4
E00097977,94.9,5.1
E00097978,99.5,0.5
E00097979,98.2,1.8
E00097984,95.7,4.3
E00097985,96.2,3.8
E00097986,94.5,5.5
E00097987,98.8,1.3
E00097988,96.5,3.5
E00097989,98.6,1.4
E00097990,94.4,5.6
E00097991,96.4,3.6
E00098018,91.7,8.3
E00098019,92.6,7.4
E00098020,97.5,2.5
E00098021,94.1,5.9
E00098022,94.6,5.4
E00098023,96,4
E00098024,93.2,6.8
E00098025,89.1,10.9
E00098026,96.1,3.9
E00098027,96.4,3.6
E00098028,94.2,5.8
E00098029,93.2,6.8
E00098030,94.9,5.1
E00098031,87.3,12.7
E00098032,96,4
E00098033,93.1,6.9
E00098034,93,7
E00098035,53.6,46.4
E00098036,96.7,3.3
E00098037,95.6,4.4
E00098038,96.5,3.5
E00098039,96.2,3.8
E00098040,96.5,3.5
E00098041,95.6,4.4
E00098042,94.1,5.9
E00098043,92.9,7.1
E00098044,94.3,5.7
E00098045,96.4,3.6
E00098046,95.5,4.5
E00098047,92.7,7.3
E00098048,97.3,2.7
E00098049,95.6,4.4
E00098050,97.4,2.6
E00098051,95.9,4.1
E00098052,96,4
E00098053,97,3
E00098054,97.6,2.4
E00098055,95.4,4.6
E00098056,97.6,2.4
E00098057,96.5,3.5
E00098058,94.1,5.9
E00098059,98.4,1.6
E00098060,93.6,6.4
E00098061,90.6,9.4
E00098062,98.5,1.5
E00098063,89.6,10.4
E00098064,96.9,3.1
E00098065,96.4,3.6
E00098066,89.6,10.4
E00098067,94.4,5.6
E00098068,95.8,4.2
E00098069,98.4,1.6
E00098070,98.3,1.7
E00098071,98,2
E00098072,96.4,3.6
E00098073,93.4,6.6
E00098083,86.8,13.2
E00098084,96,4
E00098085,71.3,28.7
E00098086,81.4,18.6
E00098087,94,6
E00098088,90.9,9.1
E00098089,94,6
E00098090,91.4,8.6
E00098091,93.2,6.8
E00098092,90.4,9.6
E00098093,87.2,12.8
E00098094,74,26
E00098095,89.4,10.6
E00098096,89.9,10.1
E00098097,92,8
E00098098,89.8,10.2
E00098099,75.9,24.1
E00098100,67.2,32.8
E00098101,88.8,11.2
E00098102,91.3,8.7
E00098103,69,31
E00098104,93.4,6.6
E00098105,82.1,17.9
E00098106,88.9,11.1
E00098107,82.1,17.9
E00098108,77.1,22.9
E00098109,90,10
E00098110,89.8,10.2
E00098111,91,9
E00127634,96.2,3.8
E00127636,95.7,4.3
E00127637,97.5,2.5
E00127638,96.4,3.6
E00127639,94.4,5.6
E00168547,97,3
