geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00048254,90,7.9,2.1
E00048255,87.4,10.9,1.7
E00048256,88.1,10.3,1.6
E00048257,90,8.3,1.7
E00048258,96.1,3.7,0.3
E00048259,75.5,19.8,4.7
E00048260,86.9,9.4,3.8
E00048261,84.6,11.7,3.7
E00048262,85.8,12,2.1
E00048263,92.5,7.1,0.4
E00048264,90.7,6.8,2.5
E00048265,95.2,4.4,0.3
E00048266,87.5,10.1,2.4
E00048267,86.7,8.5,4.8
E00048268,92.1,5.7,2.2
E00048269,84.6,13.5,1.9
E00048270,81.3,17.3,1.4
E00048271,82.8,16.1,1.1
E00048272,94.3,5.3,0.4
E00048273,93.8,5.9,0.3
E00048274,94.4,5.2,0.3
E00048275,91.5,6.9,1.6
E00048276,95.4,4.2,0.4
E00048277,98.9,1.1,0
E00048278,87.2,10.7,2.1
E00048279,88.8,9.1,2.2
E00048280,93.4,5.9,0.7
E00048281,92.9,6.7,0.4
E00048283,91.9,8.1,0
E00048284,94.4,4.8,0.8
E00048285,96.8,2.9,0.4
E00048286,89.4,10.2,0.4
E00048287,91.2,7.7,1.1
E00048288,93.1,5.9,1
E00048289,90.7,6.9,2.4
E00048290,86.6,12.1,1.3
E00048291,94.4,5.3,0.4
E00048292,94.7,5.3,0
E00048293,89.7,8.9,1.4
E00048294,89.8,8.3,2
E00048296,91.8,6.5,1.6
E00048297,89.3,9.4,1.3
E00048298,91.9,5.7,2.4
E00048299,85.8,9.5,4.7
E00048300,65.9,28.3,5.8
E00048301,74.1,23.8,2.1
E00048302,90.1,8.2,1.7
E00048303,80.9,16.6,2.5
E00048304,93.1,4.2,2.8
E00048306,90.8,8,1.2
E00048307,78.4,18,3.6
E00048308,93.8,4.5,1.7
E00048309,88,7.6,4.4
E00048311,86.2,11.1,2.7
E00048313,79.2,16.6,4.2
E00048314,87.8,11.5,0.7
E00048315,84,12.8,3.2
E00048316,76.7,21.8,1.5
E00048320,81.6,15.8,2.6
E00048323,90.2,9.5,0.3
E00048325,77.4,20.4,2.2
E00048328,82.1,17.1,0.9
E00048336,92.2,5.6,2.2
E00048342,87.6,9.9,2.5
E00048355,89.2,9,1.8
E00048357,93.9,5.4,0.7
E00048358,80,15.5,4.5
E00048362,79.9,19.7,0.3
E00048363,90.3,8.6,1.2
E00048364,82.3,16,1.6
E00048365,78.4,19.4,2.2
E00048427,61.1,26.9,12
E00048443,51.2,35.8,12.9
E00048450,58.8,31.3,9.8
E00048451,75.8,18.7,5.6
E00048455,67.5,21.2,11.3
E00048456,65,24.2,10.7
E00048457,68.3,22.3,9.4
E00048458,64.2,22.9,12.9
E00048463,62.7,26.7,10.6
E00048465,58.5,31.7,9.8
E00048475,79.6,18.8,1.5
E00048476,85.9,11.2,2.9
E00048477,76.9,22,1.2
E00048516,82.9,13.7,3.4
E00048518,86.3,12.7,1
E00048520,88.5,10.7,0.8
E00048521,84.8,14.1,1.1
E00048522,82.6,16.5,0.9
E00048523,81.1,16.9,2
E00048524,80.4,16.5,3.1
E00048525,86.4,12.6,1
E00048605,99.5,0,0.5
E00048643,80.7,15.9,3.4
E00048644,83.3,13.3,3.4
E00048645,88.3,8.4,3.4
E00048646,90.2,5.4,4.4
E00048647,92.6,4.8,2.5
E00048648,73.3,23.1,3.5
E00048649,70.2,23.8,6
E00048650,77.4,17.2,5.4
E00048651,73.4,21.5,5.1
E00048652,82.4,15.4,2.2
E00048653,81.7,15.1,3.2
E00048654,81.7,14.6,3.7
E00048656,89.6,9.6,0.7
E00048657,89,8.3,2.7
E00048658,91.8,5.7,2.5
E00048659,90.3,8.4,1.3
E00048660,85.4,13.3,1.2
E00048661,79.6,16.3,4.1
E00048662,83.9,12.5,3.7
E00048663,75.6,19,5.4
E00048664,66.6,27.7,5.8
E00048665,86.8,10.5,2.7
E00048666,90.8,8.1,1.1
E00048667,78,19.1,2.9
E00048668,94,4.5,1.5
E00048669,93.9,4.9,1.1
E00048670,81.7,11.7,6.7
E00048671,89.7,7.3,2.9
E00048672,71.2,24.4,4.3
E00048673,86.9,9,4.2
E00048674,92.1,6.1,1.8
E00048675,90.1,8.3,1.7
E00048677,73.8,18.8,7.4
E00048678,79.9,15.2,4.9
E00048679,94,5.1,0.9
E00048680,81.2,15.5,3.3
E00048681,75.8,16.8,7.4
E00048682,88.5,10.3,1.2
E00048683,83,13.6,3.4
E00048684,63.7,29.4,6.9
E00048685,72.2,21.3,6.5
E00048686,64,30.2,5.8
E00048687,87.3,9.7,3
E00048688,85.7,10.6,3.8
E00048689,75.8,22.2,2
E00048690,68.7,25.1,6.2
E00048691,72.7,14.3,13.1
E00048693,79.9,16.5,3.7
E00048752,74.8,22,3.2
E00048753,63,31.7,5.3
E00048756,63.9,24.7,11.4
E00048757,63.7,31.4,4.9
E00048759,72.7,21.9,5.5
E00048761,77.9,18.4,3.7
E00048764,66.7,26.6,6.7
E00048767,70.2,20.9,8.9
E00048768,65.2,25.6,9.2
E00048773,70.1,22.1,7.8
E00048774,56.6,26.8,16.7
E00048775,66.4,27.8,5.7
