geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00048254,88.6,5.7,0,5.7
E00048255,87.3,2.7,0.9,9.1
E00048256,87.7,6.5,2.9,2.9
E00048257,90.9,3.2,2.6,3.2
E00048258,94.3,1.3,1.3,3.2
E00048259,70.5,10.8,5.8,12.9
E00048260,84.2,2.2,4.3,9.4
E00048261,89.3,1.8,0,8.9
E00048262,85,3.5,2.7,8.8
E00048263,91.3,2.2,0,6.5
E00048264,86.9,8.8,0,4.4
E00048265,91.5,2.3,0.8,5.4
E00048266,87.2,3.2,0.8,8.8
E00048267,84.3,7.4,0,8.3
E00048268,89,2.2,0.7,8.1
E00048269,85.6,1.5,3,9.8
E00048270,83.9,2.4,0.8,12.9
E00048271,81.1,4.7,2.7,11.5
E00048272,93.7,2.1,0,4.2
E00048273,93.7,0.8,1.6,4
E00048274,93.9,2.3,0.8,3
E00048275,86.6,7.1,1.8,4.5
E00048276,92.2,3.9,1.9,1.9
E00048277,98,1,0,1
E00048278,84.6,7.7,0,7.7
E00048279,91.4,0,0.7,7.9
E00048280,92.4,4.2,1.7,1.7
E00048281,93,1.8,3.5,1.8
E00048283,89.1,4.7,2.3,3.9
E00048284,92.6,3.3,0,4.1
E00048285,93.3,4.2,0,2.5
E00048286,86,1.9,3.7,8.4
E00048287,87.7,7.7,1.5,3.1
E00048288,93.4,3.3,1.7,1.7
E00048289,93.1,0,1.7,5.2
E00048290,90,0.7,2.9,6.4
E00048291,94,2.6,0.9,2.6
E00048292,91.9,3.3,1.6,3.3
E00048293,89,1.7,1.7,7.6
E00048294,90.4,2.6,0,7
E00048296,91.7,0.9,1.8,5.5
E00048297,87.2,7.3,0.9,4.6
E00048298,89.9,2.8,0,7.3
E00048299,86,4.3,2.2,7.5
E00048300,62,4.5,5.6,27.9
E00048301,66.2,7.3,6,20.5
E00048302,87.3,6.9,2.9,2.9
E00048303,73.9,11.2,5.2,9.7
E00048304,92.5,1.5,2.3,3.8
E00048306,88.3,1.9,4.3,5.6
E00048307,75,4.1,8.2,12.8
E00048308,93.3,1.8,1.2,3.7
E00048309,86.1,3.5,0.9,9.6
E00048311,83.8,2.3,6.2,7.7
E00048313,76.7,4.7,3.3,15.3
E00048314,87,3.3,0.8,8.9
E00048315,86.5,0.9,1.8,10.8
E00048316,77,3.2,2.4,17.5
E00048320,81.8,0.8,2.3,15.2
E00048323,90.6,0,2.7,6.7
E00048325,80.3,3.4,0,16.2
E00048328,86.1,0,2.2,11.7
E00048336,91.4,1.9,1,5.7
E00048342,85.1,2.4,1.2,11.3
E00048355,89.7,1.5,0,8.8
E00048357,91.9,4.8,0,3.2
E00048358,80.5,4.1,0.8,14.6
E00048362,78.6,2.8,0.7,17.9
E00048363,90.3,3,0.7,6
E00048364,85.5,0,0.7,13.8
E00048365,79.5,5.3,0.8,14.4
E00048427,51.2,12,6.4,30.4
E00048443,44.5,10.9,10.2,34.4
E00048450,45,17.6,7.6,29.8
E00048451,67.2,8.2,0.8,23.8
E00048455,68.8,4.7,2.3,24.2
E00048456,51.8,14.9,9.9,23.4
E00048457,51.5,16.4,6,26.1
E00048458,52.9,17.9,5.7,23.6
E00048463,52.2,12.1,9.6,26.1
E00048465,52.3,9.4,6.3,32
E00048475,82,2.4,4.4,11.2
E00048476,82.3,6.3,4.2,7.3
E00048477,78.4,3.7,2.6,15.3
E00048516,87.2,7.3,2.8,2.8
E00048518,81.7,9.2,4.2,5
E00048520,87.7,6.2,2.1,4.1
E00048521,84.1,5.6,4.8,5.6
E00048522,86.9,2.8,1.9,8.4
E00048523,82.1,7.5,3.8,6.6
E00048524,79,10,4,7
E00048525,88.3,2.9,1,7.8
E00048605,99.3,0,0,0.7
E00048643,77.6,9.2,4.1,9.2
E00048644,81.4,6.8,0.8,11
E00048645,86.1,6.1,0,7.8
E00048646,84.5,12.1,0,3.4
E00048647,91.7,5.8,0.6,1.9
E00048648,62.7,13.4,12.7,11.2
E00048649,63,10.9,6.5,19.6
E00048650,67.7,5.6,7.3,19.4
E00048651,69.2,8.8,6.9,15.1
E00048652,79.5,4.7,4.7,11
E00048653,76.2,3.5,4.2,16.1
E00048654,75.2,10.4,7.2,7.2
E00048656,89.9,1.6,0.8,7.8
E00048657,83.8,9.4,0,6.8
E00048658,89.3,6.8,1.9,1.9
E00048659,89.1,4,3,4
E00048660,83.3,7.1,1.9,7.7
E00048661,78.6,11,0,10.3
E00048662,79.2,6.3,3.1,11.5
E00048663,74.1,6.9,2.6,16.4
E00048664,60.8,11.5,3.4,24.3
E00048665,84.4,5.9,1.5,8.1
E00048666,86.1,4.3,4.3,5.2
E00048667,68.2,15.5,3.1,13.2
E00048668,92.9,2.7,1.8,2.7
E00048669,95.9,1.7,0.8,1.7
E00048670,76.4,11,3.1,9.4
E00048671,90,2.7,0,7.3
E00048672,65.8,14.1,2.7,17.4
E00048673,82.8,5.5,1.6,10.2
E00048674,90.4,5.3,0,4.4
E00048675,91.2,2.4,0,6.4
E00048677,77.4,7.3,3.6,11.7
E00048678,74.5,12.7,1.8,10.9
E00048679,92.6,3.7,0.7,3
E00048680,79.9,4.3,2.2,13.7
E00048681,73.3,8.9,3.4,14.4
E00048682,84.6,4.9,2.1,8.4
E00048683,81.6,8.1,3.7,6.6
E00048684,61.6,8,6.4,24
E00048685,63.7,12.3,2.3,21.6
E00048686,64.1,6.3,3.5,26.1
E00048687,85.7,5.3,0,9
E00048688,84.1,7.9,1.6,6.3
E00048689,61.7,15.6,9.1,13.6
E00048690,68.2,5.7,5.7,20.4
E00048691,67.1,18.2,8.4,6.3
E00048693,77.4,5.6,2.4,14.5
E00048752,69.6,12.5,1.8,16.1
E00048753,62.6,11.2,1.7,24.6
E00048756,55.2,14.3,8.4,22.1
E00048757,60,13.6,3.6,22.9
E00048759,68.3,9.1,0.5,22
E00048761,73.4,8.3,0.9,17.4
E00048764,61.5,9.3,8.8,20.5
E00048767,58.7,17.4,4.6,19.3
E00048768,54.3,10.6,17.2,17.9
E00048773,63.5,14.8,3.5,18.3
E00048774,45.1,16.2,7.7,31
E00048775,64,6.8,4.8,24.4
E00048778,45.9,11.5,9,33.6
E00048781,50.8,6.7,15.8,26.7
E00048790,55.4,14.6,1.5,28.5
E00048791,59.6,9.9,1.9,28.6
E00048793,63.8,19.6,2.2,14.5
E00048797,51.4,10.8,2.7,35.1
E00048798,60.3,22.1,0,17.6
E00048799,56.8,16,3.7,23.5
E00048857,61.5,11.1,5.9,21.5
E00048858,59.3,20,2.1,18.6
E00048859,61.5,15.6,5.2,17.8
E00048860,89.7,4,0,6.3
E00048861,82,3,3.8,11.3
E00048862,77.8,4.6,1.9,15.7
E00048863,84.5,7.3,0.9,7.3
E00048864,82,4.5,2.3,11.3
E00048865,86.4,6.4,1.6,5.6
E00048866,83.6,6,1.7,8.6
E00048867,79.9,5.9,1.8,12.3
E00048868,72,8.8,3.2,16
E00048869,81.7,3.2,2.4,12.7
E00048870,87.9,4.3,1.7,6
E00048871,93.6,2.7,0,3.6
E00048872,83.1,3.2,5.6,8.1
E00048873,86.2,5.2,1.7,6.9
