geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00051763,42.1,40.5,8.3,9.1
E00051764,22.4,35.2,29.6,12.8
E00051766,41.4,44.8,1.4,12.4
E00051770,44.5,42.9,5.9,6.7
E00051797,53.7,40.7,2.4,3.3
E00051817,12.4,25.6,42.6,19.4
E00051818,54.9,38.3,0,6.8
E00051847,14.8,21.3,50.8,13.1
E00051848,66.4,23.3,0,10.3
E00051855,6.1,13.9,73.9,6.1
E00051856,27,21.7,37.4,13.9
E00051857,16.4,20,52.1,11.4
E00051858,18.2,29.8,34.7,17.4
E00051859,31.7,26.2,27.8,14.3
E00051860,22.8,23.6,40.2,13.4
E00051861,47.5,31.4,9.3,11.9
E00051862,26.2,20.1,43,10.7
E00051863,22.4,20.9,47.8,9
E00051867,15.7,19.1,56.9,8.3
E00051886,12.1,22.7,47.7,17.4
E00051887,31.4,28.5,13.1,27
E00051888,30.4,23.2,14.3,32.1
E00051889,6.5,2.6,83,7.8
E00051890,15.8,13.3,57.5,13.3
E00051891,20.8,12.5,49.2,17.5
E00051892,17.5,16.7,49.1,16.7
E00051893,15.3,20.6,49.6,14.5
E00051894,16.5,15.7,49.6,18.1
E00051895,6.3,1.8,84.8,7.1
E00051896,17.1,19.7,54.7,8.5
E00051897,13.2,7.4,69.4,9.9
E00051898,11.3,8.2,67.9,12.6
E00051899,24.8,24.1,18.6,32.4
E00051900,26.6,16.4,45.3,11.7
E00051902,25.2,7.3,54.5,13
E00051903,11.8,8.2,70.9,9.1
E00051904,7.8,7.8,70,14.4
E00051905,24.4,21.3,38.6,15.7
E00051906,25.4,18.5,42.3,13.8
E00051908,15.7,15.7,55.1,13.4
E00051909,23.1,14,52.9,9.9
E00051910,22,14.4,50,13.6
E00051911,25.6,21.8,33.1,19.5
E00051912,25.6,30.8,29.3,14.3
E00051913,19,11.6,62,7.4
E00051914,34.4,29.5,5.7,30.3
E00051915,27.9,50,0.7,21.3
E00051916,53.8,27.7,0.8,17.7
E00051917,22.3,17.9,15.2,44.6
E00051918,21,19,37,23
E00051919,31.8,43.5,2.4,22.4
E00051920,33.3,31.6,21.1,14
E00051921,43.5,20.2,21.8,14.5
E00051922,26.4,29.6,12.8,31.2
E00051923,26.4,20.9,10,42.7
E00051929,19.4,16.3,28.1,36.3
E00051930,14.5,25.5,49.1,10.9
E00051932,36.4,45.7,3.1,14.7
E00051933,17.2,9.4,59.4,14.1
E00051934,23.3,28.3,23.9,24.4
E00051935,15.4,24.8,43.6,16.2
E00051936,14,9.9,67.4,8.7
E00051937,12.8,20,55.2,12
E00051938,15.2,27.2,40.4,17.2
E00051939,31.7,16.2,42.3,9.9
E00051940,28.9,29.6,29.6,12
E00051941,9.2,20,60.5,10.3
E00051942,13.1,31.4,36.6,19
E00051943,9.6,11.9,38.4,40.1
E00051944,13.6,22.4,41.6,22.4
E00051947,21.1,17.9,44.7,16.3
E00051948,17.5,21.9,30.7,29.9
E00051949,24.1,21.4,38.4,16.1
E00051950,22.6,30.1,12.3,34.9
E00051951,29.5,33.6,9.8,27
E00051952,24.6,28.1,28.1,19.3
E00051954,50,28.4,6,15.5
E00051955,34.2,45.9,7.2,12.6
E00051956,17.1,21.6,52.3,9
E00051958,19.2,10.4,58.4,12
E00051959,27.8,22.6,38.3,11.3
E00051960,14,21.5,33.1,31.4
E00051961,21.4,29,28.3,21.4
E00051962,13.3,15.8,51.9,19
E00051963,26.2,27.8,31,15.1
E00051964,9.6,8.7,74.8,7
E00051965,32.1,24.5,34,9.4
E00051966,23,18.5,52.6,5.9
E00051967,49.6,25.9,13.7,10.8
E00051968,24.1,30.1,24.1,21.8
E00051969,33.1,20.2,39.5,7.3
E00051970,14.2,13.5,48,24.3
E00051971,35.6,25.8,2.3,36.4
E00051972,23.7,26.3,39.5,10.5
E00051973,27.4,24.4,31.9,16.3
E00051974,23.1,30.8,31.5,14.7
E00051975,9.1,10.2,69.3,11.4
E00051976,25.9,21.5,29.6,23
E00051977,14.3,15.1,52.4,18.3
E00051978,64.9,23.1,5.2,6.7
E00051979,48.5,30.7,9.8,11
E00051980,49.5,36.4,3.7,10.3
E00051981,6.9,3.1,80.2,9.9
E00051982,45.1,29.6,14.8,10.6
E00051983,28.6,27.1,32.1,12.1
E00051984,49.1,32.8,5.2,12.9
E00051985,1.7,0,94.8,3.5
E00051986,35.8,26.1,26.1,11.9
E00051987,20.5,18.9,41.7,18.9
E00051988,60.3,33.9,0,5.8
E00051989,33.3,29.3,30,7.3
E00051990,27.7,42,20.2,10.1
E00051991,39.5,38.7,8.1,13.7
E00051992,33.9,33.9,9.8,22.3
E00051993,27.7,4.3,61,7.1
E00051994,26.7,41.9,22.7,8.7
E00051995,25.4,36.8,26.3,11.4
E00051996,26,17.1,43.9,13
E00051997,25,19.1,45.6,10.3
E00051998,18.5,16.9,56.9,7.7
E00051999,8.8,9.5,72.3,9.5
E00052000,29.4,20.2,42,8.4
E00052001,16.3,18.6,56.6,8.5
E00052002,16.1,28.2,32.3,23.4
E00052003,63.3,28.6,3.4,4.8
E00052004,47.5,38.3,1.7,12.5
E00052005,21.4,16.2,51.9,10.4
E00052006,14.9,12.7,63.6,8.8
E00052008,18.6,30.7,32.9,17.9
E00052009,28.6,21.1,30.1,20.3
E00052010,23.1,23.1,41,12.8
E00052011,16.4,11.2,52.2,20.1
E00052012,16.9,17.5,42.9,22.7
E00052013,26.7,17.1,41,15.2
E00052016,32.6,28.7,17.8,20.9
