geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00051763,63.4,4.1,32.5
E00051764,57.7,3.7,38.6
E00051766,69.7,1.7,28.6
E00051770,58.1,5.8,36.1
E00051797,53.2,3.4,43.4
E00051817,52.7,5.5,41.8
E00051818,54.6,2.6,42.9
E00051847,51,7.5,41.5
E00051848,52.5,3,44.5
E00051855,49.2,4.5,46.4
E00051856,48.1,6.5,45.3
E00051857,59.5,5.3,35.2
E00051858,57.9,4.3,37.8
E00051859,50.6,3.8,45.6
E00051860,56.5,5.2,38.3
E00051861,57.5,5,37.5
E00051862,52.2,6.5,41.3
E00051863,52,3.2,44.8
E00051867,43.5,5.7,50.9
E00051886,46.4,4.9,48.7
E00051887,53.5,4,42.5
E00051888,50,5.6,44.4
E00051889,49.3,6.1,44.6
E00051890,45.6,3.7,50.7
E00051891,45.4,6.6,48
E00051892,59.1,5.5,35.4
E00051893,49.8,6.7,43.5
E00051894,48,4.5,47.6
E00051895,29.4,0,70.6
E00051896,48.9,4.6,46.6
E00051897,41.6,12.9,45.5
E00051898,33.1,7,59.9
E00051899,59.7,4.9,35.4
E00051900,56.1,6.4,37.5
E00051902,50.2,4.5,45.3
E00051903,37.2,2.3,60.5
E00051904,38.8,12.9,48.2
E00051905,46.1,5.3,48.6
E00051906,47.5,7.5,45
E00051908,48.8,2.9,48.3
E00051909,45.5,4.7,49.8
E00051910,49.8,7.3,42.9
E00051911,53.9,2.9,43.2
E00051912,66.2,2.3,31.5
E00051913,33.7,4,62.3
E00051914,49.5,3.7,46.8
E00051915,70.5,1.1,28.4
E00051916,53,2.7,44.3
E00051917,37.2,6.1,56.7
E00051918,45.5,5.2,49.3
E00051919,65.1,2.8,32.1
E00051920,53.5,3.1,43.5
E00051921,48.6,5,46.3
E00051922,53.6,5.3,41.1
E00051923,46.1,7,47
E00051929,55.5,6.3,38.2
E00051930,59.1,4.1,36.8
E00051932,55,3.6,41.4
E00051933,32.5,3.4,64.1
