geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00051763,19.8,33.9,21.5,24.8
E00051764,22.3,30.6,21.5,25.6
E00051766,31.3,29.9,13.9,25
E00051770,25,30.8,19.2,25
E00051797,22,46.6,13.6,17.8
E00051817,25.4,37.3,23,14.3
E00051818,20.3,46.6,14.3,18.8
E00051847,20.7,33.9,19,26.4
E00051848,22.4,46.9,15,15.6
E00051855,39.2,30,16.7,14.2
E00051856,26.7,37.1,16.4,19.8
E00051857,21.7,21,26.1,31.2
E00051858,33.3,25.4,24.6,16.7
E00051859,25.6,32,19.2,23.2
E00051860,24.6,33.3,19.8,22.2
E00051861,25.4,35.6,16.1,22.9
E00051862,27.2,31.8,21.2,19.9
E00051863,31.6,30.1,18.8,19.5
E00051867,43.9,28.8,12.7,14.6
E00051886,41.5,29.2,15.4,13.8
E00051887,30.7,25.5,11.7,32.1
E00051888,24.8,13.3,23.9,38.1
E00051889,41.2,35.3,16.3,7.2
E00051890,32.5,32.5,15,20
E00051891,25.8,30,17.5,26.7
E00051892,13.7,25.6,28.2,32.5
E00051893,25.8,25.8,18.9,29.5
E00051894,15,24.4,25.2,35.4
E00051895,74.8,21.6,0.9,2.7
E00051896,20.5,31.6,18.8,29.1
E00051897,30.4,34.4,12.8,22.4
E00051898,43.8,22.8,11.7,21.6
E00051899,23.5,28.9,18.1,29.5
E00051900,19.2,32.3,16.9,31.5
E00051902,17.9,28.5,26,27.6
E00051903,58.2,20.9,11.8,9.1
E00051904,48.4,26.4,15.4,9.9
E00051905,18.5,33.9,25.8,21.8
E00051906,17.7,22.3,20.8,39.2
E00051908,26.4,28.8,21.6,23.2
E00051909,30.5,28.8,16.1,24.6
E00051910,24,40.5,16.5,19
E00051911,20,33.1,20.8,26.2
E00051912,49.6,26,14.5,9.9
E00051913,39.5,42.9,9.2,8.4
E00051914,16.7,23.3,13.3,46.7
E00051915,24.4,41.2,19.8,14.5
E00051916,14.7,38,15.5,31.8
E00051917,18.7,16.8,17.8,46.7
E00051918,34.7,22.8,12.9,29.7
E00051919,21,34.7,23.4,21
E00051920,18.9,36.9,15.3,28.8
E00051921,32.3,30.6,14.5,22.6
E00051922,25.8,28.2,17.7,28.2
E00051923,22.6,22.6,16,38.7
E00051929,31.7,26.7,14.9,26.7
E00051930,17.3,23.6,22.7,36.4
E00051932,27.9,26.4,14,31.8
E00051933,53.4,24.4,11.5,10.7
E00051934,28,31.3,16.5,24.2
E00051935,19.7,22.1,23,35.2
E00051936,19.4,27.6,20,32.9
E00051937,16.7,22.2,19.8,41.3
E00051938,26.7,30,17.3,26
E00051939,26.6,29.4,18.9,25.2
E00051940,21.2,30.1,17.1,31.5
E00051941,14.6,34.6,19.5,31.4
E00051942,26.8,20.9,15.7,36.6
E00051943,33.3,20.7,17.8,28.2
E00051944,24.4,28.5,18.7,28.5
E00051947,29.8,19.4,13.7,37.1
E00051948,21.1,28.2,13.4,37.3
E00051949,15.9,28.3,16.8,38.9
