areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00108600,99,0.6,0.4
E00108705,99.6,0.4,0
E00108706,99.7,0.3,0
E00108707,99.6,0.4,0
E00108708,99.3,0.7,0
E00108709,99.3,0.7,0
E00108710,98.3,1.7,0
E00108717,98.1,1.9,0
E00108718,99.4,0.3,0.3
E00108719,99.4,0.6,0
E00108744,99.5,0.5,0
E00108746,98.5,1.5,0
E00108748,99.5,0.5,0
E00108749,100,0,0
E00108750,99.5,0.5,0
E00108751,98.4,1.6,0
E00108761,100,0,0
E00108765,99.1,0.9,0
E00108769,100,0,0
E00108770,98.4,1.6,0
E00109905,96.7,2.2,1.1
E00109906,93.7,6.3,0
E00109907,93.7,5.6,0.7
E00109908,97.6,2.4,0
E00109910,96.3,3.1,0.7
E00109911,90.4,9.3,0.3
E00109914,93.5,5.7,0.8
E00109915,93.6,5.4,1
E00109916,95.5,3.5,1
E00109917,97.2,2.5,0.3
E00109918,94.2,4.6,1.2
E00109919,95.4,3.6,0.9
E00109920,94.4,4.9,0.7
E00109921,97.8,1.8,0.3
E00109922,97.3,1.6,1.2
E00109923,95.1,4.5,0.4
E00109924,93.9,4.2,1.9
E00109925,93.9,5.7,0.3
E00109926,94.4,4.7,0.9
E00109927,96.2,3.8,0
E00109928,95.3,4.7,0
E00109929,94.9,4.1,1
E00109930,94.5,4.4,1.1
E00109931,96,3.1,0.8
E00109932,99.7,0.3,0
E00109933,97.9,2.1,0
E00109934,99.3,0.7,0
E00109937,99.3,0.7,0
E00109938,99.6,0.4,0
E00109939,100,0,0
E00109940,98.9,1.1,0
E00109941,99.4,0.6,0
E00109942,98.7,1.3,0
E00109943,100,0,0
E00109949,94.8,5.2,0
E00109950,85.8,10.8,3.4
E00109952,94.6,4.9,0.4
E00109954,88.7,10,1.3
E00109956,80.5,18,1.5
E00109958,84.6,12.5,2.9
E00109959,97,2.4,0.6
E00109961,85.9,10.6,3.5
E00109962,94.4,4.9,0.7
E00109963,91.7,8.3,0
E00109964,80.4,17.5,2.1
E00109965,94.8,4.2,0.9
E00109967,82.9,17.1,0
E00109968,82.4,16.3,1.2
E00109969,63.6,34.9,1.5
E00109972,81.9,14.9,3.2
E00109973,92.2,6.6,1.3
E00109974,87.3,11.4,1.2
E00109975,88.2,10.1,1.7
E00109976,97.5,2.1,0.4
E00109978,92.7,6.1,1.2
E00109979,90.8,8.7,0.5
E00109980,95.4,4,0.6
E00109981,96.6,2.3,1.1
E00109982,92.8,7.2,0
E00109983,96.7,2.7,0.6
E00109984,96.5,3.5,0
E00109985,98.3,1.7,0
E00109986,95.4,4.6,0
E00109987,97.2,2.8,0
E00109988,95.8,4.2,0
E00109989,97,2.4,0.6
E00109990,84.3,11.8,3.9
E00109991,98.9,1.1,0
E00109992,98,2,0
E00109993,97.5,2.2,0.3
E00109994,99.8,0.2,0
E00109995,99.2,0.8,0
E00109997,100,0,0
E00109998,97.9,1.8,0.3
E00109999,96.6,3.4,0
E00110000,99.3,0.7,0
E00110001,98.3,1,0.7
E00110002,98.9,1.1,0
E00110003,100,0,0
E00110004,98.2,1.5,0.3
E00110005,99.2,0.8,0
E00110006,96.4,2.5,1.1
E00110007,96.6,3,0.4
E00110008,99.1,0.9,0
E00110009,99.6,0.4,0
E00110010,93.5,3.9,2.6
E00110012,94.2,5.4,0.4
E00110013,98.7,1.3,0
E00110014,97,2.8,0.3
E00110015,99.4,0.6,0
E00110016,98.2,1.8,0
E00110017,98.8,0.3,0.9
E00110018,100,0,0
E00110019,99.6,0.4,0
E00110020,99.2,0.8,0
E00110021,98.7,0.7,0.7
E00110022,97.4,2.6,0
E00110023,98.7,1.3,0
E00110024,96.4,3.6,0
E00110025,98.8,1.2,0
E00110026,97.7,2,0.3
E00110027,97.4,2.6,0
E00110028,99,0.5,0.5
E00110029,99.5,0.5,0
E00110030,98.7,1.1,0.2
E00110031,98,2,0
E00110032,98.3,1.7,0
E00110033,98.6,1,0.5
E00110034,98,2,0
E00110035,99.3,0.7,0
E00110036,98.4,1.6,0
E00110037,100,0,0
E00110038,99.1,0.5,0.5
E00110039,99.5,0.5,0
E00110040,99.1,0.9,0
E00110042,91.8,6.2,2
E00110043,95.7,3.7,0.6
E00110044,95.2,3.9,1
E00110045,95.7,4,0.3
E00110046,96.5,3.5,0
E00110047,93.8,5.3,0.9
E00110048,91.8,6.9,1.3
E00110049,98.5,1.5,0
E00110050,95,4.5,0.5
E00110051,95.3,4.3,0.4
E00110052,90.9,8,1.1
E00110053,93.3,5.8,0.9
E00110054,98.6,1.4,0
E00110055,93.7,5.7,0.6
E00110056,98,1.3,0.7
E00110057,93.1,6.2,0.8
E00110058,94.4,3.9,1.7
E00110059,95.1,4.6,0.3
E00110060,95.9,2.4,1.7
E00110062,85.8,13.1,1.1
E00110063,92.7,6.9,0.4
E00110064,93.8,5,1.2
E00110067,87.2,12.2,0.6
E00110068,84.6,11.2,4.2
E00110069,93.1,6.9,0
E00110070,89.7,10.1,0.3
E00110071,93.4,6.6,0
E00110072,84,11.8,4.1
E00110073,92.7,6.2,1
E00110074,90.4,9.6,0
E00110075,91.9,8.1,0
E00110076,97.9,2.1,0
E00110077,79.5,16.4,4.1
E00110078,92,6.5,1.5
E00110079,98.2,1.8,0
E00110080,99.4,0.6,0
E00110081,95.3,4.7,0
E00110082,92.4,6.8,0.8
E00110083,91.1,8.9,0
E00110084,92.4,7.6,0
E00110085,95.1,4.9,0
E00110086,94.9,4.6,0.5
E00110088,96.9,3.1,0
E00110089,95.8,3.9,0.3
E00110090,95.1,4.9,0
E00110091,95.7,3,1.3
E00110092,98.3,1.4,0.3
E00110093,95.9,3.7,0.3
E00110094,92,6.5,1.5
E00110095,95,4.7,0.3
E00110096,94.1,5.9,0
E00110097,90.7,7.5,1.7
E00110098,94.3,4.9,0.8
E00110099,96.4,3.3,0.3
E00110100,94,5.5,0.6
E00110101,98.3,1.7,0
E00110102,97.2,2.8,0
E00110103,96.3,2.3,1.4
E00110104,97.3,1.3,1.3
E00110105,98.7,1.3,0
E00110106,96.6,3.4,0
E00110107,97.7,1.3,1
E00110108,100,0,0
E00110109,100,0,0
E00110110,95.2,4.8,0
E00110111,98.9,1.1,0
E00110112,98.2,1.4,0.5
E00110113,99.6,0.4,0
E00110114,98.4,1.3,0.3
E00110115,97.1,2.5,0.3
E00110116,94,5.8,0.2
E00110123,93.3,5.4,1.2
E00110124,89,9.5,1.4
E00110125,91.6,8.2,0.2
E00110126,96.9,3.1,0
E00110127,85.5,14.5,0
E00110128,95.8,3.3,0.9
E00110129,73,26.3,0.7
E00110130,89,10.7,0.3
E00110132,96.3,3.4,0.3
E00110133,93.3,5.9,0.7
E00110134,93.3,5.9,0.8
E00110136,92.6,5,2.4
E00110137,89,9.3,1.7
E00110139,87.9,8.7,3.4
E00110140,95.9,3.6,0.6
E00110142,92.6,5.6,1.9
E00110144,89.9,9.1,1
E00110145,79.5,9.6,11
E00110146,73.3,22.5,4.2
E00110147,86.4,12,1.6
E00110148,83,15.8,1.2
E00110149,78.6,18.5,2.9
E00110150,83,14.5,2.5
E00110152,87.1,9.1,3.8
E00110153,88.2,9.5,2.4
E00110154,92.6,7.1,0.3
E00110156,87.1,12.1,0.8
E00110157,78.1,19.3,2.6
E00110158,88.6,9.4,1.9
E00110159,92.8,5.6,1.6
E00110160,91,8.5,0.4
E00110161,94.6,5,0.4
E00110162,89.3,9.2,1.5
E00110163,100,0,0
E00110165,90.4,9.3,0.3
E00110166,88.3,10.3,1.5
E00110167,91.3,8.2,0.6
E00110168,98.7,0.9,0.3
E00110169,96.8,3.2,0
E00110170,97,2.3,0.7
E00110171,99.6,0,0.4
E00110172,95.2,4.8,0
E00110173,95.9,4.1,0
E00110174,97.2,2.8,0
E00110175,98.6,1.4,0
E00110176,96,4,0
E00110177,96.1,3.9,0
E00110178,99.3,0.7,0
E00110179,94.4,5.2,0.3
E00110180,96.9,3.1,0
E00110181,95.1,4.9,0
E00110182,95.7,4,0.3
E00110183,99,1,0
E00110184,93.5,5.9,0.6
E00110185,95.5,3.8,0.7
E00110186,99.6,0.4,0
E00110187,95.1,4.9,0
E00110188,93.9,5.3,0.8
E00110189,97.5,2.5,0
E00110190,96,3.2,0.8
E00110191,97.8,1.2,0.9
E00110192,95.7,3.6,0.7
E00110195,99.4,0.6,0
E00110196,98.8,1.2,0
E00110197,99.2,0.4,0.4
E00110202,88.9,9.2,1.8
E00110203,89.9,8.3,1.8
E00110204,80.3,19.3,0.4
E00110205,89.3,9.3,1.5
E00110206,89.1,10.9,0
E00110207,84.1,12.6,3.3
E00110208,88.9,9,2.1
E00110209,93,7,0
E00110210,90,7.7,2.3
E00110211,90.8,7.9,1.3
E00110212,86.6,12.1,1.3
E00110213,88.2,9.9,1.9
E00110214,85.8,13.6,0.6
E00110215,87.8,11.6,0.6
E00110216,89.8,10,0.2
E00110217,87.2,10.4,2.4
E00110218,79.7,18.3,2
E00110219,91.6,7.4,1
E00110220,83.6,14.8,1.6
E00110222,86.7,9.4,3.9
E00110223,90.2,7.6,2.2
E00110224,88.6,10.1,1.3
E00110225,92.9,5.7,1.4
E00110226,86.8,12.2,1
E00110227,93.6,5.5,0.9
E00110228,90.8,7.7,1.5
E00110229,96.7,2.8,0.5
E00110230,92.4,5.9,1.7
E00110231,93.7,5.4,1
E00110232,85.7,12.4,1.9
E00110233,95.6,4.4,0
E00110234,97.3,2.5,0.2
E00110235,71.6,23.7,4.7
E00110236,80.6,15.7,3.7
E00110237,95.8,3.3,0.8
E00110238,99.6,0.4,0
E00110239,95.4,4.1,0.4
E00110240,92.5,6.4,1.1
E00110241,93.1,6.5,0.4
E00110242,92.2,6.7,1.1
E00110243,96.9,2.1,1
E00110244,90.5,7.3,2.2
E00110245,88.5,9.4,2.2
E00110246,95.3,4.3,0.3
E00110247,91,7.5,1.6
E00110248,91,7.5,1.5
E00110249,91.4,6.5,2.2
E00110250,99.2,0.3,0.5
E00110251,93.1,5.6,1.3
E00110252,88.2,8.9,2.9
E00110253,92.8,6.6,0.6
E00110254,90.3,8.2,1.5
E00110255,98,1.2,0.8
E00110256,91.2,8.3,0.6
E00110257,93.9,5.4,0.7
E00110258,89.4,9.2,1.4
E00110259,91.3,7.9,0.8
E00110260,88.4,10.3,1.2
E00110261,87.9,8.8,3.3
E00110262,96.9,2.3,0.8
E00110263,98.1,1.9,0
E00110264,97.5,2.5,0
E00110265,97.2,2.5,0.4
E00110266,96.2,3.8,0
E00110267,98.6,1.4,0
E00110268,94,4,2
E00110269,96.1,3.9,0
