areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00108600,97.6,2.4
E00108705,96.4,3.6
E00108706,95.2,4.8
E00108707,97.9,2.1
E00108708,97.1,2.9
E00108709,95,5
E00108710,97.6,2.4
E00108717,90.8,9.2
E00108718,95.4,4.6
E00108719,97.1,2.9
E00108744,95.5,4.5
E00108746,92.1,7.9
E00108748,94.8,5.2
E00108749,92.1,7.9
E00108750,94.7,5.3
E00108751,92.2,7.8
E00108761,96.4,3.6
E00108765,96.5,3.5
E00108769,95.5,4.5
E00108770,91.4,8.6
E00109905,89.3,10.7
E00109906,87.2,12.8
E00109907,82.9,17.1
E00109908,90.1,9.9
E00109910,92.1,7.9
E00109911,81,19
E00109914,85.4,14.6
E00109915,84,16
E00109916,90.8,9.2
E00109917,86.7,13.3
E00109918,88.6,11.4
E00109919,89.1,10.9
E00109920,90.3,9.7
E00109921,92.8,7.2
E00109922,90.5,9.5
E00109923,87.3,12.7
E00109924,86.2,13.8
E00109925,87.3,12.7
E00109926,86,14
E00109927,92.4,7.6
E00109928,88.8,11.2
E00109929,82.3,17.7
E00109930,88.2,11.8
E00109931,87.4,12.6
E00109932,96.6,3.4
E00109933,95.2,4.8
E00109934,96.6,3.4
E00109937,95.3,4.7
E00109938,92.6,7.4
E00109939,94.7,5.3
E00109940,95.1,4.9
E00109941,95.7,4.3
E00109942,94.5,5.5
E00109943,94.6,5.4
E00109949,84.5,15.5
E00109950,70.8,29.2
E00109952,82.3,17.7
E00109954,76.3,23.7
E00109956,68.5,31.5
E00109958,71.7,28.3
E00109959,81.9,18.1
E00109961,81.8,18.2
E00109962,85.5,14.5
E00109963,84.5,15.5
E00109964,70.4,29.6
E00109965,84.3,15.7
E00109967,67.3,32.7
E00109968,74.6,25.4
E00109969,51.2,48.8
E00109972,71.6,28.4
E00109973,83.3,16.7
E00109974,73.7,26.3
E00109975,77.4,22.6
E00109976,91.5,8.5
E00109978,82,18
E00109979,81,19
E00109980,88.2,11.8
E00109981,89.5,10.5
E00109982,84.9,15.1
E00109983,88.4,11.6
E00109984,89.3,10.7
E00109985,89.1,10.9
E00109986,87.3,12.7
E00109987,91.6,8.4
E00109988,88.8,11.3
E00109989,90.9,9.1
E00109990,73,27
E00109991,92.8,7.2
E00109992,95.5,4.5
E00109993,92.1,7.9
E00109994,94.8,5.2
E00109995,93.7,6.3
E00109997,95.4,4.6
E00109998,92.8,7.2
E00109999,90.9,9.1
E00110000,92.6,7.4
E00110001,95,5
E00110002,95.6,4.4
E00110003,95.5,4.5
E00110004,91.7,8.3
E00110005,93.2,6.8
E00110006,89.1,10.9
E00110007,91.6,8.4
E00110008,96.3,3.7
E00110009,95.8,4.2
E00110010,87,13
E00110012,84.9,15.1
E00110013,93.9,6.1
E00110014,93.9,6.1
E00110015,94.7,5.3
E00110016,92.8,7.2
E00110017,93.9,6.1
E00110018,95.2,4.8
E00110019,94.4,5.6
E00110020,96.2,3.8
E00110021,97.1,2.9
E00110022,93.5,6.5
E00110023,94.8,5.2
E00110024,90.6,9.4
E00110025,93.6,6.4
E00110026,94.6,5.4
E00110027,94.6,5.4
E00110028,96.2,3.8
E00110029,96.4,3.6
E00110030,95.8,4.2
E00110031,93.1,6.9
E00110032,95.5,4.5
E00110033,94.5,5.5
E00110034,95.8,4.2
E00110035,97.8,2.2
E00110036,93.9,6.1
E00110037,98.3,1.7
E00110038,93.1,6.9
E00110039,93.6,6.4
E00110040,90.4,9.6
E00110042,80.4,19.6
E00110043,90.3,9.7
E00110044,87.8,12.2
E00110045,88.6,11.4
E00110046,93.6,6.4
E00110047,90.3,9.7
E00110048,83.8,16.3
E00110049,94.1,5.9
E00110050,90,10
E00110051,87.5,12.5
E00110052,83.7,16.3
E00110053,85.5,14.5
E00110054,93.8,6.2
E00110055,85.5,14.5
E00110056,93.7,6.3
E00110057,85.6,14.4
E00110058,91.9,8.1
E00110059,85.6,14.4
E00110060,92.7,7.3
E00110062,81.5,18.5
E00110063,82,18
E00110064,86.3,13.8
E00110067,63.7,36.3
E00110068,72.7,27.3
