areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00108600,6.2,35.4,37.9,20.5
E00108705,6.3,39.6,38.7,15.3
E00108706,6.1,31.3,42.7,19.8
E00108707,9.5,43.1,37.9,9.5
E00108708,5.5,36.2,41.7,16.5
E00108709,0,42,34,24
E00108710,5,40.6,37.6,16.8
E00108717,7.3,48.9,32.8,10.9
E00108718,6.3,41,38.2,14.6
E00108719,11.8,48,29.1,11
E00108744,6.5,33.7,40.2,19.6
E00108746,2.4,37.3,36.1,24.1
E00108748,9.4,54.7,30.2,5.7
E00108749,2.7,27,40.5,29.7
E00108750,3.6,28.9,38.6,28.9
E00108751,5.1,35.6,47.5,11.9
E00108761,8,38.7,40.9,12.4
E00108765,12.2,28.4,35.1,24.3
E00108769,5.6,16.7,46.3,31.5
E00108770,7.1,32.1,41,19.9
E00109905,14.4,37.5,35.6,12.5
E00109906,11.1,46,31.7,11.1
E00109907,18.8,41.1,29.5,10.7
E00109908,40.6,36.8,16.5,6
E00109910,8.8,44,34.4,12.8
E00109911,25.2,39,27.6,8.1
E00109914,28.3,31.9,29.2,10.6
E00109915,17.6,42.9,27.7,11.8
E00109916,11.4,45.5,30.3,12.9
E00109917,18.7,29,33.6,18.7
E00109918,13.6,41.7,37.1,7.6
E00109919,18.3,48.3,21.7,11.7
E00109920,18.2,38.2,34.5,9.1
E00109921,20.8,38.5,32.3,8.5
E00109922,19.8,50,23.3,6.9
E00109923,25.2,45.7,22.2,7
E00109924,16.8,38,35.8,9.5
E00109925,13.8,53.6,26.8,5.8
E00109926,11.4,53.7,26.8,8.1
E00109927,18.9,43.2,31.8,6.1
E00109928,12.8,38.5,36.7,11.9
E00109929,27.6,51.9,14.7,5.8
E00109930,20.8,50,23.1,6.2
E00109931,8.5,48.9,29.8,12.8
E00109932,4.5,27.3,45.5,22.7
E00109933,9.8,33.9,36.6,19.6
E00109934,6.3,34.2,37.8,21.6
E00109937,4.8,27.6,53.3,14.3
E00109938,0,32.4,55.9,11.7
E00109939,0,22.4,61.2,16.3
E00109940,4.3,30.8,41,23.9
E00109941,18.9,36.5,36.5,8.1
E00109942,7.4,23,49.2,20.5
E00109943,6.3,32.8,33.6,27.3
E00109949,43.3,40,14.2,2.5
E00109950,21.8,42.9,30.3,5
E00109952,20.3,61.9,12.7,5.1
E00109954,47.5,42.2,7.8,2.5
E00109956,36.9,48.2,13.1,1.8
E00109958,64.2,30.3,4.8,0.6
E00109959,51.7,39,8.5,0.8
E00109961,26.3,50,21.8,1.9
E00109962,31.2,48,18.4,2.4
E00109963,17.9,39.3,33.1,9.7
E00109964,56.8,36,6.5,0.7
E00109965,23.8,55.5,17.7,3
E00109967,36.1,49.3,12.5,2.1
E00109968,49.6,43.7,5.2,1.5
E00109969,43.2,50.8,5.1,0.8
E00109972,39.5,48.8,11,0.6
E00109973,14.9,57.4,23.4,4.3
E00109974,33.8,52.3,11.5,2.3
E00109975,31.9,51.4,15.7,1
E00109976,18.3,53.3,22.5,5.8
E00109978,16.8,47.7,26.2,9.4
E00109979,57.8,33.6,8.6,0
E00109980,6.8,45.1,40.6,7.5
E00109981,15.7,49.6,26.1,8.7
E00109982,20.3,44.9,24.6,10.2
E00109983,14.3,40,37.1,8.6
E00109984,17.9,49.6,26.8,5.7
E00109985,10.8,53.2,27,9
E00109986,9.7,36.3,41.1,12.9
E00109987,8.9,57.3,23.4,10.5
E00109988,13.2,46.3,30.6,9.9
E00109989,3.1,55.4,32.3,9.2
E00109990,36.4,42.9,16.4,4.3
E00109991,1.9,22.4,50,25.6
E00109992,2.7,24.7,39.7,32.9
E00109993,11.4,50.3,24,14.3
E00109994,5.1,32.1,39.7,23.1
E00109995,4.3,25,50,20.7
E00109997,5.8,26.7,41.7,25.8
E00109998,0,21.6,34.5,44
E00109999,12.3,54.1,23.8,9.8
E00110000,0.8,28.8,44.1,26.3
E00110001,9.7,54.5,21.6,14.2
E00110002,15,45.7,32.3,7.1
E00110003,7.8,33,31.1,28.2
E00110004,5.7,29.8,41.1,23.4
E00110005,5,33.7,40.6,20.8
E00110006,6.7,33.5,35.8,24
E00110007,12.1,36.4,39.4,12.1
E00110008,11.8,38.2,34,16
E00110009,8,42.8,41.3,8
E00110010,23.6,43.4,21.7,11.3
E00110012,17.7,42.7,25,14.6
E00110013,15.2,48.3,26.2,10.3
E00110014,11.6,39.5,37.4,11.6
E00110015,5.6,23.1,43.4,28
E00110016,4.2,28.2,33.1,34.5
E00110017,16,29.8,36.6,17.6
E00110018,8.3,34.8,41.4,15.5
E00110019,3.7,32.1,45,19.3
E00110020,9.4,36.8,33,20.8
E00110021,3.5,23.9,45.1,27.4
E00110022,5.7,35.1,37.4,21.8
E00110023,3.5,20.3,41.9,34.3
E00110024,8.2,32.8,40.2,18.9
E00110025,8.7,34.7,45.2,11.4
E00110026,4.2,34.5,49.6,11.8
E00110027,10.7,36.1,43.4,9.8
E00110028,17,43.6,27.7,11.7
E00110029,9.2,26.3,32.9,31.6
E00110030,7.1,29,38.3,25.7
E00110031,13.9,28.7,34.3,23.1
E00110032,7.7,34.6,33.7,24
E00110033,12.9,36.6,30.1,20.4
E00110034,5.6,30.4,39.2,24.8
E00110035,6.8,36.8,33.8,22.6
E00110036,0.8,33.6,38.9,26.7
E00110037,7.3,31.5,35.5,25.8
E00110038,9,25.8,34.8,30.3
E00110039,6.7,20.6,38.8,33.9
E00110040,8.7,30.4,39.1,21.7
E00110042,15.2,40,32.4,12.4
E00110043,21.5,32.6,31.9,14.1
E00110044,29.6,38.3,26.1,6.1
E00110045,12.7,46,28.7,12.7
E00110046,37,45.4,13.9,3.7
E00110047,32.4,42.6,14,11
E00110048,38.5,44.6,13.1,3.8
E00110049,13.3,48.9,28.1,9.6
E00110050,29.2,40.7,24.8,5.3
E00110051,40.9,40.2,12.6,6.3
E00110052,26.9,49,17.3,6.7
E00110053,26.4,44.6,24.8,4.1
E00110054,18.1,37.9,33.6,10.3
E00110055,10.1,43,34.2,12.8
E00110056,34.1,39.9,20.3,5.8
E00110057,17.2,43,28.9,10.9
E00110058,34.7,32.2,28.1,5
E00110059,17,48.2,30.5,4.3
E00110060,13.2,50.4,27.1,9.3
E00110062,14.1,56.4,23.1,6.4
E00110063,29,45.5,23.4,2.1
E00110064,10.6,54.8,26.9,7.7
E00110067,23.5,48.1,22.2,6.2
E00110068,23.7,55.9,17.2,3.2
E00110069,8.2,34.7,41.8,15.3
E00110070,35.4,29.1,26.8,8.7
E00110071,19.2,48.9,26.4,5.5
E00110072,44.5,46.1,9.4,0
E00110073,17.9,62.2,16,3.8
E00110074,29.7,56.8,12.2,1.4
E00110075,15.6,52.3,27.5,4.6
E00110076,6.6,44,37.4,12.1
E00110077,36.7,55.6,7.8,0
E00110078,18,54,26,2
E00110079,12.7,47.1,26.5,13.7
E00110080,6.3,25.4,47.6,20.6
E00110081,30.5,41.5,21.2,6.8
E00110082,11.3,30.2,35.8,22.6
E00110083,12.7,30.9,41.8,14.5
E00110084,11.5,36.5,42.3,9.6
E00110085,10.2,28.6,36.7,24.5
E00110086,8.6,49.7,33.8,7.9
E00110088,10.4,34.3,38.8,16.4
E00110089,9.7,41.4,37.2,11.7
E00110090,7.3,37.9,40.3,14.5
E00110091,17.7,45.2,27.4,9.7
E00110092,6.9,29.9,39.6,23.6
E00110093,21.7,33.3,34.1,10.9
E00110094,26.7,51.1,16.3,5.9
