geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00083429,91.8,5.5,2.7
E00083430,92.8,6.3,0.8
E00083431,86.4,10.1,3.6
E00083432,81.4,11.1,7.4
E00083433,90.7,7.9,1.4
E00083434,92.4,5.9,1.7
E00083435,87.3,9.2,3.5
E00083436,90.8,8.3,0.9
E00083437,88.7,8.8,2.5
E00083438,92.7,5.4,1.9
E00083439,78.9,5.6,15.5
E00083440,92.3,5.5,2.3
E00083441,86.5,11.7,1.8
E00083442,83.8,11.3,5
E00083443,88.7,10,1.3
E00083444,86.9,9.7,3.3
E00083445,88.1,10.2,1.7
E00083446,91.5,7.3,1.2
E00083447,85.9,11.3,2.8
E00083448,93.9,5.8,0.3
E00083449,87.3,7.8,4.8
E00083450,92,5.1,2.9
E00083451,91.4,6.8,1.8
E00083452,93,4.9,2.1
E00083453,83.4,11.4,5.1
E00083454,86.5,10.4,3.1
E00083455,81,17.7,1.3
E00083456,91.6,6.3,2.1
E00083457,82.9,11,6.1
E00083458,86.9,10.5,2.6
E00083459,89.9,6.2,3.9
E00083460,87.4,9,3.6
E00083461,91.5,5.9,2.6
E00083462,88.2,8.2,3.7
E00083463,87.2,8.9,3.9
E00083464,89.5,8.2,2.3
E00083465,93.3,5,1.8
E00083466,85.7,8.5,5.9
E00083467,90.6,6.9,2.6
E00083468,75.2,15.5,9.3
E00083469,83.5,10.9,5.6
E00083470,91.5,7,1.5
E00083471,81.4,11.2,7.4
E00083472,89.5,7.8,2.7
E00083473,95.5,3.7,0.8
E00083474,93.2,5.7,1
E00083475,90.5,7.3,2.1
E00083476,90.6,7.6,1.8
E00083477,87.6,9.9,2.5
E00083478,90.2,7.6,2.3
E00083480,87.1,10,2.9
E00083481,93.4,5.1,1.5
E00083482,87.8,10.3,1.9
E00083483,90.1,7.1,2.7
E00083484,88.9,7.6,3.5
E00083485,88.2,8.9,2.9
E00083486,89.9,8.5,1.6
E00083487,87.2,9.7,3.1
E00083488,79.6,14.8,5.6
E00083489,89.8,9.2,1
E00083490,92,8,0
E00083491,87,9.1,3.9
E00083492,92.8,5.2,2.1
E00083493,88.9,9.4,1.7
E00083494,88.9,8.2,2.9
E00083495,91.7,7.4,0.8
E00083496,91.7,6.2,2.2
E00083497,89.9,8.8,1.3
E00083498,84.9,12,3.1
E00083609,87.6,9.7,2.7
E00083610,88.3,9.5,2.2
E00083611,83.7,11.1,5.2
E00083614,86,12.2,1.8
E00083621,87.1,9.6,3.2
E00083622,81.8,12.5,5.8
E00083623,86.1,10.8,3
E00083624,80.5,14.5,5.1
E00083658,89,8.7,2.3
E00083659,85.3,11.6,3.2
E00083660,89.6,9,1.4
E00083661,89.9,8.9,1.2
E00083662,95.1,3.9,1
E00083663,86.6,10.8,2.6
E00083664,87.2,10.9,1.8
E00083665,86.7,10,3.2
E00083666,80,15.3,4.7
E00083667,82.5,12.9,4.6
E00083668,83.4,11.4,5.2
E00083670,87.7,10.9,1.4
E00083671,89.6,8.7,1.8
E00083672,83.8,10.8,5.4
E00083673,87.6,10.1,2.3
E00083674,89.8,7.7,2.6
E00083675,90.8,6.9,2.2
E00083676,90.6,8.2,1.2
E00083677,79.5,15.5,4.9
E00083678,75.5,19.6,4.9
E00083679,82.8,12.3,4.9
E00083695,88.4,9,2.6
E00083696,77.5,14.3,8.2
E00083698,86.8,10.6,2.5
E00083699,93.4,6.3,0.3
E00083700,87.3,11.3,1.3
E00083701,89.2,8.7,2.2
E00083708,90.6,6.2,3.2
E00083716,88.5,9.8,1.6
E00083717,89.8,8.1,2.1
E00083718,86,10.3,3.7
E00083719,85.5,10,4.4
E00083720,90.9,8.1,1.1
E00083721,87.4,9.5,3.2
E00083724,91.4,7.9,0.7
E00083725,87.8,10.7,1.5
E00083726,85.9,10.6,3.5
E00083727,92.2,6.2,1.6
E00083728,90.7,7.7,1.5
E00083729,88.8,8.9,2.3
E00083730,84.6,11.7,3.6
E00083735,87.2,9,3.8
E00083736,88.2,9.3,2.5
E00083737,86.7,8.3,5
E00083738,75.6,18.5,5.9
E00083739,89.3,8,2.7
E00083756,92.3,5.9,1.9
E00083757,80.1,14.2,5.6
E00083758,92.4,5.6,2
E00083760,84,10,6
E00083761,84.1,10.9,4.9
E00083762,87.5,8.6,3.9
E00083763,75.8,13.6,10.6
E00083765,83.9,12.7,3.5
E00083766,78.3,15,6.7
E00083769,92.1,7,0.8
E00083772,90.5,7.7,1.8
E00083773,90.9,7.3,1.8
E00083774,90.6,6.9,2.6
E00083775,92.6,5.8,1.6
E00083776,83.7,13.1,3.2
E00083777,69.4,19.8,10.8
E00083778,85.8,12.2,2
E00083779,85.4,9.7,4.9
E00083780,88.7,9.2,2.1
E00083797,82.9,11,6.1
E00083798,88.8,9.9,1.2
E00083799,87,10.1,2.9
E00083800,84.5,12.4,3
E00083801,75.7,16,8.4
E00083802,91.3,7.2,1.5
E00083803,87.5,9.3,3.3
E00083804,89.5,8.6,1.9
E00083805,88.7,8.5,2.7
E00083806,94.7,3.5,1.8
E00083807,76.7,8,15.3
E00083808,90,7.7,2.3
E00083809,93.1,5.8,1.2
E00083810,89.8,7.8,2.4
E00083811,90.3,6.3,3.4
E00083812,83.9,10.3,5.8
E00083813,85.3,11.3,3.3
E00083814,83,13.9,3.1
E00083815,81,15.2,3.9
E00083816,84.7,11.5,3.8
E00083817,81.5,13.8,4.7
E00083818,89.8,8.3,1.9
E00083819,87.3,10.4,2.3
E00084161,88.5,8.1,3.5
E00084171,90.5,8.1,1.4
E00090005,84.5,11.9,3.6
E00090006,88.5,10,1.4
E00090007,91.7,5.7,2.6
E00090009,86.4,9.6,4
E00090010,88.1,8.6,3.3
E00090029,70.6,18.2,11.2
E00090033,82.9,14.4,2.7
E00090034,77.5,14.9,7.6
E00090035,84,12,4
E00090036,84.2,14.4,1.4
E00090037,83.5,11.2,5.3
E00090038,67,19.8,13.2
E00090039,82.7,11.4,5.9
E00090040,78.9,15.6,5.5
E00090041,83.3,13.4,3.3
E00090045,82.2,11.6,6.2
E00090046,89.9,7.3,2.8
E00090047,79.3,17.1,3.5
E00090048,91.7,6.4,1.9
E00090049,89.2,8.8,2
E00090050,89.7,8.2,2.1
E00090051,86.8,11.1,2.1
E00090052,92,6.8,1.3
E00090053,81.5,15,3.5
E00090054,78.6,15.9,5.4
E00090055,84.4,12.5,3.1
E00090056,86.2,8.5,5.3
E00090057,74.5,19.3,6.1
E00090060,83.2,11.2,5.6
E00090061,83.7,11.1,5.1
