geography_code,in_full_time_education-001,in_full_time_education-002
E00083429,23.6,76.4
E00083430,16.2,83.8
E00083431,14.8,85.2
E00083432,11.1,88.9
E00083433,19.5,80.5
E00083434,25.3,74.7
E00083435,15.5,84.5
E00083436,20.5,79.5
E00083437,17.7,82.3
E00083438,18.3,81.7
E00083439,15,85
E00083440,16.1,83.9
E00083441,18.9,81.1
E00083442,28.8,71.2
E00083443,18.4,81.6
E00083444,22.5,77.5
E00083445,21.1,78.9
E00083446,26.2,73.8
E00083447,14.8,85.2
E00083448,20.4,79.6
E00083449,15.2,84.8
E00083450,19.3,80.7
E00083451,22.8,77.2
E00083452,18.8,81.2
E00083453,12.3,87.7
E00083454,8.8,91.2
E00083455,13.8,86.2
E00083456,18,82
E00083457,14,86
E00083458,16.6,83.4
E00083459,17.6,82.4
E00083460,17.8,82.2
E00083461,18.8,81.2
E00083462,16.1,83.9
E00083463,11.3,88.7
E00083464,18.4,81.6
E00083465,19.9,80.1
E00083466,20.5,79.5
E00083467,18.6,81.4
E00083468,20.6,79.4
E00083469,24.2,75.8
E00083470,12.9,87.1
E00083471,13.2,86.8
E00083472,15.2,84.8
E00083473,23.6,76.4
E00083474,18.8,81.2
E00083475,18.2,81.8
E00083476,10.3,89.7
E00083477,19.7,80.3
E00083478,23.4,76.6
E00083480,18.3,81.7
E00083481,21.7,78.3
E00083482,26.1,73.9
E00083483,25.6,74.4
E00083484,21.5,78.5
E00083485,20.1,79.9
E00083486,23.6,76.4
E00083487,17.8,82.2
E00083488,10.1,89.9
E00083489,16.5,83.5
E00083490,17.6,82.4
E00083491,13.5,86.5
E00083492,24.7,75.3
E00083493,16,84
E00083494,20.5,79.5
E00083495,19.2,80.8
E00083496,21.1,78.9
E00083497,17.1,82.9
E00083498,21.9,78.1
E00083609,22.6,77.4
E00083610,23.7,76.3
E00083611,19.5,80.5
E00083614,19.3,80.7
E00083621,19.2,80.8
E00083622,19.4,80.6
E00083623,21.3,78.7
E00083624,20.9,79.1
E00083658,16.3,83.7
E00083659,24.6,75.4
E00083660,21.3,78.7
E00083661,20.2,79.8
E00083662,26.5,73.5
E00083663,19.6,80.4
E00083664,22.9,77.1
E00083665,20.8,79.2
E00083666,27,73
E00083667,18.7,81.3
E00083668,22.8,77.2
E00083670,23.9,76.1
E00083671,21.6,78.4
E00083672,24.6,75.4
E00083673,18.8,81.2
E00083674,24,76
E00083675,22.3,77.7
E00083676,24,76
E00083677,8.8,91.2
E00083678,20.5,79.5
E00083679,13,87
E00083695,17,83
E00083696,18.9,81.1
E00083698,14.9,85.1
E00083699,21.3,78.7
E00083700,23.8,76.2
E00083701,9.7,90.3
E00083708,16.2,83.8
E00083716,10.3,89.7
E00083717,17.7,82.3
E00083718,19.4,80.6
E00083719,28.3,71.7
E00083720,17.3,82.7
E00083721,12.2,87.8
E00083724,16.5,83.5
E00083725,15.8,84.2
E00083726,23.7,76.3
E00083727,17.6,82.4
E00083728,18.2,81.8
E00083729,23.4,76.6
E00083730,16.2,83.8
E00083735,16.4,83.6
E00083736,12,88
