areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00139395,54.1,31.2,6.4,8.3
E00139396,20,53,23.5,3.5
E00139397,38.7,42.3,16.2,2.8
E00139398,23.4,38.7,28.8,9
E00139399,46.7,35.3,12.7,5.3
E00139400,20.9,42.6,24.3,12.2
E00139401,8.3,47.9,29.8,14
E00139402,41.6,36.3,17.7,4.4
E00139403,35.3,41.8,17.6,5.3
E00139404,35.6,47,14.4,3
E00139405,40.5,34.5,21.6,3.4
E00139406,40.8,40.8,15,3.3
E00139407,27.3,52.9,16.5,3.3
E00139408,34.1,43.1,21.1,1.6
E00139409,31.4,52.1,9.9,6.6
E00139410,34,40.5,18.3,7.2
E00139411,16,42.6,30.9,10.6
E00139412,25.2,49.5,20.7,4.5
E00139413,43.1,39.7,12.9,4.3
E00139414,37.4,40.4,16.2,6.1
E00139415,19.7,46.5,27.6,6.3
E00139416,11.7,55,26.1,7.2
E00139417,32,49.2,16.4,2.5
E00139419,32.8,46.9,16.4,3.9
E00139420,32.8,49.1,13.8,4.3
E00139421,35.4,45.4,14.6,4.6
E00139422,35.8,38.4,22.1,3.7
E00139424,32.8,49,14.6,3.6
E00139425,28.8,53.8,14.7,2.6
E00139427,21.2,48.5,27.3,3
E00139429,6.9,41.4,43.1,8.6
E00139430,14.5,49.6,28.2,7.6
E00139431,21.2,48.1,24.4,6.4
E00139432,23.4,55.1,20.6,0.9
E00139433,17.7,57.8,21.8,2.7
E00139434,29.7,43.2,26.1,0.9
E00139435,14.8,35.2,38.9,11.1
E00139436,37.2,39.7,17.4,5.8
E00139437,32.8,36.7,23.4,7
E00139438,12.4,46.3,33.9,7.4
E00139439,3.5,49.6,36.5,10.4
E00139440,14.2,40.7,35.4,9.7
E00139443,5.9,31.9,48.9,13.3
E00139445,10.8,35.4,40.8,13.1
E00139448,6.3,32.3,43.3,18.1
E00139450,4.9,40.2,36.1,18.9
E00139451,0.9,23.3,50,25.9
E00139453,3.8,41.2,38.9,16
E00139454,6.7,34.5,48.7,10.1
E00139457,10.6,61,21.1,7.3
E00139458,8.9,55.3,24.4,11.4
E00139460,16.9,47.8,25.7,9.6
E00139462,13.2,48.8,30.6,7.4
E00139464,14.7,53.5,23.3,8.5
E00139465,5.9,52.5,31.4,10.2
E00139468,34.9,42.1,20.6,2.4
E00139483,50.8,39.4,9.1,0.8
E00139488,45.9,40.6,9,4.5
E00139496,31.9,38.7,26.1,3.4
E00139509,24.6,49.2,21.4,4.8
E00139510,55.6,32.3,8.9,3.2
E00139511,49.2,27.8,19,4
E00139512,51.7,31.7,10,6.7
E00139513,61.5,28.1,8.9,1.5
E00139514,39.7,34.5,23.3,2.6
E00139515,16.4,46.3,26.1,11.2
E00139516,10.9,39.1,41.3,8.7
E00139517,41.7,40.9,13.6,3.8
E00139518,39.7,43.7,10.3,6.3
E00139519,45,39.2,10.8,5
E00139520,59.9,27.7,10.9,1.5
E00139521,44.8,42.4,9.6,3.2
E00139522,49.2,38.6,10.6,1.5
E00139523,55.4,34.7,8.3,1.7
E00139524,79.4,19.6,0,0.9
E00139525,64.3,31.8,3.1,0.8
E00139526,8.9,42.2,34.1,14.8
E00139527,16.2,46.2,25.6,12
E00139528,8.2,41.2,32.9,17.6
E00139529,21.2,46.7,29.2,2.9
E00139530,25.4,49.2,21.4,4
E00139534,9,35.9,42.5,12.6
E00139535,24.6,44.9,21.2,9.3
E00139536,14.6,46,30.7,8.8
E00139537,7.6,39.4,40.2,12.9
E00139538,36,41.2,15.8,7
E00139539,8.9,56.3,21.5,13.3
E00139540,13.4,49.6,27.6,9.4
E00139541,41.6,38.4,17.6,2.4
E00139542,8.3,44.3,35.4,12
E00139554,40.7,34.1,21.1,4.1
E00139555,33.1,43,16.5,7.4
E00139556,27.6,45.7,19.8,6.9
E00139557,15.7,50,27.8,6.5
E00139558,28.4,44.8,21.6,5.2
E00139559,56.5,34.8,7.8,0.9
E00139560,28.4,48.3,19,4.3
E00139561,28,53.8,16.1,2.1
E00139562,43.2,45.6,8,3.2
E00139563,29.4,42,21.8,6.7
E00139564,21.7,56.7,17.5,4.2
