areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00139395,90.2,2.2,2.5,5.1
E00139396,89.3,4,4,2.8
E00139397,89.4,1.4,2.9,6.3
E00139398,94.2,1.9,1.9,1.9
E00139399,92.6,2.9,1.1,3.3
E00139400,88.8,3.9,1.5,5.8
E00139401,87.7,5.6,3.3,3.3
E00139402,89.4,2.3,5.1,3.2
E00139403,90.4,4,2.6,3
E00139404,88.4,3.7,3.4,4.5
E00139405,90.6,1.7,2.1,5.6
E00139406,88.5,2.3,2.7,6.5
E00139407,90,4.8,1.6,3.6
E00139408,84.8,5.4,4.4,5.4
E00139409,89.4,2.2,3.7,4.8
E00139410,86.2,5.3,3.6,4.9
E00139411,92.7,4.1,1.8,1.4
E00139412,84.1,3.7,6.1,6.1
E00139413,91.1,2.3,2.7,3.9
E00139414,92,2.5,2.5,3
E00139415,88.8,4.2,2.6,4.5
E00139416,90,5.6,2.4,2
E00139417,85.1,4.2,5.4,5.4
E00139419,90.1,3.3,2.5,4.1
E00139420,89.8,4,2.7,3.5
E00139421,89.8,2.6,2.2,5.5
E00139422,91.9,2.8,2.2,3.1
E00139424,89.6,4.8,2.1,3.6
E00139425,90.4,4.1,1.4,4.1
E00139427,90.1,3.1,0.8,6.1
E00139429,88.8,7.1,1.4,2.7
E00139430,90.5,6.6,0.7,2.2
E00139431,90,5.3,0.6,4.1
E00139432,92,3.5,2,2.5
E00139433,88.7,4.7,4.4,2.2
E00139434,85.3,4.5,2.9,7.3
E00139435,93.9,2.2,1.8,2.2
E00139436,85.7,4.3,2.3,7.7
E00139437,89.7,2.6,4.6,3.2
E00139438,91.1,7.2,0.4,1.3
E00139439,88.8,7.6,2.2,1.4
E00139440,93,3.7,1.2,2
E00139443,89.6,7.4,1.4,1.6
E00139445,88.3,7.5,1.3,2.9
E00139448,87.8,7.7,2.6,1.9
E00139450,91.8,5.3,0.3,2.5
E00139451,90.7,6.6,1.8,0.9
E00139453,91.9,6.5,0.6,1
E00139454,95.7,2.2,0.4,1.8
E00139457,88.3,8.7,0.9,2.2
E00139458,89.8,7.2,1.9,1.1
E00139460,93.8,2.4,0.7,3.1
E00139462,88.9,7.4,0.8,2.9
E00139464,89.1,4,2.5,4.4
E00139465,86,7.2,2.4,4.4
E00139468,95.8,1.9,0.8,1.5
E00139483,92.2,2.3,1.6,3.9
E00139488,88.8,3.1,4.2,3.8
E00139496,94.8,4.5,0.4,0.4
E00139509,94.4,2.6,0.4,2.6
E00139510,91.5,2.8,3.3,2.4
E00139511,90.9,3.8,2.8,2.4
E00139512,91.4,2.7,4.5,1.4
E00139513,91.3,2.6,3,3
E00139514,87.6,4.9,2.2,5.3
E00139515,91.6,4.2,2.2,1.9
E00139516,90.4,5.4,1.9,2.2
E00139517,90.1,5.2,2.1,2.6
E00139518,88.8,4.6,2.9,3.8
E00139519,91.6,2.8,2.8,2.8
E00139520,85.8,1.9,3.7,8.6
E00139521,89.2,2.1,4.5,4.2
E00139522,87.6,2.7,4.4,5.3
E00139523,85.1,4.7,3.9,6.3
