areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00139395,5.4,41.4,53.2
E00139396,3.4,25.9,70.7
E00139397,4.3,23.4,72.3
E00139398,5.6,18.7,75.7
E00139399,2,56.3,41.7
E00139400,4.3,32.5,63.2
E00139401,5,22.5,72.5
E00139402,5.2,44,50.9
E00139403,4.7,44.1,51.2
E00139404,0,35.6,64.4
E00139405,2.5,29.7,67.8
E00139406,2.5,29.8,67.8
E00139407,0,34.1,65.9
E00139408,7.4,20.7,71.9
E00139409,2.4,30.1,67.5
E00139410,3.3,42,54.7
E00139411,4.2,27.4,68.4
E00139412,3.6,29.7,66.7
E00139413,1.8,33,65.2
E00139414,6.2,36.1,57.7
E00139415,0.8,20.9,78.3
E00139416,3.5,24.8,71.7
E00139417,1.7,30.2,68.1
E00139419,3.9,40.6,55.5
E00139420,3.4,41,55.6
E00139421,0.8,37.9,61.4
E00139422,2.6,55,42.3
E00139424,1.6,50,48.4
E00139425,0.6,35.8,63.5
E00139427,6.2,32.3,61.5
E00139429,4.4,15,80.5
E00139430,5.2,34.3,60.4
E00139431,4.4,34.2,61.4
E00139432,1,36.9,62.1
E00139433,2.7,40.3,57
E00139434,11.6,14.3,74.1
E00139435,2.8,16,81.1
E00139436,8.4,21,70.6
E00139437,7,18.6,74.4
E00139438,0,33.9,66.1
E00139439,1.7,14.7,83.6
E00139440,1.8,23.6,74.5
E00139443,4.4,15.4,80.1
E00139445,1.6,25,73.4
E00139448,2.4,16.8,80.8
E00139450,2.5,15.1,82.4
E00139451,0.9,3.5,95.6
E00139453,2.3,19.1,78.6
E00139454,0,22,78
E00139457,1.7,35.3,63
E00139458,2.4,28.3,69.3
E00139460,3.6,30.4,65.9
E00139462,3.4,30.5,66.1
E00139464,2.3,28.1,69.5
E00139465,0.9,25.6,73.5
E00139468,2.4,39.7,57.9
E00139483,4.6,36.6,58.8
E00139488,5.2,43.7,51.1
E00139496,5.9,39.5,54.6
E00139509,4,33.9,62.1
E00139510,6.2,54.3,39.5
E00139511,7.4,37.2,55.4
E00139512,2.5,43.7,53.8
E00139513,5.2,62.2,32.6
E00139514,2.7,41.8,55.5
E00139515,3.8,33.1,63.2
E00139516,6.5,27.5,65.9
E00139517,1.5,43.8,54.6
E00139518,4.7,42.2,53.1
E00139519,5,47.9,47.1
E00139520,2.9,37.5,59.6
