areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00139395,53.9,17.1,29
E00139396,79.7,14.1,6.2
E00139397,68.5,18.9,12.7
E00139398,82.5,11.6,6
E00139399,63.3,16.8,19.9
E00139400,74,17.7,8.3
E00139401,79.6,13.6,6.8
E00139402,69,20.3,10.8
E00139403,74,19.5,6.5
E00139404,67.7,20.2,12.1
E00139405,77.4,16.5,6.1
E00139406,77.4,16.4,6.2
E00139407,76.7,15.4,7.9
E00139408,74.3,19.2,6.5
E00139409,77.7,14.3,8
E00139410,71.7,17.9,10.4
E00139411,84.3,10,5.7
E00139412,65.4,19.5,15.2
E00139413,69.1,19.7,11.2
E00139414,78.9,14.4,6.7
E00139415,75.3,16,8.6
E00139416,84.1,11.6,4.3
E00139417,67.6,21.7,10.7
E00139419,70.3,18.4,11.3
E00139420,67.4,16.3,16.3
E00139421,70.3,19.3,10.5
E00139422,70.5,17.8,11.7
E00139424,69.6,22.2,8.2
E00139425,72,19.6,8.4
E00139427,77.5,15.5,7
E00139429,88.6,9.5,2
E00139430,82.4,14.8,2.8
E00139431,75.5,16.7,7.8
E00139432,78.3,16.1,5.5
E00139433,77.6,17.2,5.2
E00139434,77.9,15.6,6.5
E00139435,87.6,9.3,3.1
E00139436,72.6,19.1,8.3
E00139437,78.8,15.4,5.8
E00139438,81.7,14.3,4
E00139439,84.2,13.1,2.7
E00139440,79.5,16.7,3.9
E00139443,91.8,6.6,1.6
E00139445,87.5,9.4,3.1
E00139448,87.3,10.6,2.2
E00139450,88.6,9.8,1.5
E00139451,93.6,3.3,3.1
E00139453,86.7,11.4,1.9
E00139454,90,9.7,0.3
E00139457,81.1,14.3,4.6
E00139458,83.8,13.2,2.9
E00139460,85.1,9.6,5.3
E00139462,76.3,20.1,3.6
E00139464,75.4,20.1,4.6
E00139465,84.6,11.1,4.3
E00139468,75.5,19.5,5
E00139483,69.3,19.3,11.3
E00139488,76.2,15.5,8.3
E00139496,62.1,16.7,21.2
E00139509,75.7,16.9,7.4
E00139510,75.6,16.3,8.1
E00139511,65,26.6,8.4
E00139512,69.3,18.7,12
E00139513,64,23.6,12.4
E00139514,69.7,21,9.2
E00139515,64.7,24.8,10.5
E00139516,80.5,14.9,4.6
E00139517,77.2,16,6.8
E00139518,71,23.1,5.9
E00139519,80.8,14.3,4.9
E00139520,64,21.7,14.3
E00139521,69.3,23.4,7.3
E00139522,64,21.3,14.6
E00139523,75.2,16.7,8.1
E00139524,60.7,24,15.3
E00139525,58.7,25.4,15.9
E00139526,82.9,12.8,4.3
E00139527,73.4,22.8,3.7
E00139528,86.1,10.6,3.4
E00139529,77.6,14.5,7.8
E00139530,75.1,18.6,6.3
E00139534,83.3,12.7,4
E00139535,69.5,24.5,6
E00139536,80.1,16.1,3.8
E00139537,81.5,14.1,4.4
E00139538,75.2,16,8.8
E00139539,71.3,23.2,5.5
E00139540,79.3,15.3,5.5
E00139541,61.9,21.5,16.6
E00139542,85.7,11.3,3
E00139554,72.5,16.7,10.8
E00139555,70.8,20.8,8.4
E00139556,71.9,18,10.2
E00139557,75.4,16.1,8.5
E00139558,74.4,15,10.6
E00139559,62.9,25.4,11.7
E00139560,74.1,18.9,7
E00139561,69.9,20.2,9.9
E00139562,65.7,22.6,11.7
E00139563,73.9,17.3,8.8
E00139564,74.7,16.6,8.7
E00139565,62.9,24.7,12.4
E00139566,77.6,13.6,8.8
E00139567,75,16.7,8.3
E00139568,78.4,13.9,7.7
E00139569,76.7,18,5.3
E00139572,63.3,14.8,21.9
E00139573,79.7,13.8,6.6
E00139574,71.4,18.3,10.2
E00139575,72.9,19.2,7.9
E00139576,83.7,10.6,5.7
E00139577,58.4,21.9,19.6
E00139578,82.5,13,4.5
E00139579,72.3,18.2,9.5
E00139580,64.1,22.4,13.5
E00139581,78.6,15.1,6.3
E00139582,79.4,15.3,5.3
E00139583,76.4,14.6,9
E00139585,79,14.5,6.5
E00139586,74,18.7,7.3
E00139587,80.8,14.9,4.3
E00139588,84.4,13.6,2
E00139589,81.4,13.6,5.1
E00139590,70.9,17.7,11.4
E00139591,79.7,12.5,7.8
E00139592,77.1,16.1,6.7
E00139593,65.1,22.2,12.7
E00139594,73.3,17.3,9.4
E00139595,71.3,18.3,10.4
E00139596,64.9,20,15.1
E00139597,78.9,15.9,5.3
E00139598,67.9,20.3,11.8
E00139599,74.7,16.8,8.4
E00139600,69.8,20.9,9.3
E00139601,68.9,20.5,10.6
E00139602,71.9,16.7,11.4
E00139603,73.6,17.9,8.5
E00139604,75,17.4,7.6
E00139605,68.6,19.1,12.3
E00139606,77.7,17.9,4.4
E00139607,68.8,19,12.2
E00139608,83.3,13,3.8
E00139609,69,20.1,10.9
E00139610,71.3,22.2,6.5
E00139611,69.1,18.1,12.8
E00139612,72.6,19.9,7.5
E00139639,78.9,15.6,5.5
E00139640,76.1,16,7.8
E00139641,81.3,13.5,5.2
E00139642,78.4,14.9,6.7
E00139643,80.7,17.4,1.9
E00139644,80.6,15.5,4
E00139645,81.2,16.9,2
E00139646,77.9,20.7,1.4
E00139647,75.5,17.9,6.6
E00139648,77.8,15.4,6.8
E00139649,84,11.2,4.8
E00139650,87.6,9.4,2.9
E00139651,81,14.9,4
E00139652,85.3,11.3,3.4
E00139653,85,12.4,2.6
E00139655,80.3,17.2,2.6
E00139656,80.6,14.8,4.5
E00139657,81.9,14.3,3.8
E00139658,78.1,16.3,5.6
E00139659,80.1,13.5,6.4
E00139660,59.6,29.1,11.3
E00139661,87.1,10.7,2.1
E00139662,82.7,12.9,4.4
E00139663,71.7,21.7,6.6
E00139664,76.5,14.4,9.1
E00139665,78,17.3,4.7
E00139666,51.4,29.1,19.6
E00139667,68,20.7,11.3
E00139668,79,14.6,6.3
E00139670,57,31.1,11.9
E00140051,70.2,18.6,11.2
E00140052,59.2,30.9,9.9
E00140054,76.3,16.1,7.6
E00140055,70.1,24.3,5.6
E00140056,69.7,23.2,7.1
E00140057,71.2,18.2,10.6
E00140058,73,19,8
E00140059,75.7,14,10.3
E00140060,67.1,19,13.9
E00140061,71.5,22.1,6.4
E00140063,80.3,14.6,5.1
E00140064,57.9,28.1,14
E00140092,75.2,17.4,7.4
E00140101,73.8,20.7,5.6
E00140105,59.2,27.5,13.3
E00140108,68.2,16.3,15.5
E00140110,71.6,16.2,12.2
E00140111,71.8,19.3,8.9
E00140124,82.8,12.9,4.2
E00140125,63.7,24.6,11.7
E00140126,70,18.6,11.4
E00140127,65,19.3,15.7
E00140128,81.1,13.5,5.3
E00140129,72.5,17.9,9.6
E00140130,80.5,15.4,4.1
E00140131,78.5,15.3,6.1
E00140132,79.1,15.1,5.9
E00140133,43.6,35,21.4
E00140134,67.7,18.1,14.2
E00140135,79.2,13.7,7.1
E00140136,74.4,18.6,7
E00140137,70.9,20.3,8.8
E00140150,77.8,17.7,4.5
E00140151,68.9,23.4,7.7
E00140152,76.8,15.9,7.3
E00140153,83.1,13.4,3.5
E00140154,79.9,15.5,4.6
E00140155,78,17.5,4.5
E00140156,71.3,20.7,8
E00140157,64.7,22.3,13
E00140158,74.1,18.9,7
E00140159,78.9,12.7,8.5
E00140161,63.6,28,8.4
E00140162,72.7,18.9,8.3
E00140163,82.7,12.2,5.2
E00140164,77.6,17,5.4
E00140194,57.6,30.5,11.9
E00140203,82.2,12.6,5.1
E00140205,73.1,19.9,6.9
E00140206,74.5,14.4,11.2
E00140207,76.8,17,6.2
E00140208,77.3,13.9,8.8
E00140209,70.6,21.3,8.1
E00140211,59.1,23.9,16.9
E00140212,74.4,17,8.6
E00140213,71.6,18.6,9.8
E00140214,70.8,21.2,8
E00140215,73.4,20.7,5.9
E00140216,66.8,18.6,14.6
E00140217,74.4,20.2,5.4
E00140218,71.9,14.9,13.2
E00140221,84,10.3,5.7
E00140222,82,14.6,3.4
E00140223,71.7,17.2,11.1
E00140224,83.6,13.3,3.1
E00140225,74.7,15.2,10.1
E00140226,80.8,13.8,5.4
E00140227,77.9,17.2,4.9
E00140228,66.1,24.4,9.4
E00140229,71,20.8,8.2
E00140230,65.7,17,17.3
E00140231,67.4,24,8.6
E00140232,71.2,21.9,7
E00140233,77.9,20.3,1.7
E00140234,75.6,20.3,4.1
E00140235,79.6,15.7,4.6
E00140236,68.1,21.2,10.8
E00140237,75.9,16.3,7.8
E00140238,62.9,27.1,10
E00140239,66.4,24.2,9.4
E00140240,82.7,11.5,5.8
E00140242,80.3,13,6.7
E00140243,84,10.2,5.8
E00140244,71.9,19.3,8.8
E00140245,66,23.3,10.7
E00176337,89.5,7.8,2.6
E00176339,87.1,9.8,3.1
E00176341,85.7,11.4,2.9
E00176346,86,9.8,4.2
E00176350,91.8,7.6,0.6
E00176351,76.5,20.4,3.1
E00176352,89.7,7.2,3.1
E00190016,90.6,6.7,2.7
E00190018,90.9,7.5,1.6
E00190026,65.3,20.2,14.5
E00190032,91.9,5.9,2.2
E00190051,86.7,9.3,4
E00190064,82.5,14,3.5
E00190067,82.6,13.2,4.2
E00190070,73.6,16.7,9.8
E00190074,86.4,10.3,3.2
E00190080,83.5,9.9,6.6
E00190082,67.2,23.3,9.5
E00190093,88,8.8,3.2
E00190097,93.9,4.2,1.9
E00190101,94.8,5.2,0
E00190102,84.7,9.6,5.7
E00190103,87.7,9.6,2.7
E00190104,87.7,10.2,2.2
E00190121,84.3,12.5,3.2
E00190126,91.2,6.9,1.9
E00190134,95,3.6,1.5
E00190138,77.5,15.3,7.1
E00190139,95,3.8,1.3
