areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00048425,46,20.6,7.9,25.4
E00048429,53.5,14.9,8.9,22.8
E00048431,51.9,12.6,5.9,29.6
E00048434,50.5,16,8,25.5
E00048435,62.8,10.9,7.3,19
E00048447,47.7,18.2,5.3,28.8
E00048471,81.3,3.7,7.5,7.5
E00048472,85.9,3.9,0.8,9.4
E00048473,86.4,1.8,4.5,7.3
E00048474,86.6,5.9,2.7,4.8
E00048478,98.2,0.9,0,0.9
E00048479,76.9,6,6,11.1
E00048480,72.4,4.7,7.1,15.7
E00048481,77.9,5.7,7.9,8.6
E00048482,97.6,1.6,0,0.8
E00048485,60.9,14.1,4.7,20.3
E00048486,64.3,10.7,10.7,14.3
E00048487,85.6,6.2,1.5,6.7
E00048488,93.6,1.6,3.2,1.6
E00048489,88.2,3.6,0.9,7.3
E00048491,91.5,0.7,2.1,5.6
E00048492,74.8,3.6,5,16.5
E00048494,91.8,1.5,1.5,5.2
E00048495,50.4,9.4,15,25.2
E00048496,87.1,3.8,3,6.1
E00048497,83.9,4.2,4.2,7.7
E00048498,93.1,0.9,0.9,5.2
E00048499,86.8,3.6,2,7.6
E00048500,83,4.3,3.5,9.2
E00048501,86.8,5.3,2.6,5.3
E00048502,92.4,1.4,0.7,5.6
E00048503,83.1,5.9,2.2,8.8
E00048504,87.9,5.3,0.8,6.1
E00048505,75.7,7.9,2.8,13.6
E00048506,87.6,2.5,2.5,7.4
E00048507,94.5,0.8,1.6,3.1
E00048508,74.1,7.8,5.4,12.7
E00048509,71,8.6,6.2,14.3
E00048510,92.9,1.8,0.9,4.4
E00048511,87.2,2.6,3.2,7.1
E00048514,80,2.4,7.2,10.4
E00048517,76.1,6.4,7.3,10.1
E00048519,84.9,3.9,4.5,6.7
E00048529,88,3.4,3.4,5.1
E00048574,86.7,5.9,1.6,5.9
E00048575,85.9,7.4,1.5,5.2
E00048576,80.7,11.4,2.3,5.7
E00048583,70.2,9.1,2.5,18.2
E00048584,86.3,4.3,6,3.4
E00048585,82.9,4.4,4.4,8.2
E00048586,78.1,9.5,1.9,10.5
E00048587,81.6,5.6,4.8,8
E00048588,88.4,4.5,2.7,4.5
E00048589,83.3,5.3,1.8,9.6
E00048590,82,8.4,1.7,7.9
E00048591,83.2,4.2,2.8,9.8
E00048592,84.1,6.2,0.7,9
E00048593,84.6,5.9,2.9,6.6
