areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00048425,17.2,82.8
E00048429,37.6,62.4
E00048431,32.8,67.2
E00048434,25.9,74.1
E00048435,23.7,76.3
E00048447,39.2,60.8
E00048471,27.5,72.5
E00048472,25.7,74.3
E00048473,28.9,71.1
E00048474,31.8,68.2
E00048478,28.6,71.4
E00048479,43.9,56.1
E00048480,25.8,74.2
E00048481,34,66
E00048482,24.8,75.2
E00048485,30,70
E00048486,24.4,75.6
E00048487,30.9,69.1
E00048488,24.5,75.5
E00048489,22.6,77.4
E00048491,22.4,77.6
E00048492,26,74
E00048494,28.8,71.2
E00048495,31.7,68.3
E00048496,26.3,73.7
E00048497,39.4,60.6
E00048498,25.4,74.6
E00048499,23.5,76.5
E00048500,40.2,59.8
E00048501,23.5,76.5
E00048502,26.7,73.3
E00048503,33.3,66.7
E00048504,29,71
E00048505,22.5,77.5
E00048506,38.1,61.9
E00048507,33.3,66.7
E00048508,32.2,67.8
E00048509,32.7,67.3
E00048510,22.3,77.7
E00048511,22.8,77.2
E00048514,37.9,62.1
E00048517,38.1,61.9
E00048519,24.1,75.9
E00048529,25.9,74.1
E00048574,23,77
E00048575,24.9,75.1
E00048576,30.2,69.8
E00048583,38.3,61.7
E00048584,38.5,61.5
E00048585,43.6,56.4
E00048586,29.9,70.1
E00048587,27.6,72.4
E00048588,31.4,68.6
E00048589,39,61
E00048590,29.2,70.8
E00048591,19,81
E00048592,23.6,76.4
E00048593,21.1,78.9
E00048594,29.5,70.5
E00048595,33.3,66.7
E00048596,40.7,59.3
E00048597,27.8,72.2
E00048598,21.5,78.5
E00048599,32.4,67.6
E00048600,34.8,65.2
E00048601,29,71
E00048602,21,79
E00048603,27.8,72.2
E00048604,26.5,73.5
E00048606,26.4,73.6
E00048607,23.3,76.7
E00048608,20.4,79.6
E00048609,23.1,76.9
E00048610,27.7,72.3
E00048611,30,70
E00048612,31.5,68.5
E00048613,36.9,63.1
E00048614,26.4,73.6
E00048615,24.6,75.4
E00048616,23.1,76.9
E00048617,25,75
E00048618,38.2,61.8
E00048619,22.1,77.9
E00048620,33,67
E00048621,30.7,69.3
E00048622,20.1,79.9
E00048623,23.1,76.9
E00048624,33.9,66.1
E00048625,34.1,65.9
E00048626,34.7,65.3
E00048627,34.2,65.8
E00048628,21.7,78.3
E00048629,22.2,77.8
E00048630,31.5,68.5
E00048631,34,66
E00048632,24.2,75.8
E00048633,36.9,63.1
E00048634,25.6,74.4
E00048635,31.8,68.2
E00048637,28.5,71.5
E00048638,21.9,78.1
E00048639,34.7,65.3
E00048640,31.3,68.7
E00048641,38.1,61.9
E00048642,30.8,69.2
E00048897,28.9,71.1
E00048898,30.6,69.4
E00158355,30.6,69.4
E00158356,37.2,62.8
E00158357,29.5,70.5
E00158358,16.7,83.3
E00158359,29.7,70.3
E00158360,26.8,73.2
E00158361,29.7,70.3
E00158362,34.7,65.3
E00158363,24.8,75.2
E00158364,31.2,68.8
E00158376,30.4,69.6
E00158377,30.8,69.2
E00158378,33.7,66.3
E00158379,27,73
E00158380,25.5,74.5
E00158381,30.1,69.9
E00158382,27,73
E00158383,20.1,79.9
E00158384,28.1,71.9
E00158387,24.5,75.5
E00158389,23.9,76.1
E00158390,23.1,76.9
E00158391,30.8,69.2
E00158392,30.1,69.9
E00158393,23.6,76.4
E00158394,32.8,67.2
E00158395,33.3,66.7
E00158396,29,71
E00158397,27.5,72.5
E00158398,31,69
E00158399,30,70
E00158424,31.5,68.5
E00158425,29.2,70.8
E00158426,23,77
E00158431,28.1,71.9
E00158435,26,74
E00158436,31.1,68.9
E00158438,22.1,77.9
E00158439,40.3,59.7
E00158440,25.9,74.1
E00158441,28.1,71.9
E00158476,27.3,72.7
E00158480,34.5,65.5
E00158486,30.2,69.8
E00158513,28.1,71.9
E00158514,28.9,71.1
E00158515,19.4,80.6
E00158516,23,77
E00158517,32.3,67.7
E00158518,26.5,73.5
E00158521,29,71
E00158522,23.3,76.7
E00158523,23.7,76.3
E00158524,29.9,70.1
E00158525,29.6,70.4
E00158526,31.6,68.4
E00158527,28.9,71.1
E00158528,35,65
E00158529,32,68
E00158530,31.5,68.5
E00158531,38.6,61.4
E00158532,27.5,72.5
E00158533,27.8,72.2
E00158534,30.2,69.8
E00158560,26.8,73.2
E00158561,27.6,72.4
E00158574,30.7,69.3
E00158575,26.8,73.2
E00158576,29.6,70.4
E00158577,38.3,61.7
E00158578,27.7,72.3
E00158579,24.6,75.4
E00158817,24.5,75.5
E00158826,32.3,67.7
E00158827,29.5,70.5
E00158828,29.9,70.1
E00165741,28.6,71.4
E00165742,37,63
E00168292,19.1,80.9
E00168293,20.7,79.3
E00168302,34.2,65.8
E00185042,32.4,67.6
E00185044,24.8,75.2
E00185051,18.6,81.4
E00185055,23,77
E00185056,20,80
E00185072,32.1,67.9
E00185085,27.4,72.6
E00185088,18.2,81.8
E00185100,13.4,86.6
E00185105,24.1,75.9
E00185110,23.9,76.1
E00185111,37.7,62.3
E00185129,32.6,67.4
