geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00080562,92.2,7.8
E00080563,83.3,16.7
E00080564,85.4,14.6
E00080565,75.2,24.8
E00080566,83.9,16.1
E00080567,82.3,17.7
E00080568,75.7,24.3
E00080569,93.5,6.5
E00080570,88.7,11.3
E00080571,91,9
E00080572,90.6,9.4
E00080573,86.5,13.5
E00080574,90.9,9.1
E00080575,85.5,14.5
E00080576,84,16
E00080577,87.5,12.5
E00080578,85.9,14.1
E00080579,82,18
E00080580,87.8,12.2
E00080581,81.1,18.9
E00080582,76.4,23.6
E00080583,82.9,17.1
E00080584,78,22
E00080585,87.9,12.1
E00080586,86.1,13.9
E00080587,75.1,24.9
E00080588,91.1,8.9
E00080589,94,6
E00080590,92.4,7.6
E00080591,76.4,23.6
E00080592,83.8,16.2
E00080629,92.6,7.4
E00080630,92.3,7.7
E00080631,86.5,13.5
E00080632,90,10
E00080633,80.5,19.5
E00080634,93.9,6.1
E00080635,82.3,17.7
E00080637,89.7,10.3
E00080638,92.7,7.3
E00080639,90,10
E00080640,82.2,17.8
E00080641,89.4,10.6
E00080642,95.3,4.7
E00080643,85.6,14.4
E00080645,84.9,15.1
E00080646,84.3,15.7
E00080647,85.7,14.3
E00080648,88.2,11.8
E00080649,73.2,26.8
E00080714,93.1,6.9
E00080726,76,24
E00080729,91.7,8.3
E00080786,91.2,8.8
E00080791,89.1,10.9
E00080793,83.6,16.4
E00080908,82,18
E00080909,76.3,23.7
E00080911,67.3,32.7
E00080912,76,24
E00080914,79.7,20.3
E00080915,72.1,27.9
E00080917,81.5,18.5
E00080918,93.8,6.3
E00080919,67.9,32.1
E00080920,83.9,16.1
E00080921,65.9,34.1
E00080922,72.6,27.4
E00080923,49.3,50.7
E00080924,74.9,25.1
E00080925,75.1,24.9
E00080926,75.4,24.6
E00080927,63,37
E00080928,82.4,17.6
E00080929,84.4,15.6
E00080931,89.3,10.7
E00080932,73.7,26.3
E00080933,75.8,24.2
E00080934,77.9,22.1
E00080935,73.7,26.3
E00080936,70.3,29.7
E00080937,70.1,29.9
E00080938,78.3,21.7
E00080939,80.3,19.7
E00080940,67.3,32.7
E00080941,79.7,20.3
E00080942,77.8,22.2
E00080943,79.3,20.7
E00080944,78.4,21.6
E00080945,68.4,31.6
E00081549,79.8,20.2
E00081553,86.8,13.2
E00081554,85.1,14.9
E00081559,85.2,14.8
E00081560,93.3,6.7
E00081561,92.9,7.1
E00081562,92.2,7.8
E00081563,83.9,16.1
E00081564,93.7,6.3
E00081565,94.5,5.5
E00081566,87.9,12.1
E00081567,93.5,6.5
E00081568,84,16
E00081569,90.1,9.9
E00081570,87.3,12.7
E00081571,88,12
E00081572,88.6,11.4
E00081573,89.9,10.1
E00081575,83.9,16.1
E00081576,89,11
E00081577,90.5,9.5
E00081578,91.5,8.5
E00081579,87.7,12.3
E00081580,91.5,8.5
E00081581,90.8,9.2
E00081582,87.7,12.3
E00081585,86.8,13.2
E00081587,79.5,20.5
E00081589,89.7,10.3
E00081591,93.5,6.5
E00081592,96.3,3.7
E00081593,95,5
E00081594,96.3,3.7
E00081595,96.8,3.2
E00081596,95.7,4.3
E00081597,95.5,4.5
E00081598,96.6,3.4
E00081599,95.7,4.3
E00081600,96.7,3.3
E00081601,96.5,3.5
E00081602,96.2,3.8
E00081603,94.5,5.5
E00081604,95.6,4.4
E00081605,95.6,4.4
E00081606,97.7,2.3
E00081607,89.2,10.8
E00081608,88.6,11.4
E00081609,92.5,7.5
E00081610,89.6,10.4
E00081611,87.2,12.8
E00081612,93.8,6.2
E00081613,89.4,10.6
