geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00080562,30.8,69.2
E00080563,42,58
E00080564,42.6,57.4
E00080565,42.2,57.8
E00080566,48.3,51.7
E00080567,54.1,45.9
E00080568,55.9,44.1
E00080569,42.9,57.1
E00080570,38.6,61.4
E00080571,43.2,56.8
E00080572,47.3,52.7
E00080573,34.1,65.9
E00080574,37.7,62.3
E00080575,29.4,70.6
E00080576,50.4,49.6
E00080577,37.1,62.9
E00080578,45.9,54.1
E00080579,41.1,58.9
E00080580,37.9,62.1
E00080581,45.5,54.5
E00080582,39.8,60.2
E00080583,47.1,52.9
E00080584,43.1,56.9
E00080585,37.3,62.7
E00080586,38.7,61.3
E00080587,48.7,51.3
E00080588,58.7,41.3
E00080589,14.1,85.9
E00080590,7.1,92.9
E00080591,46.5,53.5
E00080592,42.7,57.3
E00080629,60.9,39.1
E00080630,53.4,46.6
E00080631,39.6,60.4
E00080632,40.4,59.6
E00080633,48.5,51.5
E00080634,52.9,47.1
E00080635,48.7,51.3
E00080637,44.7,55.3
E00080638,47.3,52.7
E00080639,62.9,37.1
E00080640,39.4,60.6
E00080641,42.3,57.7
E00080642,40.3,59.7
E00080643,39.1,60.9
E00080645,54.7,45.3
E00080646,20.4,79.6
E00080647,56.7,43.3
E00080648,50.2,49.8
E00080649,24.2,75.8
E00080714,52.3,47.7
E00080726,53,47
E00080729,55,45
E00080786,51.8,48.2
E00080791,47.9,52.1
E00080793,47.4,52.6
E00080908,35.8,64.2
E00080909,33.5,66.5
E00080911,50.7,49.3
E00080912,31.5,68.5
E00080914,33.8,66.2
E00080915,43,57
E00080917,36,64
E00080918,11.6,88.4
E00080919,39.1,60.9
E00080920,29.6,70.4
E00080921,35.3,64.7
E00080922,27.7,72.3
E00080923,34.5,65.5
E00080924,38.1,61.9
E00080925,32.1,67.9
E00080926,32.4,67.6
E00080927,49,51
E00080928,38.3,61.7
E00080929,33.1,66.9
E00080931,39.4,60.6
E00080932,39.2,60.8
E00080933,38.7,61.3
E00080934,42.1,57.9
E00080935,55,45
E00080936,42.3,57.7
E00080937,48.9,51.1
E00080938,35.8,64.2
E00080939,43,57
E00080940,41.6,58.4
E00080941,40.8,59.2
E00080942,38,62
E00080943,36.1,63.9
E00080944,40.8,59.2
E00080945,31.8,68.2
E00081549,33.7,66.3
E00081553,47.5,52.5
E00081554,27.8,72.2
E00081559,55.9,44.1
E00081560,40.2,59.8
E00081561,63.3,36.7
E00081562,67.5,32.5
E00081563,51.8,48.2
E00081564,55.7,44.3
E00081565,38.6,61.4
E00081566,39.6,60.4
E00081567,37.9,62.1
E00081568,42,58
E00081569,51.9,48.1
E00081570,45.2,54.8
E00081571,66.5,33.5
E00081572,58.8,41.2
E00081573,39.7,60.3
E00081575,36.3,63.7
E00081576,61.6,38.4
E00081577,41.9,58.1
E00081578,55.5,44.5
E00081579,48.6,51.4
E00081580,57.4,42.6
E00081581,38.2,61.8
E00081582,37.1,62.9
E00081585,53.6,46.4
E00081587,37.7,62.3
E00081589,55.4,44.6
E00081591,50.8,49.2
E00081592,54.5,45.5
E00081593,59.5,40.5
E00081594,63.8,36.2
E00081595,51.9,48.1
E00081596,51.3,48.7
E00081597,41.8,58.2
E00081598,41.2,58.8
E00081599,53.4,46.6
E00081600,60.1,39.9
E00081601,53,47
E00081602,54.1,45.9
E00081603,61.8,38.2
E00081604,59.5,40.5
E00081605,59.8,40.2
E00081606,51.3,48.7
E00081607,55.3,44.7
E00081608,55.2,44.8
E00081609,59.5,40.5
E00081610,49.8,50.2
E00081611,55.9,44.1
E00081612,35.5,64.5
E00081613,54.5,45.5
E00081614,49.8,50.2
E00081615,51.6,48.4
E00081616,52.2,47.8
E00081617,51,49
E00081618,26.9,73.1
E00081619,46,54
E00081622,46.1,53.9
E00081623,46.9,53.1
E00081625,32.8,67.2
E00081626,24.6,75.4
E00123153,40.9,59.1
E00123154,48.7,51.3
E00123155,45.2,54.8
E00123156,50,50
