geography_code,heating_type_3a-001,heating_type_3a-002
E00037600,0.5,99.5
E00037601,0,100
E00037602,0,100
E00037628,2.6,97.4
E00037629,0,100
E00037631,2,98
E00037632,0.7,99.3
E00037634,0,100
E00037636,0,100
E00037637,0.6,99.4
E00037638,1.6,98.4
E00037639,0.9,99.1
E00037640,0.5,99.5
E00037641,0,100
E00037642,0.9,99.1
E00037644,0,100
E00037645,0,100
E00037646,2.2,97.8
E00037647,0.6,99.4
E00037648,0,100
E00037649,0,100
E00037650,1.4,98.6
E00037651,0.5,99.5
E00037652,0,100
E00037653,0,100
E00037654,0.8,99.2
E00037655,0.7,99.3
E00037656,0,100
E00037657,0,100
E00037658,0,100
E00037659,0,100
E00037660,1,99
E00037661,0.7,99.3
E00037662,0,100
E00037663,0,100
E00037664,0.8,99.2
E00037665,0.9,99.1
E00037666,2.1,97.9
E00037667,0,100
E00041199,1.9,98.1
E00041254,0.8,99.2
E00041256,0,100
E00041258,1,99
E00041260,1.1,98.9
E00041261,1,99
E00041262,0,100
E00041263,0.7,99.3
E00041264,0.8,99.2
E00041267,0.8,99.2
E00041269,0,100
E00041270,0,100
E00041272,0.7,99.3
E00041273,1.2,98.8
E00041274,0.8,99.2
E00041275,1.7,98.3
E00041276,1.7,98.3
E00041279,0,100
E00041283,0,100
E00041284,2.3,97.7
E00041285,0,100
E00041286,0,100
E00041287,0,100
E00041290,2.4,97.6
E00041291,0.8,99.2
E00041292,1.3,98.7
E00041293,0.8,99.2
E00041296,0.8,99.2
E00041297,0.8,99.2
E00168693,0.5,99.5
E00168712,0,100
E00168717,0,100
E00168718,0,100
E00180091,0.8,99.2
E00180135,0.7,99.3
E00185185,1.4,98.6
E00185211,3.8,96.2
E00185253,5.7,94.3
