areacd,disability_3a-001,disability_3a-002
E00106461,19,81
E00106462,14.3,85.7
E00106463,19.4,80.6
E00106464,17,83
E00106465,17.2,82.8
E00106466,26.8,73.2
E00106467,34.9,65.1
E00106468,17.4,82.6
E00106469,21.5,78.5
E00106470,20.6,79.4
E00106471,35.5,64.5
E00106472,17.2,82.8
E00106473,18.8,81.2
E00106474,11.8,88.2
E00106475,12,88
E00106476,39.7,60.3
E00106477,34.7,65.3
E00106478,29.6,70.4
E00106479,20.6,79.4
E00106480,18,82
E00106481,18.5,81.5
E00106482,22.3,77.7
E00106483,19.1,80.9
E00106484,29.1,70.9
E00106485,25.4,74.6
E00106486,29.5,70.5
E00106487,21,79
E00106488,20.6,79.4
E00106489,16.7,83.3
E00106490,25.6,74.4
E00106491,33.1,66.9
E00106492,22,78
E00106493,21.4,78.6
E00106494,23.6,76.4
E00106495,27.5,72.5
E00106496,18,82
E00106497,24.8,75.2
E00106498,28.1,71.9
E00106499,15.3,84.7
E00106500,22.6,77.4
E00106501,24.3,75.7
E00106502,29.5,70.5
E00106503,24.6,75.4
E00106504,23,77
E00106505,16.8,83.2
E00106506,20.3,79.7
E00106507,22.5,77.5
E00106508,19.6,80.4
E00106509,19.6,80.4
E00106510,27.6,72.4
E00106511,22,78
E00106512,17.7,82.3
E00106513,20.8,79.2
E00106514,21.1,78.9
E00106515,18.6,81.4
E00106516,24.2,75.8
E00106517,21.8,78.2
E00106518,21.5,78.5
E00106519,23.6,76.4
E00106520,18.5,81.5
E00106521,27,73
E00106522,26.1,73.9
E00106523,28.9,71.1
E00106524,19.1,80.9
E00106525,23.9,76.1
E00106526,20.9,79.1
E00106527,19.7,80.3
E00106528,30.9,69.1
E00106529,21.6,78.4
E00106530,24.9,75.1
E00106531,20.1,79.9
E00106532,25,75
E00106533,26.8,73.2
E00106534,17.2,82.8
E00106535,23.4,76.6
E00106536,26.7,73.3
E00106537,34.5,65.5
E00106538,32.6,67.4
E00106539,21.4,78.6
E00106541,23,77
E00106545,21.6,78.4
E00106546,24.6,75.4
E00106547,26,74
E00106548,25.2,74.8
E00106549,20,80
E00106550,35.5,64.5
E00106551,14.5,85.5
E00106552,25.1,74.9
E00106553,24,76
E00106554,23.8,76.2
E00106555,23.8,76.2
E00106556,17.7,82.3
E00106557,21.4,78.6
E00106558,19,81
E00106559,32.8,67.2
E00106560,23.6,76.4
E00106561,20.7,79.3
E00106562,30.4,69.6
E00106563,25.7,74.3
E00106564,54.5,45.5
E00106565,28,72
E00106566,26.7,73.3
E00106567,11.8,88.3
E00106568,18.8,81.2
E00106569,17.9,82.1
E00106570,16.3,83.7
E00106571,17.1,82.9
E00106572,20.5,79.5
E00106573,14.6,85.4
E00106574,15.7,84.3
E00106575,11.3,88.7
E00106576,17.3,82.7
E00106577,17.2,82.8
E00106578,18.1,81.9
E00106579,20.1,79.9
E00106580,20.5,79.5
E00106581,24.7,75.3
E00106582,20.2,79.8
E00106583,31.7,68.3
E00106584,37,63
E00106585,26.8,73.2
E00106586,21.2,78.8
E00106587,15,85
E00106588,28.8,71.2
E00106589,19.7,80.3
E00106590,20.1,79.9
E00106591,30,70
E00106592,18,82
E00106593,24,76
E00106594,23.5,76.5
E00106595,20.7,79.3
E00106596,27,73
E00106597,23.9,76.1
E00106598,22.7,77.3
E00106599,17.8,82.2
E00106600,22.5,77.5
E00106601,20,80
E00106602,29,71
E00106603,30,70
E00106604,21,79
E00106605,18.7,81.3
E00106606,29.1,70.9
E00106607,30.8,69.2
E00106609,12.9,87.1
E00106610,26.3,73.7
E00106611,28.3,71.7
E00106612,24.9,75.1
E00106613,18.6,81.4
E00106614,31,69
E00106615,32.6,67.4
E00106616,21,79
E00106617,28.1,71.9
E00106618,29.8,70.2
E00106619,27.7,72.3
E00106620,26.5,73.5
E00106621,21.7,78.3
E00106622,32.2,67.8
E00106623,27.6,72.4
E00106624,15.3,84.7
E00106625,19.7,80.3
E00106626,42.7,57.3
E00106627,13.8,86.2
E00106628,32.9,67.1
E00106629,21.5,78.5
E00106630,16,84
E00106631,29.1,70.9
E00106632,18.6,81.4
E00106633,28.2,71.8
E00106634,22.9,77.1
E00106635,29.9,70.1
E00106636,46.2,53.8
E00106637,19.9,80.1
E00106638,31.1,68.9
E00106639,17,83
E00106640,30.5,69.5
E00106641,18.7,81.3
E00106642,13.7,86.3
E00106643,34.8,65.2
E00106644,29.3,70.7
E00106645,26.1,73.9
E00106646,16.4,83.6
E00106647,19,81
E00106648,19,81
E00106649,23.3,76.7
E00106650,26.7,73.3
E00106651,22.2,77.8
E00106652,25.1,74.9
E00106653,22,78
E00106654,20.9,79.1
E00106655,18.7,81.3
E00106656,17.1,82.9
E00106657,22.4,77.6
E00106658,24,76
E00106659,22.8,77.2
E00106660,16.4,83.6
E00106661,29.5,70.5
E00106662,23.6,76.4
E00106663,26.3,73.7
E00106664,17.4,82.6
E00106665,19.5,80.5
E00106666,21.5,78.5
E00106667,27.4,72.6
E00106668,18.3,81.7
E00106669,18.4,81.6
E00106670,17.9,82.1
E00106671,21.4,78.6
E00106672,23.7,76.3
E00106673,20.2,79.8
E00106674,20.8,79.2
E00106675,26,74
E00106676,21.6,78.4
E00106677,22.4,77.6
E00106678,26.6,73.4
E00106679,21.6,78.4
E00106680,18.4,81.6
E00106681,29.6,70.4
E00106682,17.1,82.9
E00106683,15.7,84.3
E00106684,20.8,79.2
E00106685,24.1,75.9
E00106686,21.3,78.7
E00106687,20.4,79.6
E00106688,17.6,82.4
E00106689,20.9,79.1
E00106690,15.1,84.9
E00106691,13.9,86.1
E00106692,27.1,72.9
E00106693,18.9,81.1
E00106694,19.1,80.9
E00106697,15.3,84.7
E00106698,23.9,76.1
E00106699,17.6,82.4
E00106700,24.7,75.3
E00106701,45,55
E00106702,27,73
E00106703,25.1,74.9
E00106704,17.8,82.2
E00106705,16.5,83.5
E00106706,23.4,76.6
E00106707,15.8,84.2
E00106708,17.3,82.7
E00106709,16.3,83.7
E00106710,18.3,81.7
E00106711,18,82
E00106712,19.9,80.1
E00106713,29.8,70.2
E00106714,32.1,67.9
E00106715,29,71
E00106716,26.4,73.6
E00106717,18.3,81.7
E00106718,21,79
E00106719,18.3,81.7
E00106720,26.1,73.9
E00106721,16.8,83.2
E00106722,14.1,85.9
E00106723,15,85
E00106724,22.8,77.2
E00106725,17.9,82.1
E00106726,19.4,80.6
E00106727,33.7,66.3
E00106728,24.1,75.9
E00106729,26.8,73.2
E00106730,18,82
E00106731,25.5,74.5
E00106732,13.4,86.6
E00106733,29.3,70.7
E00106734,27.1,72.9
E00106735,24.1,75.9
E00106736,17.4,82.6
E00106737,21.6,78.4
E00106738,24.2,75.8
E00106739,20.3,79.7
E00106740,25.2,74.8
E00106741,16.5,83.5
E00106742,15.7,84.3
E00106743,12.1,87.9
E00106744,21.2,78.8
E00106745,14.1,85.9
E00106746,45.5,54.5
E00106747,21.4,78.6
E00106748,25.3,74.7
E00106749,22.3,77.7
E00106750,27.9,72.1
E00106751,19.9,80.1
E00106753,15.7,84.3
E00106754,17.3,82.7
E00106755,26.1,73.9
E00106756,27.4,72.6
E00106757,54.1,45.9
E00106758,27.7,72.3
E00106759,28.8,71.2
E00106760,16.4,83.6
E00106761,43.1,56.9
E00106762,28.5,71.5
E00106763,37.3,62.7
E00107084,23.4,76.6
E00107085,15.5,84.5
E00107086,21.6,78.4
E00107087,22.8,77.2
E00107088,9.4,90.6
E00107089,16.6,83.4
E00107090,17.5,82.5
E00107091,11.3,88.7
E00107092,24.8,75.2
E00107093,28,72
E00107094,23.2,76.8
E00107095,26.9,73.1
E00107096,36.9,63.1
E00107097,16.5,83.5
E00107098,15.6,84.4
E00107099,16.9,83.1
E00107100,12,88
E00107101,19.9,80.1
E00107102,21,79
E00107103,26.7,73.3
E00107104,19.7,80.3
E00107105,13.3,86.7
E00107106,18.3,81.7
E00107107,19,81
E00107108,21.2,78.8
E00107109,16,84
E00107110,22.4,77.6
E00107111,26.5,73.5
E00107112,21.8,78.2
E00107113,18.8,81.2
E00107114,15.2,84.8
E00107115,15.1,84.9
