areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00106461,97.3,2.3,0.4
E00106462,96.5,3,0.5
E00106463,97.3,2.3,0.4
E00106464,98,1.8,0.2
E00106465,99.3,0.7,0
E00106466,99,1,0
E00106467,99.1,0.9,0
E00106468,99,0.7,0.3
E00106469,96.8,3.2,0
E00106470,98.7,1.3,0
E00106471,96.9,2.1,1
E00106472,99.7,0,0.3
E00106473,95.4,3.9,0.7
E00106474,98.6,1.2,0.2
E00106475,96.3,3.3,0.4
E00106476,98.8,1.2,0
E00106477,98.4,1.6,0
E00106478,99.3,0.7,0
E00106479,99.4,0.6,0
E00106480,96.2,3.3,0.5
E00106481,96.7,3.1,0.2
E00106482,99.2,0.8,0
E00106483,84.9,11.8,3.4
E00106484,97.6,2.4,0
E00106485,91.9,7.8,0.3
E00106486,96.4,2.6,1
E00106487,98,2,0
E00106488,95.5,4.5,0
E00106489,97.6,2.4,0
E00106490,96.1,3.9,0
E00106491,99.6,0.4,0
E00106492,95.7,2.9,1.4
E00106493,99.2,0.8,0
E00106494,95.7,3.5,0.8
E00106495,93.4,6.1,0.4
E00106496,95.4,4.6,0
E00106497,92.6,6.6,0.8
E00106498,95.9,3.5,0.6
E00106499,95.8,3.9,0.4
E00106500,93.6,5.3,1.1
E00106501,93.7,4.9,1.5
E00106502,97.2,2.8,0
E00106503,94.4,5,0.6
E00106504,96.2,3.3,0.5
E00106505,98,2,0
E00106506,97.5,2.2,0.3
E00106507,96,4,0
E00106508,96.1,3.2,0.7
E00106509,92.8,6.3,1
E00106510,91.2,7.3,1.5
E00106511,96.7,3.3,0
E00106512,96.8,3.2,0
E00106513,99.2,0.8,0
E00106514,85.4,13.2,1.3
E00106515,88,9.1,2.9
E00106516,92,6.9,1.1
E00106517,79.9,16.7,3.4
E00106518,76.9,16.2,6.9
E00106519,90.5,6.2,3.3
E00106520,79.7,13.3,7
E00106521,75.8,15.3,8.9
E00106522,88.9,9.5,1.6
E00106523,87.1,11.3,1.7
E00106524,97.6,2.4,0
E00106525,84.3,15.7,0
E00106526,76.2,18.5,5.2
E00106527,87.5,11.4,1.1
E00106528,99.2,0,0.8
E00106529,95.9,3.7,0.4
E00106530,96.7,3.3,0
E00106531,93.4,5.4,1.2
E00106532,95.8,4.2,0
E00106533,89.4,9.2,1.4
E00106534,94,4.4,1.6
E00106535,94.3,3.8,1.9
E00106536,88,10,2
E00106537,91.4,5,3.6
E00106538,84,13.4,2.7
E00106539,92.6,4.9,2.5
E00106541,84.9,14.5,0.5
E00106545,96.2,3.8,0
E00106546,85.5,9.8,4.7
E00106547,80.6,14.7,4.7
E00106548,83.4,11.9,4.7
E00106549,83.8,13.9,2.3
E00106550,81.7,15.5,2.7
E00106551,97.9,2.1,0
E00106552,84,13.3,2.7
E00106553,88.8,9.6,1.6
E00106554,91.2,7.9,0.9
E00106555,88.6,9.1,2.3
E00106556,86.6,12.1,1.3
E00106557,93.2,6.8,0
E00106558,92.1,6.9,1
E00106559,88.5,9.9,1.5
E00106560,89,8.4,2.6
E00106561,81.4,16.7,1.9
E00106562,86.3,13.7,0
E00106563,83.7,15,1.4
E00106564,97,2.4,0.6
E00106565,88.5,9,2.5
E00106566,95.4,4.2,0.4
E00106567,95.3,3.9,0.8
E00106568,94.9,4.4,0.7
E00106569,98.5,1.5,0
E00106570,97.7,1.3,1
E00106571,98.8,0.8,0.4
E00106572,94.3,5,0.8
E00106573,95.3,3.9,0.8
E00106574,89.3,10.3,0.4
E00106575,92,6.7,1.2
E00106576,95.8,4.2,0
E00106577,95.6,4.4,0
E00106578,97.5,1.9,0.6
E00106579,99.5,0.5,0
E00106580,95.3,3.9,0.8
E00106581,96.3,3.7,0
E00106582,97,2.5,0.6
E00106583,82.5,16.7,0.8
E00106584,93.1,5.7,1.1
E00106585,83.1,15.7,1.2
E00106586,90.7,8.3,1
E00106587,94.5,5,0.4
E00106588,94.6,3.2,2.3
E00106589,88.9,8.4,2.7
E00106590,91.4,6.5,2.2
E00106591,88.2,9,2.9
E00106592,95.4,3.9,0.7
E00106593,92.2,6.6,1.2
E00106594,88.2,9.6,2.2
E00106595,80.3,14.6,5.2
E00106596,85.3,11.5,3.2
E00106597,91.9,5.8,2.3
E00106598,94.6,5,0.4
E00106599,92.6,6.8,0.5
E00106600,93.7,4.4,1.9
E00106601,89.1,8.8,2.1
E00106602,94.3,5,0.7
E00106603,91.9,5.4,2.7
E00106604,96.2,3.4,0.5
E00106605,94.4,4.6,1
E00106606,98,1.6,0.4
E00106607,98,2,0
E00106609,97,2.5,0.6
E00106610,97.5,2,0.5
E00106611,97.7,1.7,0.7
E00106612,98.3,1,0.7
E00106613,98.8,0.8,0.4
E00106614,97.4,1.1,1.5
E00106615,97.3,2.4,0.3
E00106616,94,4.7,1.3
E00106617,96.6,3.4,0
E00106618,97.9,1.4,0.7
E00106619,94.5,5.5,0
E00106620,97.3,1.3,1.3
E00106621,96.6,3.4,0
E00106622,93.1,5.3,1.7
E00106623,95.5,4.5,0
E00106624,95.2,4.2,0.6
E00106625,86.7,10.9,2.3
E00106626,97.3,1.5,1.2
E00106627,95.5,4.1,0.4
E00106628,94.4,5.2,0.5
E00106629,98.4,0.9,0.6
