geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00104757,97,2.4,0.6
E00105850,99.7,0,0.3
E00105851,98.7,0.9,0.3
E00105852,99.3,0.4,0.4
E00105853,97,1.5,1.5
E00105854,97.5,0.6,1.9
E00105855,96.5,0,3.5
E00105859,98.6,0,1.4
E00105866,98.7,0.6,0.6
E00105869,98,0.7,1.3
E00105870,98.1,1.3,0.6
E00105871,100,0,0
E00105872,98.8,0,1.2
E00105873,98.4,0.3,1.3
E00105874,99.6,0,0.4
E00105875,99.6,0,0.4
E00105876,99.3,0,0.7
E00105886,99.3,0,0.7
E00105887,100,0,0
E00105891,99.2,0.6,0.3
E00105892,99.3,0.3,0.3
E00105893,99,0,1
E00105894,99.7,0,0.3
E00105895,99.1,0.4,0.4
E00105897,98.5,1,0.5
E00105898,98.4,0.5,1.1
E00105899,98.3,0,1.7
E00105900,97.4,0.5,2.1
E00105901,100,0,0
E00105903,97.3,0,2.7
E00105905,96.4,0.5,3.1
E00105906,97.6,1.2,1.2
E00105907,100,0,0
E00105908,97.1,1.3,1.6
E00105909,98.7,0,1.3
E00105910,94.2,2.1,3.7
E00105911,98.8,0.4,0.8
E00105912,97.3,1,1.7
E00105960,99.2,0.4,0.4
E00105961,99.1,0,0.9
E00105966,96.8,0,3.2
E00105968,98.2,1.4,0.5
E00105977,99.1,0.6,0.3
E00106032,96.4,1.6,2
E00106033,97.6,1,1.4
E00106034,98.3,0,1.7
E00106035,97.1,0.8,2
E00106036,98.9,0,1.1
E00106038,99.5,0,0.5
E00106039,98.2,0.3,1.5
E00106040,96.6,0.8,2.5
E00106041,98.4,0,1.6
E00106042,99.3,0,0.7
E00106044,98,0.9,1.2
E00106049,99.2,0.4,0.4
E00106050,100,0,0
E00106051,99,0.5,0.5
E00106052,96.6,2.1,1.3
E00106053,98,0.3,1.7
E00106054,96.9,2.5,0.6
E00106055,99,0,1
E00106056,98.5,0,1.5
E00106105,96.5,1.9,1.6
E00106106,97.9,0.7,1.4
E00106107,97.5,0.4,2.2
E00106108,99.2,0.3,0.6
E00106109,95.3,1.6,3.1
E00106110,98.2,0,1.8
E00106111,98.1,0.4,1.5
E00106112,95.3,0,4.7
E00106113,95.7,0.7,3.6
E00106115,97.3,1.7,1
E00171802,98.9,0.4,0.8
E00171831,98.3,0.9,0.9
