geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00104757,2.4,0,0.6,97,0
E00105850,0,0.3,0,99.7,0
E00105851,0,0,0.3,99.7,0
E00105852,0.4,0.4,0.4,98.9,0
E00105853,0.5,0.5,0.5,98.5,0
E00105854,1.3,0.6,0,98.1,0
E00105855,1.1,0,1.9,96.6,0.4
E00105859,0,1.4,0.9,97.6,0
E00105866,0,0,0.3,99.7,0
E00105869,0.3,0.3,0.7,98.7,0
E00105870,0.6,0,1.6,97.8,0
E00105871,0.9,0,0,99.1,0
E00105872,0,0.8,0,99.2,0
E00105873,0.6,1.3,1.3,96.8,0
E00105874,0,0.4,0.8,98.9,0
E00105875,0,0.4,0,99.6,0
E00105876,0,0.7,0.4,98.9,0
E00105886,0,0.4,0.7,98.9,0
E00105887,0,0,0.6,99.4,0
E00105891,0.3,0,0.6,99.2,0
E00105892,0.3,0,0,99.7,0
E00105893,1.3,0,0,98.7,0
E00105894,0.3,0,1.7,98,0
E00105895,0,0,0,100,0
E00105897,0,0,0,100,0
E00105898,0,0,0,100,0
E00105899,0.4,0,0.4,99.2,0
E00105900,0,0,0,100,0
E00105901,0.4,0,0.8,98.9,0
E00105903,0.9,0.9,1.8,96.4,0
E00105905,0.3,0.3,0.3,99.2,0
E00105906,0,0,0,100,0
E00105907,0,0,0.7,99.3,0
E00105908,0.3,0,0,99.4,0.3
E00105909,0.4,0.4,0.9,98.3,0
E00105910,0.4,1.7,2.1,95.9,0
E00105911,0.4,0,2,97.6,0
E00105912,1.7,0,0.7,97.6,0
E00105960,0.4,0,0.4,99.2,0
E00105961,0.4,0,1.3,97.8,0.4
E00105966,2.6,0.3,0.3,96.8,0
E00105968,0,0,0,99.5,0.5
E00105977,0,0,0,100,0
E00106032,0.4,0.4,0,99.2,0
E00106033,0,0,0,100,0
E00106034,0.9,0,0,99.1,0
E00106035,0.4,0,1.2,98.4,0
E00106036,0.4,0,1.1,98.2,0.4
E00106038,0,0,0,99.5,0.5
E00106039,1.2,0,0,98.8,0
E00106040,1.7,0,0,98.3,0
E00106041,1.2,0,0.4,98.1,0.4
E00106042,0.3,0.7,0.3,98.6,0
E00106044,0.9,0,0.9,98.3,0
E00106049,0,0,0.4,99.6,0
E00106050,0.7,0,0.7,98.7,0
E00106051,0,0,1,99,0
E00106052,0,0.3,0.5,99.2,0
E00106053,0,0,0.3,99.7,0
E00106054,0,0,1.2,98.8,0
E00106055,4.3,0,0.3,95.3,0
E00106056,1,0,0,99,0
E00106105,0.3,0,0,99.7,0
E00106106,0.7,0,0.7,98.3,0.3
E00106107,0.4,0,1.1,97.8,0.7
E00106108,1.1,0,0.6,97.5,0.8
E00106109,0,0.3,0.3,99.2,0.3
E00106110,0,0,0,100,0
E00106111,0,0,0.4,98.9,0.8
E00106112,1.4,0,0,98.6,0
E00106113,0.4,0,0,99.6,0
E00106115,0.3,0,2.7,96.6,0.3
E00171802,0.4,0,0,99.2,0.4
E00171831,0.4,0,0,99.6,0
