geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00094659,7.3,74.8,17.9
E00094671,10.7,60.3,29
E00094672,12.6,67,20.4
E00094673,16.8,69,14.2
E00094675,9.6,87,3.5
E00102910,10.2,80.6,9.3
E00102911,16.2,75,8.8
E00102912,8.8,82.4,8.8
E00102913,14.9,75.9,9.2
E00102914,7.9,80.2,11.9
E00102942,10.7,83,6.3
E00102962,12.7,78.2,9.2
E00102963,12.4,70.8,16.9
E00102965,5.3,78.7,16
E00102966,9,79.8,11.2
E00102967,5.9,76.5,17.6
E00102968,6.5,82.9,10.6
E00102969,11.8,79.3,8.9
E00102970,8.7,82.7,8.7
E00102973,12.8,78.6,8.5
E00102974,8.8,86.3,4.9
E00102976,9.7,74.5,15.9
E00102993,14.5,76.4,9.1
E00102995,16.3,69.6,14.1
E00103001,10.3,77.8,12
E00103003,6.2,80.2,13.6
E00103004,7.3,75.6,17.1
E00103005,15.7,69.6,14.8
E00103006,23.2,68.4,8.4
E00103007,8.2,79.1,12.6
E00103008,10.1,77.1,12.8
E00103010,6.9,75.9,17.2
E00103011,7.5,82.2,10.3
E00103013,9.8,74.8,15.4
E00103014,12.1,61.2,26.7
E00103015,4.1,82.4,13.5
E00103016,11.2,75.3,13.5
E00103017,15.2,73.9,10.9
E00103018,14.8,65.7,19.4
E00103019,10.9,75.5,13.6
E00103020,11.5,67.8,20.7
E00103021,8.4,80.1,11.4
E00103023,10.4,81.3,8.3
E00103024,9.8,82.1,8.1
E00103025,11.4,71.4,17.1
E00103026,6.9,71.2,21.9
E00103027,10.6,71.3,18.1
E00103028,10.2,82.4,7.5
E00103029,10.4,81.1,8.5
E00103030,9.9,84,6.1
E00103031,5.3,88.6,6.1
E00103032,12.8,38.3,48.9
E00103033,7.4,86.3,6.3
E00103034,4.2,89.7,6.1
E00103035,14.1,62.6,23.2
E00103036,4,77.8,18.3
E00103037,5.9,83.5,10.6
E00103038,4.4,81.1,14.5
E00103039,9.5,63.8,26.7
E00103040,5.9,66,28.1
E00103041,12.2,81.3,6.5
E00103042,11.3,70.4,18.3
E00103043,15.6,65.6,18.9
E00103044,7.8,78.9,13.3
E00103045,7.9,83.6,8.5
E00103047,16.4,70,13.6
E00103048,9.3,67.6,23.1
E00103049,14.9,67.2,17.9
E00103050,13.5,83.8,2.7
E00103051,9.3,78.5,12.1
E00103052,7.4,83.5,9.1
E00103057,16.2,72.1,11.8
E00103066,18.5,63,18.5
E00103067,13.3,75.5,11.2
E00103068,7.5,84.2,8.3
E00165946,12.5,70.8,16.7
E00165949,12.7,67.6,19.7
E00165950,6.7,79.8,13.5
E00165951,14.3,77.8,7.9
E00165953,14.1,69.2,16.7
E00165956,6.5,64.9,28.6
E00165958,7.9,81.2,10.9
E00180228,8.9,68.7,22.4
E00180257,10.8,70.3,18.9
