geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00094659,97.3,0.8,1.9
E00094671,98.1,0,1.9
E00094672,95.2,0,4.8
E00094673,94.1,1.5,4.5
E00094675,94.3,1,4.8
E00102910,96.5,1.5,1.9
E00102911,95.6,2.1,2.4
E00102912,98.4,0.3,1.3
E00102913,97.2,0,2.8
E00102914,98.2,0.2,1.6
E00102942,92.1,2.5,5.5
E00102962,97.8,0.8,1.4
E00102963,98,0.3,1.7
E00102965,96.8,1.4,1.9
E00102966,92.3,2.7,5
E00102967,98.8,0,1.2
E00102968,96.5,1.9,1.6
E00102969,97.8,1.1,1.1
E00102970,97.3,2,0.7
E00102973,95.7,2.2,2.2
E00102974,95.8,0.3,3.9
E00102976,97.1,1.2,1.7
E00102993,96,2.8,1.2
E00102995,95.3,1.8,2.9
E00103001,98,0,2
E00103003,95.5,0.6,3.9
E00103004,79.6,2,18.4
E00103005,98.5,0.8,0.8
E00103006,97,1,2
E00103007,99.8,0.2,0
E00103008,97.5,0.4,2.1
E00103010,96,1.1,2.9
E00103011,94.1,1,4.9
E00103013,93.5,2.4,4
E00103014,97.4,0.3,2.3
E00103015,98.5,0,1.5
E00103016,98,0.3,1.6
E00103017,98.6,0.2,1.3
E00103018,97.8,0.9,1.3
E00103019,90.9,4.9,4.2
E00103020,88.8,4.2,6.9
E00103021,95,2.9,2.1
E00103023,94.7,0,5.3
E00103024,99.7,0,0.3
E00103025,93.6,1.9,4.5
E00103026,98.2,0.3,1.6
E00103027,97.5,0,2.5
E00103028,96.9,0.8,2.2
E00103029,95.1,0.4,4.5
E00103030,93.7,2.6,3.7
E00103031,94,2.4,3.6
E00103032,80.6,5.9,13.5
E00103033,92.2,1.6,6.2
E00103034,96.2,1.5,2.3
E00103035,98.4,0,1.6
E00103036,96.8,0,3.2
E00103037,96.7,1.9,1.5
E00103038,96.7,0.8,2.5
E00103039,97,0.3,2.7
E00103040,96.8,2.6,0.6
E00103041,96.3,0.7,3.1
E00103042,98,0.5,1.5
E00103043,95.2,0.7,4.2
E00103044,97.9,0.3,1.8
E00103045,97.5,0.3,2.2
E00103047,96.6,0.8,2.6
E00103048,94.3,3,2.7
E00103049,92.1,3.4,4.5
E00103050,97.7,0.3,1.9
E00103051,94.3,1.4,4.2
E00103052,94.9,1.5,3.6
E00103057,97.3,1.8,0.9
E00103066,92.9,3.1,3.9
E00103067,94.9,2.1,3
E00103068,97,0.4,2.6
E00165946,99.1,0.9,0
E00165949,85.9,3.1,11
E00165950,91.4,2.1,6.4
E00165951,98.4,0.6,0.9
E00165953,98.3,0,1.7
E00165956,97.7,0.8,1.6
E00165958,97.9,0,2.1
E00180228,93,0.7,6.4
E00180257,97,0,3
