areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00009389,65.1,32.5,2.4,0
E00009391,57.8,37,3.9,1.3
E00009393,57.9,37.1,4.3,0.7
E00009395,60.3,30.8,7.7,1.3
E00009396,67.6,30.6,1.8,0
E00009397,62.2,33.1,3.4,1.4
E00009422,42.9,47.6,7.9,1.6
E00009502,41.4,44.3,10.7,3.6
E00009503,62,33.5,3.4,1.1
E00009504,36.5,52.6,8,2.9
E00009505,59.8,32.3,6.3,1.6
E00009506,38.8,51.2,7.8,2.3
E00009507,38.3,50,8.3,3.3
E00009508,44.5,48.4,7,0
E00009509,45.4,46.7,6.6,1.3
E00009510,31.9,58.6,8.6,0.9
E00009511,35.2,52.8,11.1,0.9
E00009512,46.3,44.9,8.1,0.7
E00009513,43,36.6,14,6.5
E00009514,46.4,42.9,2.4,8.3
E00009515,56.8,33.1,9.4,0.7
E00009516,43.1,48.8,7.3,0.8
E00009520,55.9,37.6,4.7,1.8
E00009521,40.4,49.1,8.8,1.8
E00009522,53.9,39.7,6.4,0
E00009523,41.9,45.2,9.7,3.2
E00009524,56.4,39.1,4.5,0
E00009525,55.1,37.3,5.1,2.5
E00009526,31.7,56.3,10.6,1.4
E00009527,41.7,40.2,15.9,2.3
E00009528,46.6,47.3,6.1,0
E00009529,47.3,45.9,6.2,0.7
E00009530,37.8,45.4,16,0.8
E00009531,44.6,46.5,8.9,0
E00009532,68.1,26.5,5.3,0
E00009533,72.3,26.3,0.7,0.7
E00009534,54,38.9,5.6,1.6
E00009535,58.4,35.8,5.8,0
E00009536,37.1,50,11.4,1.4
E00009537,43.2,44.1,11.7,0.9
E00009581,39.8,52.7,6.5,1.1
E00009582,38,52.8,7.4,1.9
E00009583,65.9,33,1.1,0
E00009584,31.9,53.6,10.1,4.3
E00009585,35.4,50.4,12.6,1.6
E00009589,38.7,45.9,11.7,3.6
E00009590,31.5,56.2,10.8,1.5
E00009595,35.4,56.3,7.6,0.7
E00009598,55.3,39.5,5.3,0
E00009599,41.4,51.7,6,0.9
E00009600,63.6,27.9,8.6,0
E00009601,11.3,51.1,27,10.6
E00009602,40.8,46.4,8.8,4
E00009603,31.7,46.2,21.2,1
E00009604,15.7,47.1,26.4,10.7
E00009605,61.2,35.3,3.4,0
E00009606,26.8,47.2,15.7,10.2
E00009607,26.7,39.7,25.9,7.8
E00009608,47.8,44,6,2.2
E00009609,36.8,45.3,14.5,3.4
E00009610,38.6,43,16.7,1.8
E00009611,37.6,49.5,12.9,0
E00009612,23.8,59,14.8,2.5
E00009613,37,51.3,10.1,1.7
E00009614,76.3,22.9,0.8,0
E00009615,59.9,32.7,4.1,3.4
E00009616,60,29.2,9.2,1.5
E00009617,37.4,42.1,17.8,2.8
E00009618,68.4,24.6,7,0
E00009619,70.9,24.4,4.7,0
E00009620,77.5,21.8,0.7,0
E00009621,36.8,43.9,16.7,2.6
E00009622,50.8,36.3,10.5,2.4
E00009623,61.3,31.5,6.5,0.8
E00009624,50.4,37.6,12,0
E00009625,62.3,28.6,6.5,2.6
E00009626,33,47.3,15.2,4.5
E00009627,43,49.2,4.7,3.1
E00009628,40,50.8,8.3,0.8
E00009629,38.8,48.1,12.4,0.8
E00009630,45.7,45,7,2.3
E00009631,65.6,28.1,4.7,1.6
E00009632,25.8,54.7,16.4,3.1
E00009633,53.6,40.6,5.1,0.7
E00009634,19.8,51.9,23.6,4.7
E00009635,40.4,46.6,11,2.1
E00009636,37.6,35,27.4,0
E00009637,54.6,32.9,9.2,3.3
E00009638,19,61.2,17.2,2.6
E00009639,16.5,51.5,25.2,6.8
E00009640,34.2,49.1,14,2.6
E00009641,35.9,51.9,9.9,2.3
E00009642,45,40.5,11.7,2.7
E00009643,31.1,51,13.2,4.6
E00009683,51.9,37.5,10.6,0
E00009684,45.9,46.7,6.6,0.8
E00009685,58.1,33.1,6.5,2.4
E00009686,38.9,47.4,11.6,2.1
E00009687,51.2,42.1,5.8,0.8
E00009688,24.2,58.1,14.5,3.2
E00009689,41.7,49.1,8.3,0.9
E00009690,68.1,27.4,4.4,0
E00009691,53.2,38.1,7.2,1.4
E00009692,52.9,40,5.7,1.4
E00009693,59.1,35.5,5.5,0
E00009694,54.8,34.3,10.8,0
E00009695,39.7,47.4,12.9,0
E00009696,36.6,50.6,11.1,1.7
E00009697,60.5,37,2.5,0
E00009698,33.6,50.3,14.1,2
E00009699,29.4,52.3,15.6,2.8
E00009700,42.3,46.2,9.8,1.7
E00009701,66.5,29.4,2.9,1.2
E00009702,50,38.7,10.5,0.8
E00009703,65.6,31.1,1.6,1.6
E00009705,44.5,43.7,10.9,0.8
E00009706,58.5,34.6,6.9,0
E00009707,51.1,39.3,7.4,2.2
E00009708,45,45.9,7.2,1.8
E00009709,48.6,45.9,4.6,0.9
E00009710,56.3,35.9,6.3,1.6
E00009711,41.6,46.9,11.5,0
E00009712,23.7,61,13.6,1.7
E00009713,37.8,48,11.2,3.1
E00009714,57,36.4,6,0.7
E00009716,46.2,48.4,5.4,0
E00009717,60.9,32.6,5.8,0.7
E00009757,65.5,29.2,5.3,0
E00009758,60.1,32.9,5.6,1.4
E00009759,60.3,32.6,5.7,1.4
E00009760,46.6,39.7,11.2,2.6
E00009761,61.1,30.9,6.8,1.2
E00009762,73.6,23.1,3.3,0
E00009763,69.2,26.4,3.4,1
E00009764,67.5,25,6.7,0.8
E00009765,63.7,29.4,6.9,0
E00009766,37.8,49.5,11.7,0.9
E00009767,45.7,44.9,8.7,0.8
E00009768,65.4,26.8,6.3,1.6
E00009769,38.3,42.5,18.3,0.8
E00009770,49.5,38.5,9.9,2.2
E00009771,66.4,27.3,5.5,0.9
E00009772,67.3,26.2,4.7,1.9
E00009773,68.8,26.6,3.7,0.9
E00009774,43.7,46.7,9.6,0
E00009775,51.8,38.6,7.9,1.8
E00009776,64.6,26.2,9.2,0
E00009777,37.4,54.8,7,0.9
E00009778,50,42.5,6.7,0.8
E00009779,43.2,50.3,5.3,1.2
E00009780,47.4,47.4,5.2,0
E00009781,50.5,40.4,9.1,0
E00009782,47.4,37.2,12.4,2.9
E00009783,42.4,44.4,8.3,4.9
E00009784,49,41.8,9.2,0
E00009786,57.9,40.4,1.8,0
E00009787,64,32.4,3.6,0
E00009788,56.3,36.7,7,0
E00009789,35.3,49.3,14,1.5
E00009790,64.8,32.4,2.1,0.7
E00009791,62.3,29.8,7,0.9
E00009792,65.8,27.1,5.8,1.3
E00009793,47.4,45.1,7.5,0
E00014221,49.6,41.9,6.2,2.3
E00014222,51.3,44.7,3.9,0
E00014240,70.1,25.4,3,1.5
E00014242,66.7,27.4,4.3,1.7
E00014244,63.1,33.3,2.4,1.2
E00014247,62,30,6,2
E00014248,57.5,36.3,5,1.3
E00014249,70.8,24.6,4.6,0
E00014250,61.1,34.4,4.4,0
E00014251,58.2,41.8,0,0
E00014252,43.2,40.9,13.6,2.3
E00014254,67.6,27,5.4,0
E00014255,50,38.6,10,1.4
E00014256,57.4,34.7,7.9,0
E00014257,55.4,31.3,13.3,0
E00022626,45.6,42.6,8.8,2.9
E00022627,58.2,36.6,4.5,0.7
E00022631,46.7,46.7,6,0.5
E00022632,55.8,34.6,9.6,0
E00022633,65,32.5,1.7,0.9
E00022634,63.9,31.6,3.9,0.6
E00022635,51.4,40.4,7.3,0.9
E00022637,49.5,44.9,5.6,0
E00022638,51.3,42.9,5,0.8
E00022640,53.5,36.1,9.7,0.7
E00022641,55.9,38.1,4.2,1.7
E00022642,58.6,32.1,8.6,0.7
E00022643,60.4,33.1,5.8,0.6
E00022644,56.7,37,4.7,1.6
E00022645,54.8,41.1,2.4,1.6
E00022646,35.8,53.3,8,2.9
E00022647,31.1,56.3,10.7,1.9
E00022648,42.3,46.8,10.8,0
E00022650,8.1,56.1,30.1,5.7
E00022651,28,43.2,22,6.8
E00022653,49.3,43.5,7.2,0
E00022654,41,46,10.8,2.2
E00022655,25.2,57.3,17.6,0
E00022656,34.8,51.9,10.4,3
E00022669,58.4,38.4,2.6,0.5
E00022673,34.4,48.4,13.9,3.3
E00022674,64.6,30,5.5,0
E00022676,50.9,47.4,0.9,0.9
E00022677,53.3,42.5,4.2,0
E00022678,51.7,39.1,5.3,4
E00022680,45,47.7,5.5,1.8
E00022681,67.7,30.3,2,0
E00022684,24.4,63.7,11.9,0
E00022685,44.7,41.5,9.8,4.1
E00022686,51.4,39.3,9.3,0
E00022688,38.4,45.5,12.1,4
E00022689,30.9,61,8.1,0
E00022690,44,46.4,8,1.6
E00022691,51.8,40.9,7.3,0
E00022692,59.4,36.4,4.3,0
E00022693,36,54,9,1
E00022694,60.6,31.8,7.6,0
E00022695,52.9,37.9,7.2,2
E00022696,39.3,52.1,6.8,1.7
E00022697,32.1,52.7,10.7,4.5
E00022698,38.6,49.5,9.9,2
E00022699,56.8,38.5,4.7,0
E00022700,60.6,35.6,3.8,0
E00022701,31.4,50.8,16.1,1.7
E00022702,38.3,52.5,9.2,0
E00022703,35,52.8,10.6,1.6
E00022709,18.6,64.6,15.9,0.9
E00022710,65.9,31.1,3,0
E00022711,60.6,34,4.8,0.5
E00022712,60.6,33.9,5.5,0
E00022713,41.2,49.6,7.6,1.5
E00022716,59.6,32.1,6.4,1.8
E00022717,52.7,43.6,2.7,0.9
E00022719,30,60,7.9,2.1
E00022720,58.2,36.1,4.5,1.2
E00022721,41.9,46,9.7,2.4
E00022722,51.9,38.6,8.5,1.1
E00022723,43.8,44.6,10.8,0.8
E00022824,66.7,28.5,4.9,0
E00022831,66.7,29.8,2.6,0.9
E00022833,62,32.5,4.9,0.6
E00022835,73,16.2,7.2,3.6
E00022836,60.5,34.5,4,1
E00022839,58.3,31.8,7.9,2
E00022840,68.2,27.8,3.3,0.7
E00022841,59.4,30.8,9.8,0
E00022843,55.6,36.6,7.8,0
E00023072,44.2,50.6,4.5,0.6
