areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00009389,67,24,2.7,3.6,2.7
E00009391,59.7,12.1,10.7,9.8,7.8
E00009393,56.5,20.4,7.8,8.8,6.5
E00009395,54.2,22.2,8.1,6,9.5
E00009396,63.5,18.4,6.1,6.6,5.3
E00009397,52.3,23.3,8.8,5.1,10.6
E00009422,61.2,20.1,7.3,4.5,6.9
E00009502,58.8,20.6,7.3,7.3,5.9
E00009503,56.9,18.3,8.6,9.7,6.5
E00009504,57.3,18.1,8.2,8.5,7.8
E00009505,56.8,15.2,14,8.8,5.2
E00009506,55.8,18.8,9.4,7.8,8.1
E00009507,55.7,23,7,9.7,4.7
E00009508,62.4,22.9,6,5.6,3
E00009509,56.4,19.4,10.5,6.3,7.3
E00009510,60.3,19.7,8.3,6,5.7
E00009511,57.8,28.7,1.5,5.2,6.7
E00009512,63.8,15.2,7.7,6.8,6.5
E00009513,58.8,19.5,9.5,6.3,5.9
E00009514,69.4,12.9,5.9,6.5,5.3
E00009515,57.3,18.4,5.2,11.1,8
E00009516,54.5,18.5,12.8,10.1,4
E00009520,55.8,20.7,8.8,7.3,7.3
E00009521,58.6,14.7,10.2,9.5,7
E00009522,60.5,19.6,7.4,7.8,4.7
E00009523,66.4,21.8,3.9,4.2,3.6
E00009524,55,18.1,9.4,10.3,7.2
E00009525,66.9,18.6,3.4,5.1,5.9
E00009526,59,20.9,7.3,5.4,7.3
E00009527,66.1,14.8,7.4,4.7,7
E00009528,65.5,18,4.5,9,3
E00009529,49.3,25.8,5.2,9.6,10.1
E00009530,55.3,21.4,7.9,8.8,6.6
E00009531,61.1,23.5,5.3,6.3,3.7
E00009532,59.3,27.8,5.7,4.1,3.1
E00009533,42.2,21.6,12.7,12.4,11.1
E00009534,62.6,23.8,4.4,5.9,3.3
E00009535,56.3,23.5,7.1,8.6,4.5
E00009536,62.5,16.9,10.6,6.9,3
E00009537,63,22.4,4.5,6.5,3.7
E00009581,63.6,27.8,2.5,3.7,2.5
E00009582,61.5,17.6,10.4,5.5,4.9
E00009583,48.3,22.5,7.3,10.1,11.8
E00009584,65.9,29.5,0,4.7,0
E00009585,63.1,15.6,8.4,6.9,5.9
E00009589,62.3,21.8,7.3,6.2,2.4
E00009590,59.8,20.7,6.7,9.1,3.7
E00009595,64,20.7,7,4.3,4
E00009598,55.3,35.6,2.4,2,4.7
E00009599,58.9,23.3,7.6,4.4,5.8
