areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00002310,89.7,10.3,0
E00002311,13.9,86.1,0
E00002312,92.5,7.5,0
E00002314,93.9,6.1,0
E00002316,75.9,24.1,0
E00002319,43.7,56.3,0
E00002321,94.4,5.6,0
E00002323,87.2,12,0.8
E00002324,97.6,2.4,0
E00002325,98.3,1.7,0
E00002326,39.3,60.7,0
E00002327,0.8,99.2,0
E00002328,5.6,94.4,0
E00002329,86.7,13.3,0
E00002330,10.7,89.3,0
E00002331,70.9,29.1,0
E00002333,93.7,6.3,0
E00002334,84.6,15.4,0
E00002336,41.4,58.6,0
E00002337,12.9,87.1,0
E00002339,10.4,88.9,0.7
E00002340,66.9,33.1,0
E00002341,34.5,65.5,0
E00002343,91.6,8.4,0
E00002374,58.2,41.8,0
E00002375,6,94,0
E00002376,29.5,70.5,0
E00002377,10.7,88.6,0.7
E00002738,66.7,33.3,0
E00002739,58.4,41.6,0
E00002741,24,76,0
E00002742,28.4,71.6,0
E00002743,42.9,57.1,0
E00002744,78.6,21.4,0
E00002745,82.5,17.5,0
E00002746,42.1,57.9,0
E00002762,51.4,48.6,0
E00002771,54.5,45.5,0
E00002784,55.6,44.4,0
E00002787,14.8,85.2,0
E00002788,81,19,0
E00002789,15.5,83.6,0.9
E00002790,55.4,43.8,0.8
E00002791,94.8,5.2,0
E00002792,66.7,33.3,0
E00002793,90,10,0
E00002794,77.3,22.7,0
E00002795,93.4,6.6,0
E00002796,87.6,12.4,0
E00002902,9.1,90.9,0
E00002906,49.2,50.8,0
E00002908,25.8,74.2,0
E00002909,46.1,53.9,0
E00002912,37.7,62.3,0
E00002913,92.8,7.2,0
E00002917,95.3,4.7,0
E00002920,60.3,39.7,0
E00002921,82,17.1,0.9
E00002922,8.8,91.2,0
E00002923,45.9,54.1,0
E00002924,71.8,28.2,0
E00002925,92.9,7.1,0
E00002928,69.4,29.8,0.8
E00002929,61.2,38.8,0
E00002930,37.5,62.5,0
E00002931,33.3,66.7,0
E00002932,61.5,38.5,0
E00002933,88.4,11.6,0
E00002935,21.9,78.1,0
E00002936,53.2,46.8,0
E00002937,79.2,20.8,0
E00002938,14.8,85.2,0
E00002939,9.1,90.9,0
E00002940,89,11,0
E00002941,32.3,67.7,0
E00002942,66.4,33.6,0
E00002943,24.4,75.6,0
E00002944,10.2,89.8,0
E00002945,55,45,0
E00002946,58.1,41.9,0
E00002947,81,19,0
E00002948,40,60,0
E00002949,91,9,0
E00002950,63.3,36.7,0
E00002951,28.7,71.3,0
E00002953,5.7,94.3,0
E00002954,8.7,91.3,0
E00002955,66.9,33.1,0
E00002956,57,43,0
E00002957,44.3,54.4,1.3
E00002958,81.2,18.8,0
E00002959,35,65,0
E00002960,53.4,46.6,0
E00002961,84.1,15.9,0
E00002962,77.6,22.4,0
E00002963,75.7,24.3,0
E00002964,0.8,99.2,0
E00002965,67.5,32.5,0
E00002966,91,9,0
E00002967,76.1,23.9,0
E00002969,70.6,29.4,0
E00002970,2.6,97.4,0
E00002971,58.3,41.7,0
E00002972,68.1,31.2,0.7
E00002973,21.2,78.8,0
E00002974,70.1,29.9,0
E00002976,52.4,47.6,0
E00002980,92.4,7.6,0
E00002981,99.1,0.9,0
E00002983,98.4,1.6,0
E00002984,43.7,56.3,0
E00002985,78.1,21.9,0
E00002986,98.6,1.4,0
E00002987,74.3,25.7,0
E00002988,99,1,0
E00002989,97.6,2.4,0
E00002990,71.9,28.1,0
E00002991,70.6,29.4,0
E00002992,53,47,0
E00002993,90.6,9.4,0
E00002994,99.2,0.8,0
E00002995,95.6,4.4,0
E00002996,81.7,18.3,0
E00002997,85,15,0
E00002998,45.9,54.1,0
E00002999,0,100,0
E00003000,23.8,76.2,0
E00003041,62.4,37.6,0
E00003042,53.6,45.8,0.6
E00003043,74.4,25.6,0
E00003046,93.1,6.9,0
E00003047,43.4,56.6,0
E00003048,23.4,76.6,0
E00003050,85.2,14.8,0
E00003051,31.6,68.4,0
E00003052,7,93,0
E00003053,66.9,33.1,0
E00003054,81.8,18.2,0
E00003056,80,20,0
E00003057,78.7,21.3,0
E00003058,73.4,26.6,0
E00003061,69.7,30.3,0
E00003062,70.4,29.6,0
E00003063,94.6,5.4,0
E00003064,25,75,0
E00003065,59.2,40,0.8
E00003068,85.1,14.9,0
E00005966,23.9,76.1,0
E00005969,0.8,98.3,0.8
E00005972,92.9,7.1,0
E00005973,88.7,8.1,3.2
E00005974,85,15,0
E00005975,45.6,54.4,0
E00005976,85.9,14.1,0
E00005977,90.6,9.4,0
E00005979,77.6,22.4,0
E00005981,12.7,87.3,0
E00005982,5.5,94.5,0
E00005983,37.3,62.7,0
E00005984,78.3,21.7,0
E00005985,31.3,68.7,0
E00005986,55.1,44.9,0
E00005987,5.7,94.3,0
E00005988,44.1,55.9,0
E00005989,44.8,54.5,0.7
E00005990,42.9,57.1,0
E00005991,39.4,60.6,0
E00005992,27.4,72.6,0
E00005994,11.7,88.3,0
