areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00002310,92.4,3.8,1.9,1.9
E00002311,95,2.5,1.9,0.6
E00002312,91.8,3.6,1.7,2.9
E00002314,95.3,1.8,1.6,1.4
E00002316,94.8,3,1.5,0.7
E00002319,91,3.7,3.7,1.6
E00002321,93.1,3.3,1.8,1.8
E00002323,93.4,4.5,0.7,1.4
E00002324,93.7,2.9,1.4,1.9
E00002325,94.8,3.1,0.2,1.9
E00002326,96.2,0.3,1.2,2.3
E00002327,96.4,1.6,2,0
E00002328,95.8,1.9,0.8,1.4
E00002329,93.2,2.3,2.6,1.9
E00002330,93.5,2.2,3,1.4
E00002331,88,7.7,1.4,2.9
E00002333,95.4,1.8,2,0.8
E00002334,94.1,3.2,1.1,1.6
E00002336,92.7,3.2,1.9,2.2
E00002337,97.9,1.3,0,0.8
E00002339,95.1,1.5,1.7,1.7
E00002340,91.6,4.5,1.3,2.6
E00002341,97.6,1.2,1.2,0
E00002343,95.5,1.6,1.8,1.1
E00002374,91.3,4,2.6,2.1
E00002375,93.5,3,2.2,1.3
E00002376,92.9,2.5,2.2,2.5
E00002377,93.9,1.5,1.9,2.7
E00002738,89.6,3.9,2.3,4.2
E00002739,96.2,2.9,0.2,0.7
E00002741,92,3.4,2.2,2.5
E00002742,93.1,2.7,1.5,2.7
E00002743,94.1,2.8,1.9,1.2
E00002744,91.9,5,0.5,2.6
E00002745,91.7,4.8,2.8,0.7
E00002746,92.8,3.1,1.7,2.4
E00002762,95.3,2.3,0.9,1.4
E00002771,92.2,3.6,2.8,1.4
E00002784,93.8,1.8,2.1,2.3
E00002787,87.4,7.5,1.7,3.4
E00002788,90.5,3,3,3.5
E00002789,95.6,2.9,0.4,1.1
E00002790,94.1,2.8,1.4,1.6
E00002791,89.5,5.6,2.1,2.8
E00002792,92.2,3.2,2.7,1.9
E00002793,92.5,2.9,2.4,2.1
E00002794,90.6,4,3.6,1.9
E00002795,88.4,4.7,3.3,3.7
E00002796,89.9,4.5,1.6,3.9
E00002902,94.9,2.4,1.2,1.5
E00002906,91.3,3.9,2.2,2.5
E00002908,91.1,5,2.2,1.7
E00002909,88.8,5.6,2.7,2.9
E00002912,91.3,4,2.2,2.5
E00002913,90,3.9,3.2,2.8
E00002917,89.7,3.8,2.1,4.4
E00002920,89.8,3.8,3.6,2.7
E00002921,87.7,6.7,1.8,3.7
E00002922,93.4,1.9,2.3,2.3
E00002923,94.5,2,1.1,2.4
E00002924,91.2,3.4,3.4,2
E00002925,91,3.4,3.4,2.3
E00002928,90.5,2.7,3.5,3.3
E00002929,92.2,4.7,1.7,1.4
E00002930,92.2,3.1,2.5,2.2
E00002931,95.1,2.1,1.4,1.4
E00002932,92.5,1.8,3.6,2.1
E00002933,91.4,4.3,2.1,2.1
E00002935,93.3,2.1,1.7,2.9
E00002936,92.9,2.8,0.8,3.4
E00002937,89.7,3.5,2.6,4.2
E00002938,93.1,3.1,0.9,2.8
E00002939,96.7,1.1,1.4,0.8
E00002940,94.7,1.3,1.9,2.1
E00002941,94.2,3.3,1.3,1.3
E00002942,94.5,2.2,1,2.2
E00002943,92.7,3.5,2.8,1
E00002944,96.3,1.3,1.3,1.1
E00002945,94.7,3.1,1.4,0.8
E00002946,93.9,3.6,2,0.6
E00002947,90.9,3,2.8,3.2
