areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00002310,58.5,14.5,12.6,14.5
E00002311,65.7,5.8,12.8,15.7
E00002312,58.7,15.1,10.7,15.6
E00002314,64.1,9.2,12.2,14.5
E00002316,60.2,9.6,15.3,14.9
E00002319,57.4,14.7,11.2,16.8
E00002321,48.8,16.6,15.7,18.9
E00002323,50.2,15.3,14.8,19.6
E00002324,52.6,20.6,9.7,17
E00002325,50.4,20.9,12.8,15.8
E00002326,39.3,20,16.6,24.1
E00002327,41.3,21,21.7,16.1
E00002328,50,17,16.5,16.5
E00002329,59.9,14.4,11.2,14.4
E00002330,41.7,15.4,22.9,20
E00002331,56.6,12.4,17.7,13.3
E00002333,58.9,16.6,9.4,15.1
E00002334,48.1,17.3,14.7,19.9
E00002336,60.5,9.1,13.3,17.1
E00002337,58.3,7.4,14.7,19.6
E00002339,51.8,12.3,15.9,20
E00002340,45.8,12,20.5,21.7
E00002341,59.4,9.1,13.7,17.8
E00002343,47.5,18,20.1,14.3
E00002374,40.4,17.4,23,19.1
E00002375,44.9,10.3,22.4,22.4
E00002376,48.1,13.5,21.1,17.3
E00002377,38.3,14.8,16.8,30.1
E00002738,47.9,20.1,14.2,17.8
E00002739,32.2,20.4,24.2,23.2
E00002741,26.3,23.7,30.8,19.2
E00002742,41.2,18.1,24.2,16.5
E00002743,38.5,16.7,26.3,18.6
E00002744,26.3,12.4,43.8,17.5
E00002745,38.2,19.4,23.6,18.8
E00002746,44.1,17.6,22.5,15.7
E00002762,34.3,19.1,33.3,13.2
E00002771,36.5,12.9,29.2,21.3
E00002784,33.9,13.4,24.7,28
E00002787,30.4,17.4,39.1,13
E00002788,22.9,17.1,37.1,22.9
E00002789,33.6,19.1,25.5,21.8
E00002790,45.1,13.8,18.5,22.6
E00002791,36.1,18.9,24.7,20.3
E00002792,40,16.6,16.6,26.8
E00002793,36.1,17.5,26.8,19.6
E00002794,39,18.7,22.9,19.4
E00002795,37.5,15.9,33.2,13.5
E00002796,37.3,18,28,16.7
E00002902,41.7,12,24.1,22.2
E00002906,42.3,20.4,19,18.2
E00002908,38.7,14.8,18.3,28.2
E00002909,45.6,18.1,17,19.3
E00002912,50.3,12.8,18.4,18.4
E00002913,47.9,9.6,19.2,23.4
E00002917,51.1,13.2,18.4,17.2
E00002920,52.5,6.8,18.6,22
E00002921,45.3,18.7,20.9,15.1
E00002922,41,16.9,19.3,22.9
E00002923,40.4,8.8,12.3,38.6
E00002924,49,9.8,18.6,22.7
E00002925,41.9,12.8,20.3,25
E00002928,50.3,13.3,13.9,22.4
E00002929,42.3,14.6,22.8,20.3
E00002930,50,19.7,19.4,10.9
E00002931,39.4,17.4,21.9,21.3
E00002932,33.1,22.7,27.1,17.1
E00002933,40.9,29,17.5,12.6
E00002935,42.9,20.4,15.8,20.8
E00002936,40.7,19.2,19.2,20.9
E00002937,39.1,16.4,23.1,21.3
E00002938,41.9,25,16.3,16.9
E00002939,52,14.2,16.2,17.6
E00002940,43.7,26,13,17.3
E00002941,37.1,19.2,21.8,21.8
E00002942,41.1,23,19.6,16.3
E00002943,52.2,15.1,18.2,14.5
E00002944,33.4,16.7,43.2,6.6
E00002945,46.5,20.7,12.9,19.8
E00002946,49.8,15.2,19,16
E00002947,44.7,19.9,17.3,18
E00002948,39.8,17.6,25,17.6
E00002949,47,19,19.8,14.2
E00002950,40.1,15,28.1,16.8
E00002951,45.3,13.2,24,17.4
E00002953,31.9,21.2,26.5,20.4
E00002954,36.7,13.3,24.2,25.8
E00002955,41,15.6,25,18.4
E00002956,42.6,15.4,25.9,16
E00002957,38.3,19.1,26.1,16.5
E00002958,42.1,18.2,22.5,17.2
E00002959,39.9,17.3,23.1,19.7
E00002960,42.3,30.2,14.4,13
E00002961,38,20.2,25.2,16.6
E00002962,44.7,15.8,20,19.5
E00002963,34.9,18.1,22.9,24.1
E00002964,49.3,20,12.7,18
E00002965,40.9,18.3,17.7,23.1
E00002966,35.6,23.2,19.2,22
E00002967,41.1,23.6,14.6,20.7
E00002969,38.8,20.9,24.6,15.7
