areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00002310,77.3,18.3,4.3
E00002311,86.9,9.9,3.2
E00002312,84.5,12.7,2.8
E00002314,88.6,10.1,1.3
E00002316,86,10.9,3.1
E00002319,85.1,12.2,2.8
E00002321,86.8,10.5,2.7
E00002323,85.9,9.8,4.3
E00002324,85.8,10.2,3.9
E00002325,85.7,11.1,3.2
E00002326,82.7,10.8,6.5
E00002327,84.4,10.4,5.2
E00002328,89.2,8.3,2.5
E00002329,86.1,10,3.9
E00002330,90,8.2,1.7
E00002331,86.7,10,3.3
E00002333,87.2,10.1,2.6
E00002334,84.9,11.2,3.9
E00002336,88.6,7.5,3.8
E00002337,90.1,7.1,2.8
E00002339,85.7,10.2,4
E00002340,84.2,11.6,4.1
E00002341,90.6,7.5,1.8
E00002343,88.2,9.1,2.7
E00002374,83.3,11.5,5.2
E00002375,78.8,12,9.3
E00002376,79.6,15,5.3
E00002377,86.9,8.1,5
E00002738,86,6.5,7.5
E00002739,89.2,9.2,1.6
E00002741,84.5,12.2,3.2
E00002742,84.8,10.9,4.3
E00002743,86.2,10.9,2.9
E00002744,83.9,10.4,5.7
E00002745,84.5,11.2,4.3
E00002746,78.7,15.5,5.8
E00002762,84.9,12.4,2.7
E00002771,79.8,14.4,5.9
E00002784,80.1,13.4,6.5
E00002787,74.9,16.2,8.9
E00002788,81.4,13.4,5.3
E00002789,79.9,14.1,6
E00002790,90,6.1,3.9
E00002791,84.5,11,4.5
E00002792,83.3,14.1,2.6
E00002793,83.3,13.8,2.9
E00002794,86.4,10.1,3.5
E00002795,83.3,12.9,3.8
E00002796,81.7,12.7,5.6
E00002902,81.2,14,4.8
E00002906,75.4,16.3,8.3
E00002908,78.6,15,6.3
E00002909,80.2,14.6,5.2
E00002912,76.5,18.3,5.2
E00002913,78.1,13.4,8.5
E00002917,81.9,12.1,6
E00002920,76.5,11,12.6
E00002921,78.7,13.3,8
E00002922,76.1,17.2,6.7
