areacd,sex-001,sex-002
E00002310,47.6,52.4
E00002311,47.6,52.4
E00002312,49.7,50.3
E00002314,49.3,50.7
E00002316,49.8,50.2
E00002319,49.9,50.1
E00002321,46.7,53.3
E00002323,50.3,49.7
E00002324,50,50
E00002325,49.7,50.3
E00002326,53.4,46.6
E00002327,54.3,45.7
E00002328,50.5,49.5
E00002329,50,50
E00002330,53.7,46.3
E00002331,50.3,49.7
E00002333,50.6,49.4
E00002334,47.3,52.7
E00002336,51.9,48.1
E00002337,47.5,52.5
E00002339,48.9,51.1
E00002340,49.4,50.6
E00002341,49.8,50.2
E00002343,48.4,51.6
E00002374,55,45
E00002375,57.4,42.6
E00002376,50.4,49.6
E00002377,48.1,51.9
E00002738,50.5,49.5
E00002739,49.8,50.2
E00002741,50.6,49.4
E00002742,54,46
E00002743,51.4,48.6
E00002744,49.5,50.5
E00002745,55.3,44.7
E00002746,53.1,46.9
E00002762,49,51
E00002771,48.9,51.1
E00002784,49.5,50.5
E00002787,52,48
E00002788,52.5,47.5
E00002789,51.6,48.4
E00002790,50.4,49.6
E00002791,52.5,47.5
E00002792,49.6,50.4
E00002793,47.4,52.6
E00002794,47.2,52.8
E00002795,51.6,48.4
E00002796,47.8,52.2
E00002902,54.6,45.4
E00002906,50.4,49.6
E00002908,51.2,48.8
E00002909,54.8,45.2
E00002912,58.9,41.1
E00002913,47.6,52.4
E00002917,51.7,48.3
E00002920,45.5,54.5
E00002921,54.3,45.7
E00002922,57.8,42.2
E00002923,51.8,48.2
E00002924,53.5,46.5
E00002925,52.4,47.6
E00002928,54.3,45.7
E00002929,53.1,46.9
E00002930,47.6,52.4
E00002931,47.4,52.6
E00002932,47.6,52.4
E00002933,51.1,48.9
E00002935,44.7,55.3
E00002936,47.3,52.7
E00002937,46.7,53.3
E00002938,48.1,51.9
E00002939,47.4,52.6
E00002940,47.9,52.1
E00002941,50,50
E00002942,48.3,51.7
E00002943,51.8,48.2
E00002944,50.8,49.2
E00002945,48.4,51.6
E00002946,52.7,47.3
E00002947,50.7,49.3
E00002948,47.1,52.9
E00002949,46.9,53.1
E00002950,49.5,50.5
E00002951,53.6,46.4
E00002953,47.7,52.3
E00002954,54.5,45.5
E00002955,49.9,50.1
E00002956,49.1,50.9
E00002957,50.6,49.4
E00002958,49.9,50.1
E00002959,52.1,47.9
E00002960,50.4,49.6
E00002961,49.3,50.7
E00002962,48.5,51.5
E00002963,49.4,50.6
E00002964,55.9,44.1
E00002965,51,49
E00002966,48.8,51.3
E00002967,49.2,50.8
E00002969,50.7,49.3
E00002970,47.1,52.9
E00002971,50.6,49.4
E00002972,46.5,53.5
E00002973,47,53
E00002974,49.7,50.3
E00002976,49.1,50.9
E00002980,52,48
E00002981,50.8,49.2
E00002983,49.7,50.3
E00002984,45,55
E00002985,51,49
E00002986,50.2,49.8
E00002987,52,48
E00002988,50.7,49.3
E00002989,49.8,50.2
E00002990,51.4,48.6
E00002991,47.6,52.4
E00002992,52.2,47.8
E00002993,51.5,48.5
E00002994,47.9,52.1
E00002995,47,53
E00002996,50.6,49.4
E00002997,48.7,51.3
E00002998,49,51
E00002999,45.6,54.4
E00003000,50.9,49.1
E00003041,50.1,49.9
E00003042,49.4,50.6
E00003043,48.6,51.4
E00003046,47.1,52.9
E00003047,53.4,46.6
E00003048,44,56
E00003050,49.6,50.4
E00003051,49.3,50.7
E00003052,51.1,48.9
E00003053,49.3,50.7
E00003054,46.5,53.5
E00003056,51.1,48.9
E00003057,48.5,51.5
E00003058,47.9,52.1
E00003061,47.2,52.8
E00003062,50.4,49.6
E00003063,49.6,50.4
E00003064,50.6,49.4
E00003065,47.8,52.2
E00003068,46.9,53.1
E00005966,49.3,50.7
E00005969,56.5,43.5
E00005972,50,50
E00005973,49.7,50.3
E00005974,47.6,52.4
E00005975,45.1,54.9
E00005976,48.3,51.7
E00005977,52.5,47.5
E00005979,49,51
E00005981,56.3,43.7
E00005982,50,50
E00005983,52.2,47.8
E00005984,53.4,46.6
E00005985,49.7,50.3
E00005986,47.8,52.2
E00005987,52.6,47.4
E00005988,54.6,45.4
E00005989,49,51
