geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
W00000001,25.9,40.8,15.6,17.7
W00000002,44,34.4,14.4,7.2
W00000003,34.5,33.9,11.9,19.6
W00000004,31.5,43,15.2,10.3
W00000022,35.5,34.1,13.8,16.7
W00000023,30.5,35.9,16.4,17.2
W00000024,27.8,34.6,16.7,21
W00000025,25,35.7,16.1,23.2
W00000026,22.2,41.9,16.2,19.7
W00000027,33.3,44.4,10.5,11.8
W00000028,33.8,42.6,11.8,11.8
W00000029,34.8,40.2,12.1,12.9
W00000030,24.7,35.1,16.2,24
W00000031,20.6,37.2,17.2,25
W00000037,25.8,40,14.2,20
W00000038,35.1,31.9,14.1,18.8
W00000039,27.2,29.8,17.9,25.2
W00000040,32.1,41.2,15.3,11.5
W00000041,29.9,28.2,16.2,25.6
W00000042,43.1,38.2,9.8,8.8
W00000043,43.7,43.7,6.7,5.9
W00000044,25,43.9,11.8,19.3
W00000045,28.2,46.8,10.9,14.1
W00000046,45.6,32.9,10.1,11.4
W00000047,38.3,42.5,10.8,8.3
W00000052,28.3,42.5,12.5,16.7
W00000053,33.8,29.2,16.9,20
W00000054,33.1,39.5,11.3,16.1
W00000055,48.7,28.3,10.2,12.8
W00000056,45.3,23.3,10,21.3
W00000064,25.2,43.7,13.6,17.5
W00000065,48.8,27.6,13.5,10
W00000066,43.3,16.4,20.1,20.1
W00000067,30.3,35.5,15.8,18.4
W00000068,22.4,37.4,17.2,23
W00000069,31.4,26.4,17,25.2
W00000075,51.5,21.2,9.1,18.2
W00000076,51.8,27.3,10.1,10.8
W00000077,42.6,30.3,13.8,13.3
W00000078,36.5,31,16.7,15.9
W00000079,37.1,31.1,15.2,16.7
W00000080,20.2,24.2,17.7,37.9
W00000081,36.2,37.6,13.5,12.8
W00000082,36.9,25.7,19.6,17.9
W00000083,31.4,44.4,11.8,12.4
W00000091,31,38.8,14.7,15.5
W00000092,43.6,46.5,6.9,3
W00000093,35.9,46.7,12,5.4
W00000094,35.5,39.1,11.8,13.6
W00000095,29.2,56.6,9.7,4.4
