geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
W00000001,6,25.8,68.2
W00000002,3.2,44,52.8
W00000003,4.2,34.7,61.1
W00000004,4.8,31.3,63.9
W00000022,2.2,35.3,62.5
W00000023,5.5,30.7,63.8
W00000024,3.1,28,68.9
W00000025,5.6,25.9,68.5
W00000026,3.5,20,76.5
W00000027,5.8,33.5,60.6
W00000028,5.9,34.1,60
W00000029,5.3,34.8,59.8
W00000030,4.5,24.5,71
W00000031,3.3,20.4,76.2
W00000037,6.9,26.1,67
W00000038,5.2,35.1,59.7
W00000039,7.4,27.5,65.1
W00000040,8.1,30.9,61
W00000041,2.6,30.2,67.2
W00000042,0,43.6,56.4
W00000043,2.1,42.6,55.3
W00000044,5.6,24.4,70
W00000045,2.6,28.4,69
W00000046,6,45.6,48.3
W00000047,0,37.7,62.3
W00000052,0.8,28.3,70.8
W00000053,4.1,34.5,61.3
W00000054,0.8,33.9,65.3
W00000055,2.1,49,49
W00000056,3.4,45.3,51.4
W00000064,0.9,26.4,72.6
W00000065,6.5,49.4,44
W00000066,3,43.3,53.7
W00000067,4.3,30.6,65.1
W00000068,2.3,23.1,74.6
W00000069,3.1,31.4,65.4
W00000075,3.8,51.9,44.3
W00000076,2.9,51.8,45.3
W00000077,3.7,42.1,54.2
W00000078,3.1,35.9,60.9
W00000079,3,37.3,59.7
W00000080,4.7,19.7,75.6
W00000081,3.5,35.9,60.6
W00000082,1.1,37.4,61.5
W00000083,0,31.4,68.6
W00000091,4.7,31,64.3
W00000092,3,42,55
W00000093,4.4,36.7,58.9
W00000094,4.5,35.5,60
W00000095,0.9,29.5,69.6
W00000096,6.9,35.3,57.8
W00000097,3.5,26.5,70
W00000098,6,25.6,68.4
W00000099,5.2,31.4,63.4
W00000109,7,26,67
W00000110,8.2,19.4,72.4
W00000113,3.1,36.4,60.5
W00000114,4.6,26.7,68.7
W00000115,4.9,25.3,69.8
W00000116,3.9,22.6,73.5
W00000117,2.2,21.2,76.6
W00000118,5.1,33.1,61.8
W00000119,13.2,25,61.8
W00000120,8,30.2,61.7
W00000121,3.2,26.6,70.2
W00000122,2.7,33.3,63.9
W00000123,5.6,22.9,71.5
W00000124,5.3,30.3,64.4
W00000125,4.4,31.9,63.7
W00000126,3.2,28.5,68.3
W00000132,3.4,36.2,60.4
W00000133,4.2,25.5,70.3
W00000134,6.3,27.3,66.4
W00000135,5.1,26.5,68.4
W00000136,2.9,34.5,62.6
W00000137,13.3,21.1,65.6
W00000139,4,25,71
W00000140,2.8,26.7,70.5
W00000143,2.1,29,69
W00000144,2.2,43.5,54.3
W00000145,3.1,22,74.8
W00000146,3.5,41.1,55.3
W00000147,4.6,42.3,53.1
W00000148,3.1,75.2,21.7
W00000149,2.8,29.2,68.1
W00000150,3.7,36.2,60.1
W00000151,4.8,35.7,59.5
W00000152,1.6,34.6,63.8
W00000153,3.2,32.8,64
W00000154,5,36.7,58.3
W00000155,7,26.4,66.7
W00000165,4.3,29.2,66.5
W00000166,4,46,50
W00000167,3.6,36.4,60
W00000168,2.6,57.7,39.7
W00000169,2.9,26.3,70.8
W00000170,4,41.1,54.8
W00000171,0.6,29.6,69.8
W00000172,2.2,25,72.8
W00000173,0,33.6,66.4
W00000180,5.7,40.2,54.1
W00000181,2.3,43.5,54.2
W00000182,4.4,51.5,44.1
W00000183,4.2,19.3,76.5
W00000184,2.3,38.6,59.1
W00000185,5,33.3,61.7
W00000186,5,36.4,58.7
W00000187,3.6,31.7,64.7
W00000188,5.8,29.1,65.1
W00000189,3.7,31.8,64.5
W00000190,2.5,35.8,61.7
W00000191,4.3,48.4,47.3
W00000192,5.7,30.6,63.7
W00000193,4.6,45,50.4
W00000194,7.1,25.6,67.3
W00000195,3.2,29.9,66.9
W00000196,0.7,27.2,72.2
W00000197,4.9,31.1,63.9
W00000198,4.7,30.9,64.4
W00000199,6.4,26.9,66.7
W00000200,4,35.1,60.9
W00000201,5.9,37.3,56.9
W00000202,2,22.4,75.5
W00000203,2.2,27,70.8
W00000204,4.6,29.9,65.5
W00000205,4.1,44.6,51.4
W00000206,5.1,38.1,56.8
W00000207,4.5,28.2,67.3
W00000208,4.8,33.3,61.8
W00000209,4,24,72
W00000210,2.7,22.8,74.5
W00000211,1.5,61.2,37.3
W00000212,1.7,29.3,69
W00000220,5.9,26.3,67.8
W00000221,0.8,38.7,60.5
W00000222,1.5,46.9,51.5
W00000223,2.3,19.4,78.3
W00000224,0.8,34.1,65.2
W00000225,3.5,32.6,63.9
W00000226,5.8,24.8,69.3
W00000227,0,29.2,70.8
W00000228,6.3,33.3,60.4
W00000229,5.1,27,67.9
W00000230,7.2,29.6,63.2
W00000236,7.7,30.8,61.5
W00000237,4.2,31.4,64.4
W00000238,1.7,30.2,68.1
W00000239,3.9,38.3,57.8
W00000240,0,40.7,59.3
W00000250,4.5,38.8,56.7
W00000251,0,47.9,52.1
W00000252,6.3,31.6,62
W00000253,8.5,37.8,53.7
W00000271,4.4,36.5,59.1
W00000272,0,40.2,59.8
W00000273,4.7,27.3,68
W00000274,9.6,23.3,67.1
W00000275,4.5,28.4,67.2
W00000276,3,27.4,69.6
W00000277,2.4,27.2,70.4
W00000293,4.1,35,61
W00000294,4.3,33,62.6
W00000295,3.7,39.3,57
W00000296,5.5,25.7,68.8
W00000297,3.1,35.9,60.9
W00000298,5.7,29.3,65
W00000299,5.4,47.7,46.8
W00000300,3.5,55.6,41
W00000301,1.5,35.3,63.2
W00000302,8,19.6,72.5
W00000303,4.2,32.2,63.6
W00000308,6.7,50.4,42.9
W00000309,4.3,50,45.7
W00000310,3.4,38.5,58.1
W00000311,2.7,38.1,59.3
W00000312,2,23.5,74.5
W00000313,4.2,29.2,66.7
W00000337,1.6,28.7,69.7
W00000338,6.1,31.3,62.6
W00000357,5.2,25.1,69.6
W00000358,5.1,23.9,70.9
W00000359,1.7,30.5,67.8
W00000360,5.9,26.3,67.8
W00000376,0.9,25,74.1
W00000377,3.6,33,63.4
W00000378,1.5,31.3,67.2
W00000379,1.5,24.3,74.3
W00000380,4.4,24.6,71.1
W00000381,0.9,35.4,63.7
W00000399,4.5,30.1,65.4
W00000400,2.1,44.7,53.2
W00000401,3.7,33.6,62.6
W00000402,4.1,32.8,63.1
W00000403,5.1,28.8,66.1
W00000404,4.2,35.8,60
W00000409,4.9,48.4,46.7
W00000410,3.5,41.6,54.9
W00000411,1.8,36,62.3
W00000423,3.4,29.4,67.2
W00000424,4.7,31.5,63.8
W00000425,5.6,39.2,55.2
W00000426,2.7,34.5,62.7
W00000435,4.6,32.9,62.5
W00000436,7.5,27.2,65.3
W00000437,4.8,24.8,70.4
W00000438,6.8,43.7,49.5
W00000448,3,27.1,69.9
W00000449,4.7,21.7,73.6
W00000450,5.4,18.4,76.2
W00000451,2.3,28.1,69.5
W00000452,3.9,26.4,69.8
W00000453,4.6,21.6,73.9
W00000454,3.6,21.6,74.8
W00000455,4.5,33.8,61.7
W00000456,3.8,29,67.2
W00000457,4.7,35.8,59.5
W00000458,6.5,36.7,56.8
W00000459,0.7,24.3,75
W00000473,8.3,70.7,21
W00000474,4.5,25.4,70.1
W00000475,6.6,26.3,67.2
W00000476,6.1,40.9,53
W00000477,0,25.7,74.3
W00000478,4.2,40.7,55.1
W00000479,2,44.6,53.5
W00000480,2.5,24.2,73.3
W00000481,5,22.1,72.9
W00000482,5.7,35.2,59.1
W00000483,4,36.4,59.6
W00000484,1.9,35.2,63
W00000485,0,41.9,58.1
W00000486,0,37.3,62.7
W00000487,3.3,33.3,63.3
W00000488,4.5,26.1,69.4
W00000489,4.7,32,63.3
W00000498,2.5,28.7,68.9
W00000499,7.4,29.1,63.5
W00000500,5.6,39.9,54.5
W00000501,5.1,24.3,70.6
W00000502,5.6,24.7,69.7
W00000503,7.4,28.9,63.6
W00000504,3.8,31.8,64.4
W00000526,1.5,36.8,61.8
W00000527,0,36.1,63.9
W00000528,3.5,36.2,60.3
W00000529,4.7,45,50.4
W00000530,5.1,31.6,63.2
W00000531,2.9,39.9,57.2
W00000550,4.3,53.6,42.1
W00000551,1.3,30.7,68
W00000552,4.4,48.3,47.2
W00000553,5.4,45.4,49.2
W00000554,4.8,34.7,60.5
W00000555,2.2,55.1,42.6
W00000556,3.5,31.5,65
W00000557,6.3,28.8,64.9
W00000558,5.2,57.7,37.1
W00000559,5.3,43.9,50.9
W00000560,7.2,27.2,65.6
W00000561,2.8,45.5,51.7
W00000562,5.9,29.4,64.7
W00000563,6.3,26.1,67.6
W00000564,3.4,56.3,40.3
W00000565,3.7,62.6,33.6
W00000566,4.2,33.9,61.9
W00000567,5.4,51.4,43.2
W00000568,2.7,31.5,65.8
W00000569,4.6,19,76.5
W00000570,3.4,47.9,48.7
W00000571,5.2,24.1,70.7
W00000572,5,23.5,71.4
W00000573,2.8,25.4,71.8
W00000574,3.3,25.8,70.8
W00000575,1.6,23,75.4
W00000576,6.1,28.1,65.8
W00000577,5.7,29.5,64.8
W00000578,0.7,25.4,73.9
W00000579,4.1,32.7,63.2
W00000580,4.5,33.6,61.9
W00000581,2.5,36.5,61
W00000600,4.9,31.1,63.9
W00000601,2.4,27.6,69.9
W00000602,4.3,29.6,66.1
W00000617,4.7,37.4,57.9
