areacd,sex-001,sex-002
E00045714,51.1,48.9
E00045715,53.7,46.3
E00046260,54.3,45.7
E00046261,48,52
E00046262,45.7,54.3
E00046263,54.5,45.5
E00046264,53.6,46.4
E00046267,47.9,52.1
E00046268,47.8,52.2
E00046269,55,45
E00046270,58.6,41.4
E00046271,56,44
E00046272,52.8,47.2
E00046273,51.4,48.6
E00046274,53.6,46.4
E00046275,53,47
E00046276,50.4,49.6
E00046277,52.9,47.1
E00046278,53.8,46.2
E00046279,56.3,43.8
E00046280,50.7,49.3
E00046281,51.1,48.9
E00046283,56.7,43.3
E00046303,54,46
E00046304,50.2,49.8
E00046305,52.4,47.6
E00046306,53.4,46.6
E00046307,52.5,47.5
E00046308,50.8,49.2
E00046309,49.9,50.1
E00046310,51.1,48.9
E00046311,46.6,53.4
E00046312,55.3,44.7
E00046313,52.4,47.6
E00046314,53.9,46.1
E00046315,49.7,50.3
E00046316,52,48
E00046317,47.9,52.1
E00046318,51.5,48.5
E00046319,49.4,50.6
E00046320,46.5,53.5
E00046321,52.9,47.1
E00046322,52.6,47.4
E00046323,53.8,46.2
E00046324,54.8,45.2
E00046325,54,46
E00046326,50.3,49.7
E00046327,51.4,48.6
E00046328,52.4,47.6
E00046329,49.2,50.8
E00046330,45.7,54.3
E00046331,54.9,45.1
E00046332,50.6,49.4
E00046333,47.6,52.4
E00046334,51.7,48.3
E00046335,53.9,46.1
E00046336,52.7,47.3
E00046337,50,50
E00046338,49.5,50.5
E00046339,50,50
E00046340,50.8,49.2
E00046341,51.4,48.6
E00046342,58,42
E00046343,49.2,50.8
E00046759,51.1,48.9
E00046760,47,53
E00046761,50.8,49.2
E00046762,50.9,49.1
E00046763,51.3,48.7
E00046764,49.4,50.6
E00046765,47,53
E00046766,52.1,47.9
E00046767,50.2,49.8
E00046768,50.8,49.2
E00046769,52.7,47.3
E00046770,54.7,45.3
E00046771,50.8,49.2
E00046772,49.4,50.6
E00046774,50.5,49.5
E00046775,53.7,46.3
E00046776,53,47
E00046787,52.8,47.2
E00046788,50.3,49.7
E00046789,55.6,44.4
E00046790,54,46
E00046791,50.2,49.8
E00046792,55.5,44.5
E00046793,49.6,50.4
E00046794,54.6,45.4
E00046795,50.1,49.9
E00046796,50.3,49.7
E00046797,53.3,46.7
E00046798,50,50
E00046799,50.9,49.1
E00046800,51.1,48.9
E00046801,50.9,49.1
E00046802,49.3,50.7
E00046803,52.4,47.6
E00046804,49.8,50.2
E00046805,54.1,45.9
E00046806,53.9,46.1
E00046807,51.1,48.9
E00046808,55,45
E00046809,52.4,47.6
E00046810,56.6,43.4
E00046811,50.8,49.2
E00046812,52.6,47.4
E00046813,54,46
E00046814,53.2,46.8
E00046815,56.2,43.8
E00046816,49.8,50.2
E00046817,49,51
E00046818,51.2,48.8
E00046819,48.5,51.5
E00046820,48.8,51.2
E00046821,58.4,41.6
E00046822,51.5,48.5
E00046823,52.8,47.2
