areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00045714,21.9,52.6,17.5,8
E00045715,22,46.2,24.2,7.6
E00046260,45.1,31.1,19.7,4.1
E00046261,37,37.7,17.4,8
E00046262,40.3,37.5,20.1,2.1
E00046263,4.7,44.9,42.1,8.4
E00046264,28,50,17.9,4.2
E00046267,36.1,35.2,18.5,10.2
E00046268,6.6,41.6,41.6,10.2
E00046269,54.9,38.9,5.3,0.9
E00046270,37.1,36.4,21.2,5.3
E00046271,31.5,45.2,19.9,3.4
E00046272,58.6,33.6,7,0.8
E00046273,45,33,18,4
E00046274,32.7,43.9,19.6,3.7
E00046275,28,44.8,22.4,4.8
E00046276,27.5,50.9,17.4,4.1
E00046277,10.1,39.4,38.5,11.9
E00046278,41.6,33.6,18.4,6.4
E00046279,46.7,32.9,18,2.4
E00046280,34.2,40.2,21.4,4.3
E00046281,35.7,38.3,22.6,3.5
E00046283,31.8,49,15.9,3.3
E00046303,28.4,45.9,21.1,4.6
E00046304,35.5,44.1,15.1,5.4
E00046305,30.7,45.6,17.5,6.1
E00046306,30.9,41.5,20.2,7.4
E00046307,34.4,35.4,27.1,3.1
E00046308,25.8,50.8,16.4,7
E00046309,38.3,35,19.2,7.5
E00046310,43.5,32.3,21.8,2.4
E00046311,24.8,50.4,23.9,0.9
E00046312,56.2,34.3,4.8,4.8
E00046313,28.7,47.5,18,5.7
E00046314,34.5,41.2,19.3,5
E00046315,37.9,39.5,14.5,8.1
E00046316,35.8,35.8,24.8,3.7
E00046317,42.6,37.7,13.9,5.7
E00046318,32.6,40.4,20.6,6.4
E00046319,36.4,38.1,18.6,6.8
E00046320,30.1,43.1,19.5,7.3
E00046321,31.3,33.3,22.9,12.5
E00046322,41.7,38.3,16.5,3.5
E00046323,49.6,41.1,9.3,0
E00046324,28.1,46.5,21.1,4.4
E00046325,35.3,38.7,21.8,4.2
E00046326,37.1,39.5,16.9,6.5
E00046327,28,42.4,24.8,4.8
E00046328,27,44.3,18.9,9.8
E00046329,38.8,39.5,15.5,6.2
E00046330,24.6,50.7,20.9,3.7
E00046331,49.2,36.3,12.9,1.6
E00046332,45.4,38,14.8,1.9
E00046333,31.5,46.9,18.5,3.1
E00046334,35.3,42.9,16,5.9
E00046335,40.7,38.1,15,6.2
E00046336,34.9,36.5,24.6,4
E00046337,38.9,42,16.8,2.3
E00046338,45.9,32.1,17.4,4.6
E00046339,41.9,41,15.4,1.7
E00046340,34.2,38.6,21.1,6.1
E00046341,36.9,42.3,14.6,6.2
E00046342,44.5,44.5,9.2,1.7
E00046343,39.7,37.5,19.9,2.9
E00046759,18.9,52.3,20.5,8.3
E00046760,19.9,49.6,25.5,5
E00046761,19.1,49.6,25.2,6.1
E00046762,23.6,45,27.9,3.6
E00046763,16.9,51.8,26.7,4.6
E00046764,27.8,43.8,22.2,6.3
E00046765,18,48.1,22.6,11.3
E00046766,19.7,52.4,25.2,2.7
E00046767,18.5,46.3,26.9,8.3
E00046768,44.7,39.8,14.6,0.8
E00046769,17.4,50.4,27.3,5
E00046770,38.6,40.1,15.5,5.8
E00046771,9.2,52.9,31.9,5.9
E00046772,23,43,30.4,3.7
E00046774,30.3,40.8,22.5,6.3
E00046775,12.8,43.6,27.8,15.8
E00046776,15.3,50.7,29.9,4.2
E00046787,27.4,43.5,21,8.1
E00046788,21.9,52.6,21.9,3.5
E00046789,26.2,54.9,13.9,4.9
E00046790,32.6,46.5,18.1,2.8
E00046791,26.1,51.4,19.8,2.7
E00046792,24.3,49.3,22.1,4.4
E00046793,18.8,37.5,33,10.7
E00046794,41,37,20,2
E00046795,25,50.8,20,4.2
E00046796,30.4,44.3,20.9,4.3
E00046797,23.1,42.7,29.9,4.3
E00046798,16.7,30.2,40.5,12.7
E00046799,28.2,42.7,21.8,7.3
E00046800,25.6,38.8,24.8,10.9
E00046801,16.9,43.2,26.3,13.6
E00046802,33.3,42.9,17.1,6.7
E00046803,22.6,49.3,24.7,3.4
E00046804,32.7,42.3,20.2,4.8
E00046805,17.1,37.4,38.2,7.3
E00046806,15.3,47.3,26,11.5
E00046807,21.4,36.8,33.3,8.5
E00046808,9.2,45,40,5.8
E00046809,16.3,40.8,33.7,9.2
E00046810,34.6,44.9,15.7,4.7
E00046811,24.3,42.1,23.4,10.3
E00046812,42,33.6,18.5,5.9
