geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00084738,95.9,1.4,2.7
E00084739,95.7,1.5,2.8
E00084740,97.3,0.7,2
E00084742,94.1,1.6,4.2
E00084744,95.3,0.6,4
E00084749,88.6,2.9,8.5
E00084750,92.7,0.4,6.9
E00084754,95.1,1.5,3.5
E00084755,94.1,2.1,3.8
E00084759,95.6,1.3,3.1
E00084761,96.5,0,3.5
E00084762,87.3,5.1,7.6
E00084767,96,0,4
E00084773,94.6,0,5.4
E00084774,96.9,0.4,2.6
E00084775,97.8,0.4,1.8
E00084776,92.9,3,4.1
E00084777,93.8,2.4,3.8
E00084779,96.4,2.3,1.3
E00087848,92.2,1.1,6.6
E00087849,88.7,2.8,8.5
E00087850,93.5,0.6,5.9
E00087851,89,1.4,9.7
E00087853,90.7,3.2,6
E00087854,88.4,2.1,9.6
E00087855,86.7,3.4,9.9
E00087856,81.2,3,15.7
E00087859,11.8,4.7,83.5
E00087860,92.2,1.4,6.5
E00087862,13.9,5.7,80.4
E00087863,88.7,1,10.2
E00087920,91.8,2.4,5.9
E00087921,96.1,0.7,3.2
E00087922,97.8,1.1,1.1
E00087923,98.3,0,1.7
E00087924,96.9,0.7,2.4
E00087925,96.5,0.4,3.1
E00087926,94.4,1.7,4
E00087927,95.9,0.3,3.8
E00087953,96.2,0.5,3.3
E00087955,96,1.4,2.6
E00087956,95.3,1.6,3.1
E00087959,92.2,0,7.8
E00087960,92.8,3.2,3.9
E00087962,94.8,1.1,4.1
E00087963,94,1.3,4.7
E00087964,97.4,1.1,1.5
E00087965,97.3,0,2.7
E00088132,85.4,3.3,11.3
E00088133,89.1,3.2,7.7
E00088134,92.5,0.3,7.1
E00088135,92.8,0.7,6.5
E00088136,90.2,2.6,7.2
E00088137,92,1,6.9
E00088138,95.1,0.7,4.3
E00088139,89.1,1.8,9.1
E00088140,93.2,0.7,6.1
E00088141,90.1,1.7,8.2
E00088142,87.9,2.7,9.4
E00088143,85.6,2.9,11.5
E00088144,90.1,1.7,8.3
E00088145,93.7,3.2,3.2
E00088146,88.1,2.2,9.7
E00088147,80.1,2.9,17
E00088148,88.9,1.6,9.5
E00088149,90.6,2.9,6.5
E00088150,93.2,1,5.8
E00088151,93.9,0.6,5.5
E00088152,90.9,1.6,7.5
E00088153,89.3,2,8.7
E00088154,92.6,1.4,6
E00088155,89.5,2.7,7.8
E00088156,84.1,0.8,15.1
E00088157,84.8,0.9,14.3
E00088158,85.1,4,10.9
E00088159,85.9,2,12.1
E00088161,91.9,1.2,6.8
E00088162,89.6,3.4,7
E00088163,91.2,0.5,8.3
E00088165,82.1,10.9,7.1
E00088168,96.8,1.1,2.1
E00088169,91.6,2.4,6
E00088171,95.9,1.8,2.4
E00088172,93.5,3.1,3.4
E00088173,96.5,1.5,2
E00088174,90,1.8,8.2
E00088175,92.2,1.5,6.4
E00088176,94.7,1.1,4.2
E00088177,93.2,0,6.8
E00088178,94.7,0.4,4.9
E00088179,89.6,0.7,9.7
E00088181,98.1,0.6,1.3
E00088182,95.2,1.5,3.3
E00088183,93.2,0.9,5.9
E00088184,94.8,2.4,2.8
E00088185,95.4,2.3,2.3
E00088186,95.5,0.5,4
E00088187,97.6,0.6,1.8
E00088188,95.7,0,4.3
E00088189,95.9,1,3.1
E00088190,97.8,1.1,1.1
E00088191,96.5,0.9,2.6
E00088192,96.8,0.8,2.4
E00088193,94.9,3,2.1
E00088194,65,4.5,30.6
E00088195,86.4,2.6,11
E00088196,62.5,2.9,34.6
E00088197,88.8,2.9,8.3
E00088198,89.6,1.6,8.8
E00088199,58.6,2.8,38.5
E00088201,62.7,3.6,33.7
E00088202,87,1.2,11.8
E00088203,64.4,1.7,33.9
E00088204,85.6,2.5,12
E00088205,83.9,3.1,12.9
E00088206,83.2,4.6,12.3
E00088207,82.9,3.8,13.2
E00088208,79.8,3.1,17.1
E00088210,70.9,3,26
E00088211,67.4,4.1,28.5
E00088212,84.5,2.4,13.1
E00088213,72.3,1.8,25.9
E00088214,86.9,2.6,10.5
E00088215,84,2.8,13.1
E00088216,90.6,0.8,8.7
E00088217,83.1,1.5,15.4
E00088218,48.1,2.6,49.4
E00088219,82.5,4.8,12.7
E00088220,82.8,3.8,13.4
E00088221,82.8,4.5,12.7
E00088222,60,3.2,36.7
E00088223,72.6,2.1,25.3
E00088225,60.2,1.8,38
E00088226,66,3.6,30.5
E00088227,62.6,6.2,31.3
E00088228,65,2.5,32.5
E00088229,70.5,3.3,26.2
E00088230,58.1,3.9,38
E00088231,87.6,3.7,8.6
E00088232,72,4.6,23.4
E00088233,73.8,2.5,23.7
E00088234,82.3,0,17.7
E00088235,80.9,2.4,16.8
E00088236,76.5,3.9,19.6
E00088237,81.4,3.8,14.9
E00088240,44.3,2.3,53.4
E00088242,63.9,2.8,33.3
