geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00084738,6,33.3,53.6,7.1
E00084739,11.8,35.3,32.8,20.1
E00084740,14.5,21.4,52.4,11.7
E00084742,5.2,33.6,53,8.2
E00084744,16.1,28.2,44.3,11.5
E00084749,15.2,33.5,44.5,6.8
E00084750,9.8,21.6,58.8,9.8
E00084754,9.8,34.4,45.4,10.4
E00084755,15.4,24.3,51.5,8.9
E00084759,16,33.7,41.7,8.6
E00084761,14.7,37.6,35.8,11.9
E00084762,13.5,34.8,50.4,1.4
E00084767,12.3,29,44.5,14.2
E00084773,25.7,20.5,39.8,14
E00084774,16.2,25.3,44.4,14.1
E00084775,15.9,20.5,40.9,22.7
E00084776,18.1,21.5,48.3,12.1
E00084777,27.5,14.2,44.2,14.2
E00084779,17.9,15.2,55.2,11.7
E00087848,19.1,25.5,40.2,15.2
E00087849,22.3,31.2,33.1,13.4
E00087850,23.8,22.7,35.5,18
E00087851,23.7,24.7,37.3,14.2
E00087853,21,33.6,29.4,16.1
E00087854,20.5,26.8,33.9,18.9
E00087855,23.7,32.4,28.8,15.1
E00087856,22.5,15.4,47.8,14.3
E00087859,18.4,27.6,50,4.1
E00087860,22.2,39.5,17.3,21
E00087862,26.4,22.6,37.7,13.2
E00087863,25,24.3,34.5,16.2
E00087920,15.1,24.5,48.2,12.2
E00087921,23.3,25.2,32,19.4
E00087922,21.8,20,38.2,20
E00087923,22.3,22.3,34.9,20.6
E00087924,32.4,18.5,30.1,19.1
E00087925,18.8,28.5,39.3,13.4
E00087926,26.6,18.5,33.9,21
E00087927,18.2,25.6,41.5,14.8
E00087953,23.8,28.5,30.8,16.8
E00087955,25.9,22.6,31,20.5
E00087956,19.9,30.1,37.5,12.5
E00087959,35.8,25.1,21.2,17.9
E00087960,26.6,26.6,28.1,18.7
E00087962,25.6,34.1,20.2,20.2
E00087963,37.2,25.7,20.4,16.8
E00087964,20.7,29.7,35.2,14.5
E00087965,20.2,29.8,35.1,14.9
E00088132,36.8,14.6,33.3,15.2
E00088133,32.4,12.2,43.2,12.2
E00088134,35.8,14.2,39.6,10.4
E00088135,38.1,12.9,38.8,10.1
E00088136,33.6,18.2,34.3,13.9
E00088137,28.5,16.8,47.4,7.3
E00088138,38.1,11.9,35.8,14.2
E00088139,39.4,16.5,24.4,19.7
E00088140,35.8,12.5,37.5,14.2
E00088141,42.7,9.9,30.5,16.8
E00088142,35.6,14.9,37.4,12.1
E00088143,30.5,21.6,40.7,7.2
E00088144,36.2,23.6,26.8,13.4
E00088145,26.3,16.8,46.3,10.5
E00088146,34.2,18.4,33.6,13.8
E00088147,40.8,21.1,17,21.1
E00088148,39.4,17.5,28.5,14.6
E00088149,42.1,10,29.3,18.6
E00088150,28.1,12.5,45.3,14.1
E00088151,43.3,9.4,29.1,18.1
E00088152,43.1,8.8,36.5,11.7
E00088153,27.4,12.6,48.1,11.9
E00088154,37.9,11.2,34.5,16.4
E00088155,30.5,30.5,23.7,15.3
E00088156,38.5,22.1,20.2,19.2
E00088157,46.5,18.4,17.5,17.5
E00088158,34.7,16.7,31.3,17.3
E00088159,42.7,16,24,17.3
E00088161,23.2,18.9,49.4,8.5
E00088162,17.2,15.9,58.6,8.3
E00088163,27.7,15.6,46.8,9.8
E00088165,21.9,11.9,60.6,5.6
E00088168,25,18.6,43.6,12.9
E00088169,35.3,13,39.6,12.1
E00088171,23,18.5,51.1,7.3
E00088172,30.5,19.8,40.1,9.6
E00088173,27.3,10.2,48.3,14.2
E00088174,28.7,19.7,43.4,8.2
E00088175,26.8,7.7,53.6,11.9
E00088176,35.5,17.8,31.8,15
E00088177,28.1,20.8,36.5,14.6
E00088178,23.2,9.9,60.6,6.3
E00088179,31,27,24,18
E00088181,29,18.7,36.8,15.5
E00088182,35.5,16.4,35.5,12.5
E00088183,26.8,22.8,37.7,12.7
E00088184,11.6,34.1,39.5,14.7
E00088185,11.9,30.7,43.6,13.9
E00088186,13,31.5,39.7,15.8
E00088187,23.5,18.1,46.3,12.1
E00088188,13.7,24.8,48.4,13
E00088189,36.5,19,30.2,14.3
E00088190,19.8,19.8,54.2,6.1
E00088191,11.7,13.8,66,8.5
E00088192,27.4,15.1,44.3,13.2
E00088193,22.2,16.7,49.3,11.8
E00088194,45.8,27.1,13.6,13.6
E00088195,23.2,16,53.6,7.2
E00088196,43.1,23.4,16.8,16.8
E00088197,28,19,42.9,10.1
E00088198,21.6,12,56.8,9.6
E00088199,39.5,33.3,14.2,13
E00088201,44.1,26.1,17.6,12.2
E00088202,22.6,11.6,53.7,12.2
E00088203,48.6,13.8,22.5,15.2
E00088204,34.5,20.8,34.5,10.1
E00088205,22.9,18.3,50.4,8.4
E00088206,26.7,13.9,50.9,8.5
E00088207,26.9,18.3,47.4,7.4
E00088208,28.9,16.1,47.2,7.8
E00088210,45.4,16.2,20.8,17.7
E00088211,41.5,28.8,11,18.6
E00088212,26.1,13.1,46,14.8
E00088213,43.1,28.4,14.7,13.7
E00088214,32.4,12.1,41.6,13.9
E00088215,35.5,15,39.5,10
E00088216,26.1,19,45.1,9.9
E00088217,30.3,19.7,35.5,14.5
E00088218,53.2,23,13.1,10.8
E00088219,27.5,13.7,46.4,12.4
E00088220,29.3,18.7,43.9,8.1
E00088221,33.3,17,36.6,13.1
E00088222,42.7,27.1,11.5,18.8
E00088223,40.6,17.2,28.1,14.1
E00088225,50.9,17.7,15.4,16
E00088226,38.2,19.3,24.4,18.1
E00088227,47,23,15.5,14.5
E00088228,40.8,27.2,17.8,14.1
E00088229,38.9,22.3,19.7,19.2
E00088230,56.3,18.8,14.4,10.6
E00088231,42.3,17.6,19.7,20.4
E00088232,40.6,20.6,24.6,14.3
E00088233,41.5,25.7,12.9,19.9
E00088234,40.9,21.6,14.8,22.7
E00088235,54.4,20.8,6,18.8
E00088236,49.4,20.7,18.4,11.5
E00088237,53.7,22.6,9.6,14.1
E00088240,55.8,24.3,9,10.9
E00088242,61.3,14.8,12.7,11.3
E00088244,39.8,30.6,17.2,12.4
E00088245,50,21.6,13.6,14.8
E00088246,48.5,30.5,10.2,10.8
E00088247,52,18.1,13.6,16.4
E00088248,48.2,17,13.5,21.3
E00088249,46.9,19.1,19.5,14.5
E00088250,27.6,16.4,41.4,14.7
E00088252,39.1,13.5,21.8,25.6
E00088253,23.1,16.7,40.7,19.4
E00088254,45.9,15.3,22.5,16.2
E00088255,38.4,21.5,24.9,15.3
E00088256,43.3,12,34,10.7
E00088257,50.6,14.8,16,18.5
E00088258,51.4,13.2,20.8,14.6
E00088259,42,17.5,24.5,16.1
E00088260,33,11.6,35.7,19.6
E00088261,28.8,16.7,43.6,10.9
E00088262,33.2,17.5,32.3,17
E00088263,37.1,17.5,28,17.5
E00088264,29.5,15.8,43.2,11.6
E00088265,25.4,16,49.1,9.5
E00088266,22.8,17.3,37.6,22.3
E00088267,25.9,31.8,25.3,17.1
E00088268,35.1,11.5,40.5,13
E00088269,40.9,13.9,32.1,13.1
E00088270,29.1,16.4,41,13.4
E00088271,24,5.4,61.2,9.3
E00088272,29.4,18.3,39.7,12.7
E00088273,45,16.7,34.2,4.2
E00088274,38.9,25.2,22.9,13
E00088275,44.9,20.3,18.8,15.9
E00088276,46.9,10.9,34,8.2
E00088277,36.2,14.2,38.3,11.3
E00088278,43.4,11.1,37.4,8.1
E00088279,40.2,12.8,32.3,14.6
E00088280,39,21,27,13
E00088281,31.4,19,40.5,9.1
E00088282,36.9,20.1,32,11.1
E00088283,39.7,20.7,31,8.6
E00088285,32.7,14.1,43.1,10.1
E00088286,21.5,19.8,42.9,15.8
E00088288,34.9,20.7,27.8,16.6
E00088289,36.9,21.6,26.1,15.3
E00088290,43.3,20.6,24.7,11.3
E00088291,30.6,24.1,32.4,13
E00088293,39.5,22.4,23,15.1
E00088294,33.3,21.1,25.7,19.9
E00088295,39,22.7,20.9,17.4
E00088296,48.2,14.4,20.9,16.5
E00088297,39.1,20,22.7,18.2
E00088298,31.6,16.2,33.8,18.4
E00088299,46.6,18.4,16.5,18.4
E00088300,55.2,17.2,15.5,12.1
E00088301,47,16.7,16.7,19.6
E00088302,33.6,13.7,32.8,19.8
E00088303,53.5,15.1,15.7,15.7
E00088304,45.3,20.7,18.7,15.3
E00088305,49.6,14.1,17.8,18.5
E00088306,44.6,20.8,19.2,15.4
E00088307,56.9,19,12.1,12.1
E00088308,42.4,17.8,21.2,18.6
E00088309,42.3,10.6,31,16.2
E00088310,51.3,20,14.7,14
E00088311,46.1,13.2,25.7,15
E00088312,46.2,13.7,26.5,13.7
E00088313,33.3,15.4,33.3,17.9
E00088314,46.7,16.7,17.3,19.3
E00088315,36.5,11.8,37.1,14.7
E00088316,48,22,18,12
E00088317,42.3,21.6,21.6,14.4
E00088318,49.6,17.7,19.1,13.5
E00088319,41.4,19.7,23,15.8
E00088320,49.6,17,9.6,23.7
E00088321,29.9,20.4,37.4,12.2
E00088322,50.8,18,17.2,14.1
E00088324,22.2,15.2,50.6,12
E00088325,20,15.2,42.9,21.9
E00088326,21.3,13.1,50.8,14.8
E00088328,28,23.8,33.3,14.9
E00088330,31.2,26.6,27.1,15.1
E00088331,27.1,22.1,33.6,17.1
E00088333,31.4,18.6,34.7,15.3
E00088334,27.9,16.3,37.2,18.6
E00088336,24.8,8.6,47.6,19
E00088337,26.5,16.9,38.6,18.1
E00088338,27,18.5,42.3,12.2
E00088340,22.3,20,40,17.7
E00088341,18.3,18.3,50.9,12.6
E00088342,39.8,18.4,31.1,10.7
E00088343,33.8,18.7,38.1,9.4
E00088344,28.8,21.6,38.1,11.5
E00088345,44,20,16,20
E00088346,61.3,12.9,14,11.8
E00088347,47.2,18.9,21.7,12.3
E00088348,46.7,20.7,22.2,10.4
E00088350,44.1,17.4,21.7,16.8
E00088352,32.7,19.2,35.6,12.5
E00088353,34.9,20.9,29.1,15.1
E00088354,32.6,17.4,40.7,9.3
E00088355,42,12.7,31.8,13.4
E00088356,30.8,23.3,30.8,15
E00088357,48.7,15,27.4,8.8
E00088358,33.1,15.3,36.3,15.3
E00088359,34.8,15.6,36.9,12.8
E00088360,39.1,15.5,30.5,14.9
E00088361,32.7,15.6,41.5,10.2
E00088362,29,13,48.5,9.5
E00088363,42.9,14.7,30.1,12.2
E00088364,36.1,19,31.3,13.6
E00088365,39.8,17.5,31,11.7
E00088366,43.7,20.4,24.3,11.7
E00088367,32.6,26.1,25,16.3
E00088368,34.8,20.7,34.8,9.6
E00088369,41.1,10.1,36.9,11.9
E00088370,37.5,25,9.4,28.1
E00088371,44.2,17.6,24.8,13.3
E00088372,47.5,25,10,17.5
E00088373,10.6,25.2,45,19.2
E00088374,14.6,29.5,46.9,9
E00088375,12.1,25.6,48.4,13.9
E00088376,10.3,34.2,45.7,9.8
E00088377,10.9,23.2,58,8
E00088378,15.5,26.9,40.2,17.4
E00088380,27.8,24.6,31,16.7
E00088382,42.5,20.3,23.7,13.5
E00088383,50.6,16.7,22,10.7
E00088384,45.7,12.6,21.2,20.5
E00088385,48.1,18.2,20.3,13.4
E00088386,37.1,22.5,23.2,17.2
E00088387,48.5,12.6,24.7,14.1
E00088388,39.9,21.3,24,14.8
E00088389,45.7,19.6,19.6,15.2
E00088390,42.2,18.7,21.9,17.1
E00088391,46.2,13.4,26.9,13.4
E00088392,50.9,14.3,20.5,14.3
E00088393,50,17.3,16.7,16
E00088394,44.8,25.1,19.2,10.8
E00088395,37.5,14.9,28.6,19
E00088396,48.3,20.7,19.5,11.5
E00088397,49.1,18,19.2,13.8
E00088398,27.3,24,30,18.7
E00088399,41.3,15.2,27.7,15.8
E00088400,37.9,18.4,28.7,14.9
E00088401,51.1,17.8,16.4,14.6
E00088402,50,15.6,22.7,11.7
E00088403,53.8,20.3,15.2,10.8
E00088404,39.6,18.3,27.4,14.6
E00088405,49.5,19.6,18.7,12.1
E00088406,41.1,21.7,24.4,12.8
E00088407,38,16,28,18
E00088410,35.5,31.1,23,10.4
E00088411,35.6,19,30.2,15.1
E00088412,43.4,22.8,21.4,12.4
E00088413,37.6,23.8,22.1,16.6
E00088414,45.5,18.2,24.8,11.6
E00088415,49.3,25.4,16.4,9
E00088416,39.4,10.9,35.8,13.9
E00088417,40.1,17.1,24.3,18.4
E00088418,41,20.5,27.1,11.4
E00088419,43.9,22,19.1,15
E00088420,46.5,22.7,15.7,15.1
E00088421,39,16.3,31.9,12.8
E00088422,45.5,12.7,27.5,14.3
E00088423,56.4,17.1,13.3,13.3
E00088424,44.2,18.3,22.8,14.7
E00088426,39.5,16.9,19.4,24.2
E00088427,44,16.6,18.9,20.6
E00088428,58.2,14.1,13.6,14.1
E00088429,52.1,13.7,21.2,13
E00088430,46.1,12,22.8,19.2
E00088431,34.1,13,32.4,20.5
E00088432,46.6,15.5,22.3,15.5
E00088433,45.3,18,22.7,14
E00088434,57.3,12.7,18.5,11.5
E00088435,44.7,14.2,23.7,17.4
E00088436,52.4,20.6,14.3,12.7
E00088437,36.5,23.3,23.3,17
E00088438,40,19.5,21.6,18.9
E00088439,54.4,23.1,13.6,8.8
E00088440,37.4,25.9,21.6,15.1
E00088441,40.4,19.2,21.2,19.2
